pair_id,ref_index,kind,expected,operator,status,candidates,matched,predicted_type,type_correct,coverage,precision,iou
R00011,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.3333,0.3333
R00011,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00011,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.375,0.3333
R00011,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6364,1.0,0.6364
R00012,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,0.8571,0.3,0.2857
R00012,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00012,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00012,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.1111,0.0909
R00013,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.5385,0.5385
R00013,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00013,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.3333,0.2
R00013,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5714,0.4444
R00014,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.0667,0.0667
R00014,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00014,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8333,0.0505,0.05
R00014,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.0606,0.0594
R00015,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,7,True,T3,True,1.0,0.2857,0.2857
R00015,1,MUTATION,T3,t3_wrap_statement,ok,9,True,T3,True,1.0,1.0,1.0
R00015,2,UNTOUCHED,T1,none,ok,9,True,T1,True,0.7368,0.875,0.6667
R00015,3,UNTOUCHED,T1,none,ok,9,True,T1,True,0.75,0.5455,0.4615
R00016,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.1429,0.1429
R00016,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00016,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6,0.5
R00016,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,0.25,0.2273
R00017,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.6667,0.6667
R00017,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00017,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00017,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.2,0.1429
R00018,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.75,0.75
R00018,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,0.6667,0.6667
R00018,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,0.3333,0.3333
R00018,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00018,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00018,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.6667,0.5
R00019,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.3571,0.3571
R00019,1,MUTATION,T3,t3_delete_statement,ok,4,True,T2,False,1.0,0.5,0.5
R00019,2,UNTOUCHED,T1,none,ok,4,True,T1,True,0.8333,0.8333,0.7143
R00019,3,UNTOUCHED,T1,none,ok,4,True,T1,True,0.5,0.6,0.375
R00020,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.5,0.5
R00020,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00020,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5,0.4
R00020,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.5,0.3333
R00021,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.1714,0.1714
R00021,1,MUTATION,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.037,0.037
R00021,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8,0.1481,0.1429
R00021,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6923,0.6667,0.5143
R00022,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.8,0.8
R00022,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00022,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00022,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.3333,1.0,0.3333
R00022,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,0.4,0.2857
R00023,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.5455,0.5455
R00023,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00023,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00023,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5,0.4286
R00024,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.5625,0.5625
R00024,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00024,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00024,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.3333,0.25
R00025,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.5333,0.5333
R00025,1,MUTATION,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.0909,0.0909
R00025,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1818,0.1667
R00025,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2727,0.2143
R00026,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.3636,0.3636
R00026,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0625,0.0625
R00026,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.125,0.1176
R00026,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6154,0.5,0.381
R00027,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.7059,0.7059
R00027,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00027,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00027,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2222,0.2
R00028,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.8182,0.8182
R00028,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00028,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00028,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1538,0.1429
R00029,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2174,0.2174
R00029,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00029,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1429,0.1333
R00029,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00030,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.6154,0.6154
R00030,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00030,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2,0.1667
R00030,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2,0.1667
R00031,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.6,0.6
R00031,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,0.8,0.8
R00031,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,0.2,0.2
R00031,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00031,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.4286,0.375
R00031,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,1.0,0.7
R00032,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.3684,0.3684
R00032,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0667,0.0667
R00032,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8333,0.3333,0.3125
R00032,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.4,0.3529
R00033,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,0.9,0.6923,0.6429
R00033,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00033,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00033,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.6667,0.5
R00033,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00034,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,0.8333,0.2,0.1923
R00034,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00034,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8333,1.0,0.8333
R00034,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6875,0.7857,0.5789
R00035,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.6364,0.6364
R00035,1,MUTATION,T1,t1_add_eol_comment,ok,1,False,,False,0.0,0.0,0.0
R00035,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.0741,0.0714
R00035,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6364,0.2593,0.2258
R00036,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,0.7143,0.3571,0.3125
R00036,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0833,0.0833
R00036,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1667,0.1538
R00036,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.625,0.4167,0.3333
R00037,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.5455,0.5455
R00037,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00037,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00037,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00038,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,0.7143,0.1136,0.1087
R00038,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,0.5,0.5
R00038,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00038,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7647,0.3514,0.3171
R00039,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0536,0.0536
R00039,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0106,0.0106
R00039,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.0319,0.0312
R00039,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7,0.0745,0.0722
R00040,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.6667,0.6667
R00040,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00040,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2222,0.2
R00040,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2222,0.2
R00041,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.4615,0.4615
R00041,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00041,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00041,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.75,0.4286
R00042,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8571,0.4,0.375
R00042,1,MUTATION,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.0769,0.0769
R00042,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1538,0.1429
R00042,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.4545,0.3846,0.2632
R00043,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.2,0.2
R00043,1,MUTATION,T2,t2_rename_local,ok,3,True,T2,True,1.0,1.0,1.0
R00043,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7273,0.7273,0.5714
R00043,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.0909,0.0769
R00044,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.7143,0.7143
R00044,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00044,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5,0.4286
R00044,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.25,0.1667
R00045,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.5714,0.5714
R00045,1,MUTATION,T2,t2_rename_local,ok,3,True,T2,True,1.0,1.0,1.0
R00045,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,1.0,0.8
R00045,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00046,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,False,,False,0.125,0.0667,0.0455
R00046,1,MUTATION,T3,t3_delete_statement,ok,1,False,,False,0.0,0.0,0.0
R00046,2,UNTOUCHED,T1,none,ok,1,False,,False,0.0,0.0,0.0
R00046,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5789,0.9167,0.55
R00047,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.375,0.375
R00047,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00047,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.25,0.1667
R00047,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7,0.7778,0.5833
R00048,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8571,0.5,0.4615
R00048,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00048,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2,0.1818
R00048,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.3,0.25
R00049,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.5,0.5
R00049,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00049,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00049,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.4286,0.3
R00050,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.1852,0.1852
R00050,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00050,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,1.0,0.75
R00050,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.7895,0.625
R00051,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.6923,0.6923
R00051,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00051,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00051,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00052,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.4286,0.4286
R00052,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00052,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.25,0.2222
R00052,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.75,0.5
R00053,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.6667,0.6667
R00053,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00053,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00053,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5,0.4
R00054,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.1875,0.1875
R00054,1,MUTATION,T1,t1_add_eol_comment,ok,1,False,,False,0.0,0.0,0.0
R00054,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.9,0.375,0.36
R00054,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6111,0.4583,0.3548
R00055,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.2593,0.2593
R00055,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00055,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.8,0.5714
R00055,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6471,0.7857,0.55
R00056,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.36,0.36
R00056,1,MUTATION,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.05,0.05
R00056,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8,0.4,0.3636
R00056,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2,0.1667
R00057,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.3,0.3
R00057,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0526,0.0526
R00057,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.9,0.4737,0.45
R00057,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2105,0.1905
R00058,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,0.8,0.2105,0.2
R00058,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00058,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00058,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6429,0.9,0.6
R00059,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,0.8571,0.3,0.2857
R00059,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00059,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.125,0.1176
R00059,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6923,0.5625,0.45
R00060,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.5455,0.5455
R00060,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00060,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5,0.4
R00060,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5,0.4286
R00061,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.4375,0.4375
R00061,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00061,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00061,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5714,0.4444,0.3333
R00062,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.0632,0.0632
R00062,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.0658,0.0649
R00062,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.0395,0.0385
R00062,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.0395,0.038
R00063,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.881,0.881
R00063,1,MUTATION,T2,t2_rename_local,ok,9,True,T2,True,1.0,1.0,1.0
R00063,1,MUTATION,T2,t2_rename_local,ok,9,True,T2,True,1.0,0.3333,0.3333
R00063,1,MUTATION,T2,t2_rename_local,ok,9,True,T2,True,1.0,0.5,0.5
R00063,1,MUTATION,T2,t2_rename_local,ok,9,True,T2,True,1.0,1.0,1.0
R00063,1,MUTATION,T2,t2_rename_local,ok,9,True,T2,True,1.0,0.6667,0.6667
R00063,1,MUTATION,T2,t2_rename_local,ok,9,True,T2,True,1.0,0.3333,0.3333
R00063,7,UNTOUCHED,T1,none,ok,9,True,T1,True,0.6,1.0,0.6
R00063,8,UNTOUCHED,T1,none,ok,9,True,T1,True,0.6667,0.25,0.2222
R00064,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.0641,0.0633
R00064,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.6667,0.0656,0.0635
R00064,2,UNTOUCHED,T1,none,ok,1,False,,False,0.0,0.0,0.0
R00064,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5556,0.082,0.0769
R00065,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.2222,0.2222
R00065,1,MUTATION,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.05,0.05
R00065,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1,0.0952
R00065,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.6,0.4286
R00066,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,0.8571,0.2222,0.2143
R00066,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00066,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.0952,0.0909
R00066,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.65,0.619,0.4643
R00067,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,False,,False,0.5714,0.0563,0.0541
