pair_id,expected,band,cluster_id,status,analysis_mode,fallback_stage,fallback_reason,detected,primary_type,type_correct,any_correct_overlap,reference_range_fp,strict_product_fp,candidate_id,coverage_left,coverage_right,boundary_precision_left,boundary_precision_right,iou_left,iou_right,wall_ms
mCF_R_00008,T1,,mCF_R_00008,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36966
mCW_A_00001,T1,,mCW_A_00001,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,332001
mCW_A_00002,T1,,mCW_A_00002,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,332802
mCW_A_00003,T1,,mCW_A_00003,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34476
mCW_A_00004,T1,,mCW_A_00004,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35889
mCW_A_00005,T1,,mCW_A_00005,ok,SOURCE_PLUS_WALA_SMT,,,true,T1,true,true,true,true,AR1,0.806452,0.806452,1.000000,1.000000,0.806452,0.806452,47887
mCW_A_00008,T1,,mCW_A_00008,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44824
mCW_A_00009,T1,,mCW_A_00009,ok,SOURCE_PLUS_WALA_SMT,,,true,T1,true,true,true,true,AR1,0.791667,0.791667,1.000000,1.000000,0.791667,0.791667,37002
mCW_R_00002,T1,,mCW_R_00002,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34728
mCW_R_00003,T1,,mCW_R_00003,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44289
mCW_R_00004,T1,,mCW_R_00004,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46000
mCW_R_00006,T1,,mCW_R_00006,ok,SOURCE_PLUS_WALA_SMT,,,true,T1,true,true,true,true,AR1,0.735849,0.735849,1.000000,1.000000,0.735849,0.735849,38314
mCW_R_00009,T1,,mCW_R_00009,ok,SOURCE_PLUS_WALA_SMT,,,true,T1,true,true,true,true,AR1,0.833333,0.833333,1.000000,1.000000,0.833333,0.833333,38955
mDL_00001,T3,,mDL_00001,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42687
mDL_00002,T3,,mDL_00002,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42071
mDL_00003,T3,,mDL_00003,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41080
mDL_00004,T3,,mDL_00004,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42139
mDL_00005,T3,,mDL_00005,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.806452,0.800000,1.000000,1.000000,0.806452,0.800000,43760
mDL_00007,T3,,mDL_00007,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42650
mDL_00008,T3,,mDL_00008,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.833333,0.829787,1.000000,1.000000,0.833333,0.829787,39949
mIL_00000,T3,,mIL_00000,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41104
mIL_00001,T3,,mIL_00001,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45044
mIL_00004,T3,,mIL_00004,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44857
mIL_00005,T3,,mIL_00005,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.833333,0.836735,1.000000,1.000000,0.833333,0.836735,42301
mIL_00007,T3,,mIL_00007,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.733333,0.739130,1.000000,1.000000,0.733333,0.739130,43197
mIL_00009,T3,,mIL_00009,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44636
mML_00000,T3,,mML_00000,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40938
mML_00001,T3,,mML_00001,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41378
mRL_N_00001,T2,,mRL_N_00001,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.890411,0.890411,1.000000,1.000000,0.890411,0.890411,40157
mRL_N_00004,T2,,mRL_N_00004,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57332
mRL_N_00005,T2,,mRL_N_00005,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.735849,0.735849,1.000000,1.000000,0.735849,0.735849,54911
mRL_N_00007,T2,,mRL_N_00007,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36105
mRL_N_00008,T2,,mRL_N_00008,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37912
mRL_N_00009,T2,,mRL_N_00009,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.922535,0.922535,1.000000,1.000000,0.922535,0.922535,44722
mRL_S_00000,T2,,mRL_S_00000,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.890411,0.890411,1.000000,1.000000,0.890411,0.890411,42405
mRL_S_00001,T2,,mRL_S_00001,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32941
mRL_S_00002,T2,,mRL_S_00002,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34925
mRL_S_00005,T2,,mRL_S_00005,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.833333,0.833333,1.000000,1.000000,0.833333,0.833333,39405
mRL_S_00009,T2,,mRL_S_00009,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.733333,0.733333,1.000000,1.000000,0.733333,0.733333,39078
mSDL_00001,T3,,mSDL_00001,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45226
mSDL_00002,T3,,mSDL_00002,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.806452,0.806452,1.000000,1.000000,0.806452,0.806452,48166
mSDL_00004,T3,,mSDL_00004,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.777778,0.833333,1.000000,1.000000,0.777778,0.833333,40991
mSDL_00005,T3,,mSDL_00005,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.750000,0.750000,1.000000,1.000000,0.750000,0.750000,40500
mSDL_00006,T3,,mSDL_00006,ok,SOURCE_PLUS_WALA_SMT,,,true,T3,true,true,true,true,AR1,0.733333,0.733333,1.000000,1.000000,0.733333,0.733333,42226
mSDL_00009,T3,,mSDL_00009,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41917
mSRI_00002,T2,,mSRI_00002,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38428
mSRI_00003,T2,,mSRI_00003,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.806452,0.806452,1.000000,1.000000,0.806452,0.806452,40289
mSRI_00004,T2,,mSRI_00004,ok,SOURCE_PLUS_WALA_SMT,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40514
mSRI_00007,T2,,mSRI_00007,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.922535,0.922535,1.000000,1.000000,0.922535,0.922535,37050
mSRI_00008,T2,,mSRI_00008,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.718750,0.718750,1.000000,1.000000,0.718750,0.718750,41738
mSRI_00009,T2,,mSRI_00009,ok,SOURCE_PLUS_WALA_SMT,,,true,T2,true,true,true,true,AR1,0.785714,0.785714,1.000000,1.000000,0.785714,0.785714,42672
