project,pair_id,language,expected_type,predicted_type,type_pass,expected_scope,predicted_scope,scope_pass,transformation_tag,difficulty,confidence,runtime_ms,method_count_a,method_count_b,pair_matrix_size,stage0_mode,warnings,limitation_tag,notes
MethodRefactor,java_t4_extract_order_03,JAVA,T4_WEAK,T2,False,FULL,FULL,True,EXTRACT_METHOD,L2,0.6121980903731141,928,1,2,2,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG,CALL_GRAPH_NOT_EXPANDED,Subtotal helper extraction
MethodRefactor,java_t4_merge_order_04,JAVA,T4_WEAK,T2,False,FULL,FULL,True,MERGE_METHODS,L2,0.6121980903731141,953,2,1,2,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG,CALL_GRAPH_NOT_EXPANDED,Reverse subtotal helper
MethodRefactor,java_t4_extract_stats_05,JAVA,T4_WEAK,T2,False,FULL,UNKNOWN,False,EXTRACT_METHOD,L2,0.538158022573172,912,1,3,3,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Average and count helpers
MethodRefactor,java_t4_merge_stats_06,JAVA,T4_WEAK,T2,False,FULL,UNKNOWN,False,MERGE_METHODS,L2,0.538158022573172,988,3,1,3,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Reverse stats helper
MethodRefactor,java_t4_extract_join_07,JAVA,T4_WEAK,T4_WEAK,True,FULL,UNKNOWN,False,EXTRACT_METHOD,L2,0.6658565833721855,947,1,3,3,ONE_TO_MANY_METHOD,API_DENSE|CLASS_CONTEXT_STRONG|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,String sanitizer helper
MethodRefactor,java_t4_merge_join_08,JAVA,T4_WEAK,T4_WEAK,True,FULL,UNKNOWN,False,MERGE_METHODS,L2,0.6658565833721855,950,3,1,3,ONE_TO_MANY_METHOD,API_DENSE|CLASS_CONTEXT_STRONG|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Reverse sanitizer helper
CallChain,java_t4_call_chain_01,JAVA,T4_WEAK,T4_WEAK,True,MIXED,UNKNOWN,False,CALL_CHAIN_REFACTOR,L3,0.7,945,1,4,4,ONE_TO_MANY_METHOD,CLASS_CONTEXT_STRONG|API_DENSE|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Multiple internal helper calls
CallChain,java_t4_call_chain_auth_02,JAVA,T4_WEAK,T4_WEAK,True,MIXED,UNKNOWN,False,CALL_CHAIN_REFACTOR,L3,0.7,964,1,4,4,ONE_TO_MANY_METHOD,API_DENSE|CLASS_CONTEXT_STRONG|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Validate normalize check sequence
CallChain,java_t4_call_chain_invoice_03,JAVA,T4_WEAK,INCONCLUSIVE,False,MIXED,UNKNOWN,False,CALL_CHAIN_REFACTOR,L3,0.32603909027803013,1005,1,4,4,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG|PARTIAL_PATTERN_PRESENT|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Subtotal tax discount helpers
CallChain,java_t4_call_chain_text_04,JAVA,T4_WEAK,T4_WEAK,True,MIXED,FULL,False,CALL_CHAIN_REFACTOR,L3,0.6806076742715992,986,1,3,3,ONE_TO_MANY_METHOD,CLASS_CONTEXT_STRONG|API_DENSE|MANY_UNCONFIRMED_MATCHES|HIGH_VARIANCE,CALL_GRAPH_NOT_EXPANDED,Normalize filter compact helpers
CallChain,java_t4_call_chain_risk_05,JAVA,T4_WEAK,INCONCLUSIVE,False,MIXED,UNKNOWN,False,CALL_CHAIN_REFACTOR,L3,0.327716790853075,1031,1,4,4,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG|MANY_UNCONFIRMED_MATCHES,CALL_GRAPH_NOT_EXPANDED,Several helper stages
SemanticDifficult,java_semantic_recursion_iteration_01,JAVA,INCONCLUSIVE,INCONCLUSIVE,True,UNKNOWN,UNKNOWN,True,RECURSION_VS_ITERATION,L4,0.316651469409602,1131,2,1,2,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG,T4_WEAK_NOT_SEMANTIC_PROOF,Semantic equivalence is not proven statically
SemanticDifficult,java_semantic_recursive_max_02,JAVA,INCONCLUSIVE,INCONCLUSIVE,True,UNKNOWN,FULL,False,RECURSION_VS_ITERATION,L4,0.309639210157153,1279,2,1,2,ONE_TO_MANY_METHOD,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive max vs loop max
SemanticDifficult,java_semantic_set_bool_03,JAVA,INCONCLUSIVE,NON_CLONE,False,UNKNOWN,UNKNOWN,True,DATA_STRUCTURE_SWAP,L4,0.6973751119854967,1172,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG,T4_WEAK_NOT_SEMANTIC_PROOF,Set vs boolean array
SemanticDifficult,java_semantic_sort_stream_04,JAVA,INCONCLUSIVE,NON_CLONE,False,UNKNOWN,UNKNOWN,True,API_EQUIVALENT_USAGE,L4,0.7298865458400783,1133,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG|ASYMMETRIC_FILE_SIZE,T4_WEAK_NOT_SEMANTIC_PROOF,Loop sorting vs stream usage
SemanticDifficult,java_semantic_loop_set_05,JAVA,INCONCLUSIVE,INCONCLUSIVE,True,UNKNOWN,FULL,False,DATA_STRUCTURE_SWAP,L4,0.29487922705314007,1128,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG,T4_WEAK_NOT_SEMANTIC_PROOF,Linear scan vs set lookup
SemanticDifficult,java_semantic_dfs_06,JAVA,INCONCLUSIVE,T2,False,UNKNOWN,FULL,False,RECURSION_VS_ITERATION,L4,0.6457728466888473,1153,2,2,4,MULTI_METHOD_BALANCED,API_DENSE|CLASS_CONTEXT_STRONG,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive depth vs stack
SemanticDifficult,java_semantic_reverse_07,JAVA,INCONCLUSIVE,NON_CLONE,False,UNKNOWN,UNKNOWN,True,DATA_STRUCTURE_SWAP,L4,0.7313555565020888,982,1,1,1,SINGLE_METHOD_REAL_FILE,ASYMMETRIC_FILE_SIZE|CLASS_CONTEXT_STRONG|PARTIAL_PATTERN_PRESENT,T4_WEAK_NOT_SEMANTIC_PROOF,Two string reverse implementations
SemanticDifficult,java_semantic_count_08,JAVA,INCONCLUSIVE,T3,False,UNKNOWN,FULL,False,DATA_STRUCTURE_SWAP,L4,0.43570623783711077,1061,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG|API_DENSE,T4_WEAK_NOT_SEMANTIC_PROOF,Map vs fixed array
NonClone,java_nonclone_01,JAVA,NON_CLONE,NON_CLONE,True,UNKNOWN,UNKNOWN,True,UNRELATED,L1,0.8359679954154198,1194,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG,,Different problem domains
NonClone,java_nonclone_api_overlap_02,JAVA,NON_CLONE,T3,False,UNKNOWN,FULL,False,API_EQUIVALENT_USAGE,L2,0.49678964002503273,1079,1,1,1,SINGLE_METHOD_REAL_FILE,API_DENSE|CLASS_CONTEXT_STRONG,THRESHOLDS_HEURISTIC,Both use List but tasks differ
NonClone,java_nonclone_sorting_03,JAVA,NON_CLONE,NON_CLONE,True,UNKNOWN,UNKNOWN,True,API_EQUIVALENT_USAGE,L2,0.6846543888533217,1191,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG,THRESHOLDS_HEURISTIC,Collections and maps in different tasks
NonClone,java_nonclone_loop_04,JAVA,NON_CLONE,NON_CLONE,True,UNKNOWN,UNKNOWN,True,UNRELATED,L1,0.8016670400089895,1004,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG,,Generic loops but unrelated output
NonClone,java_nonclone_string_05,JAVA,NON_CLONE,INCONCLUSIVE,False,UNKNOWN,FULL,False,API_EQUIVALENT_USAGE,L2,0.30347560975609755,978,1,1,1,SINGLE_METHOD_REAL_FILE,API_DENSE|CLASS_CONTEXT_STRONG,THRESHOLDS_HEURISTIC,String APIs overlap
NonClone,java_nonclone_numbers_06,JAVA,NON_CLONE,INCONCLUSIVE,False,UNKNOWN,FULL,False,UNRELATED,L2,0.3144230769230769,1141,1,1,1,SINGLE_METHOD_REAL_FILE,No external API vocabulary signal was available.|CLASS_CONTEXT_STRONG,,Numeric loops have different meaning
NonClone,java_nonclone_maps_07,JAVA,NON_CLONE,NON_CLONE,True,UNKNOWN,UNKNOWN,True,API_EQUIVALENT_USAGE,L2,0.6917643337334004,1045,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG|API_DENSE,THRESHOLDS_HEURISTIC,Map APIs overlap
NonClone,java_nonclone_validation_08,JAVA,NON_CLONE,NON_CLONE,True,UNKNOWN,UNKNOWN,True,UNRELATED,L1,0.7901053866782782,1126,1,1,1,SINGLE_METHOD_REAL_FILE,CLASS_CONTEXT_STRONG,,Guard clauses but unrelated semantics
