pair_id,ref_index,kind,expected,operator,status,candidates,matched,predicted_type,type_correct,coverage,precision,iou
R00004,6,UNTOUCHED,T1,none,ok,4,True,T1,True,0.6667,0.08,0.0769
R00004,7,UNTOUCHED,T1,none,ok,4,True,T1,True,0.6667,0.16,0.1481
R00005,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,0.8571,0.1538,0.15
R00005,1,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00005,2,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.1579,0.1579
R00005,3,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00005,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.129,0.125
R00005,5,UNTOUCHED,T1,none,ok,3,True,T1,True,1.0,0.2258,0.2258
R00005,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6,0.5
R00006,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,3,True,T3,True,1.0,0.0467,0.0467
R00006,1,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00006,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,3,True,T3,False,0.8571,0.0556,0.0556
R00006,3,MUTATION,T1,t1_add_blank_line,ok,5,False,,False,0.0,0.0,0.0
R00006,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00006,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7778,0.0824,0.0805
R00006,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6,0.0353,0.0345
R00006,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,0.0824,0.0795
R00007,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,False,,False,0.4167,0.25,0.1852
R00007,1,MUTATION,T2,t2_change_string_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00007,2,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.4,0.4
R00007,3,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00007,4,UNTOUCHED,T1,none,ok,5,False,,False,0.0,0.0,0.0
R00007,5,UNTOUCHED,T1,none,ok,5,True,T1,True,1.0,1.0,1.0
R00007,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.8,0.5,0.4444
R00008,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.3,0.3
R00008,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00008,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.4211,0.4211
R00008,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00008,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,1.0,0.5
R00008,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.0556,0.2,0.0455
R00009,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,0.8889,0.0879,0.087
R00009,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.7778,0.0909,0.0886
R00009,3,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,0.8889,0.0879,0.087
R00009,4,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.7778,0.0909,0.0886
R00009,6,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.026,0.0253
R00009,7,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7,0.0909,0.0875
R00009,8,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.026,0.0253
R00009,9,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7,0.0909,0.0875
R00010,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.2903,0.2903
R00010,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0476,0.0476
R00010,2,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.2667,0.2667
R00010,3,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00010,4,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.0952,0.0909
R00010,5,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1905,0.1739
R00010,6,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.1429,0.125
R00011,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T3,False,0.875,0.2414,0.2333
R00011,1,MUTATION,T2,t2_change_string_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00011,2,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2414,0.2414
R00011,3,MUTATION,T3,t3_insert_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00011,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00011,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,0.4375,0.3684
R00011,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00012,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T3,False,1.0,0.3095,0.3095
R00012,1,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00012,2,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2381,0.2381
R00012,3,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00012,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.9,0.3462,0.3333
R00012,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.1154,0.1071
R00012,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.5,0.3333
R00013,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T2,False,0.875,0.1842,0.1795
R00013,1,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00013,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2105,0.2105
R00013,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00013,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.1364,0.1304
R00013,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5455,0.4615
R00013,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.4286,0.3333
R00014,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,1.0,0.1489,0.1489
R00014,1,MUTATION,T1,t1_add_eol_comment,ok,13,True,T1,True,1.0,0.0909,0.0909
R00014,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.6809,0.6809
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,1.0,1.0
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,0.6667,0.6667
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,0.3333,0.3333
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,1.0,1.0
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,1.0,1.0
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,1.0,1.0
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,0.6667,0.6667
R00014,3,MUTATION,T2,t2_rename_local,ok,13,True,T2,True,1.0,0.3333,0.3333
R00014,11,UNTOUCHED,T1,none,ok,13,True,T1,True,0.6667,0.1818,0.1667
R00014,12,UNTOUCHED,T1,none,ok,13,True,T1,True,1.0,0.2727,0.2727
R00014,13,UNTOUCHED,T1,none,ok,13,True,T1,True,0.75,0.6,0.5
R00015,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.2593,0.2593
R00015,1,MUTATION,T3,t3_wrap_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00015,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,False,,False,0.2857,0.069,0.0588
R00015,3,MUTATION,T2,t2_change_string_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00015,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7143,1.0,0.7143
R00015,5,UNTOUCHED,T1,none,ok,5,True,T1,True,1.0,0.375,0.375
R00015,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,0.875,0.6364
R00016,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,10,True,T2,True,1.0,0.32,0.32
R00016,1,MUTATION,T2,t2_change_string_literal,ok,12,True,T2,True,1.0,1.0,1.0
R00016,2,CLONE_INTERVAL,T1,t1_reindent,ok,10,True,T1,True,1.0,0.1935,0.1935
R00016,3,MUTATION,T1,t1_reindent,ok,12,True,T1,True,0.6667,0.1538,0.1429
R00016,4,UNTOUCHED,T1,none,ok,12,True,T1,True,0.5,0.4286,0.3
R00016,5,UNTOUCHED,T1,none,ok,12,True,T1,True,0.5,0.1667,0.1429
R00016,6,UNTOUCHED,T1,none,ok,12,True,T1,True,0.6667,0.3846,0.3226
R00016,7,UNTOUCHED,T1,none,ok,12,True,T1,True,0.75,0.1154,0.1111
R00017,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.0769,0.0769
R00017,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00017,2,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.2949,0.2949
R00017,3,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00017,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.3333,0.5,0.25
R00017,5,UNTOUCHED,T1,none,ok,5,True,T1,True,1.0,1.0,1.0
R00017,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7381,0.62,0.5082
R00018,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.3103,0.3103
R00018,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00018,2,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T3,False,1.0,0.2258,0.2258
R00018,3,MUTATION,T1,t1_add_eol_comment,ok,3,True,T1,True,1.0,0.0667,0.0667
R00018,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6,0.5
R00018,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5714,0.2667,0.2222
R00018,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.2,0.1875
R00019,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,0.8333,0.0617,0.061
R00019,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00019,2,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.0988,0.0988
R00019,3,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00019,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5714,0.2222,0.1905
R00019,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6,0.1429,0.1304
R00019,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5455,0.2857,0.2308
R00019,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6,0.0968,0.0909
R00020,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T2,False,1.0,0.2727,0.2727
R00020,1,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.8333,0.3333,0.3125
R00020,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,False,,False,0.6667,0.2727,0.24
R00020,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00020,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.2,0.1667
R00020,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.2667,0.2105
R00020,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.5,0.25
R00021,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,0.7143,0.102,0.098
R00021,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,0.5,0.5
R00021,2,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T3,False,0.9545,0.3962,0.3889
R00021,3,MUTATION,T1,t1_add_eol_comment,ok,3,True,T1,True,1.0,0.0312,0.0312
R00021,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5,0.4286
R00021,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.4545,0.1562,0.1316
R00021,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5882,0.3125,0.2564
R00022,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T3,False,0.8333,0.1613,0.1562
R00022,1,MUTATION,T2,t2_change_string_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00022,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,0.8,0.1333,0.129
R00022,3,MUTATION,T3,t3_delete_statement,ok,5,True,T2,False,1.0,0.5,0.5
R00022,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7647,0.8667,0.6842
R00022,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6,0.3333,0.2727
R00022,6,UNTOUCHED,T1,none,ok,5,True,T2,False,0.3333,0.5,0.25
R00023,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2424,0.2424
R00023,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00023,2,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.2812,0.2812
R00023,3,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00023,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00023,5,UNTOUCHED,T1,none,ok,3,True,T1,True,1.0,0.1667,0.1667
R00023,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6364,0.3889,0.3182
R00024,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,0.8333,0.2083,0.2
R00024,1,MUTATION,T3,t3_insert_statement,ok,7,True,T3,True,1.0,1.0,1.0
R00024,2,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.375,0.375
R00024,3,MUTATION,T3,t3_wrap_statement,ok,7,True,T3,True,1.0,1.0,1.0
R00024,4,UNTOUCHED,T1,none,ok,7,True,T1,True,0.5,0.4,0.2857
R00024,5,UNTOUCHED,T1,none,ok,7,True,T1,True,0.6667,0.6667,0.5
R00024,6,UNTOUCHED,T1,none,ok,7,True,T1,True,0.6667,0.5,0.4
R00025,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.2308,0.2308
R00025,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.2273,0.2174
R00025,2,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.4231,0.4231
R00025,3,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0455,0.0455
R00025,4,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.1364,0.1304
R00025,5,UNTOUCHED,T1,none,ok,1,True,T1,True,1.0,0.1364,0.1364
R00025,6,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.0909,0.0833
R00026,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.2,0.2
R00026,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00026,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T2,False,1.0,0.2069,0.2069
R00026,3,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00026,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6,0.5
R00026,5,UNTOUCHED,T1,none,ok,3,True,T1,True,1.0,0.1875,0.1875
R00026,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5833,0.4375,0.3333
R00027,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T1,False,0.7143,0.0476,0.0467
R00027,1,MUTATION,T3,t3_insert_statement,ok,1,False,,False,0.0,0.0,0.0
R00027,2,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,0.8333,0.0481,0.0476
R00027,3,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00027,4,UNTOUCHED,T1,none,ok,1,False,,False,0.0,0.0,0.0
R00027,5,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5556,0.0595,0.0568
R00027,6,UNTOUCHED,T1,none,ok,1,False,,False,0.0,0.0,0.0
R00027,7,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5556,0.0595,0.0568
R00028,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,False,,False,0.2222,0.069,0.0556
R00028,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00028,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.3103,0.3103
R00028,3,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8889,0.2963,0.2857
R00028,4,UNTOUCHED,T1,none,ok,1,True,T1,True,0.4,0.2222,0.1667
R00028,5,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8182,0.3333,0.3103
R00028,6,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.0741,0.0714
R00029,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,7,True,T3,True,0.8333,0.0877,0.0862
R00029,1,MUTATION,T3,t3_insert_statement,ok,9,True,T3,True,1.0,1.0,1.0
R00029,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,7,True,T3,False,0.8333,0.0877,0.0862
R00029,3,MUTATION,T1,t1_add_blank_line,ok,9,True,T1,True,1.0,0.027,0.027
R00029,4,UNTOUCHED,T1,none,ok,9,True,T1,True,0.5714,0.2857,0.2353
R00029,5,UNTOUCHED,T1,none,ok,9,True,T1,True,0.6,0.0811,0.0769
R00029,6,UNTOUCHED,T1,none,ok,9,True,T1,True,0.5,0.1081,0.0976
R00029,7,UNTOUCHED,T1,none,ok,9,True,T1,True,0.6,0.1622,0.1463
R00030,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.1067,0.1067
R00030,1,MUTATION,T2,t2_rename_local,ok,3,True,T2,True,1.0,1.0,1.0
R00030,2,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.0811,0.0811
R00030,3,MUTATION,T1,t1_add_block_comment,ok,3,True,T1,True,1.0,0.0213,0.0213
R00030,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.1111,0.0909
R00030,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.0638,0.06
R00030,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.0638,0.0612
R00030,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.0638,0.06
R00031,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T3,False,1.0,0.0541,0.0541
R00031,1,MUTATION,T2,t2_change_string_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00031,2,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,0.8889,0.0727,0.0721
R00031,3,MUTATION,T3,t3_insert_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00031,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.08,0.0769
R00031,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.3333,0.0227,0.0217
R00031,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,0.0455,0.0435
R00031,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,0.2692,0.2414
R00032,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,1.0,0.303,0.303
R00032,1,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00032,2,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.2121,0.2121
R00032,3,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00032,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.25,0.2353
R00032,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.25,0.2222
R00032,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5714,0.5,0.3636
R00033,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.2308,0.2308
R00033,1,MUTATION,T1,t1_add_block_comment,ok,5,False,,False,0.0,0.0,0.0
R00033,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.4074,0.4074
R00033,3,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00033,3,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00033,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.1818,0.1667
R00033,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.8,0.3636,0.3333
R00033,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.6667,0.5
R00034,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2,0.2
R00034,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00034,2,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,1.0,0.2333,0.2333
R00034,3,MUTATION,T1,t1_add_eol_comment,ok,3,True,T1,True,1.0,0.0435,0.0435
R00034,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00034,5,UNTOUCHED,T1,none,ok,3,True,T1,True,1.0,0.1304,0.1304
R00034,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6923,0.3913,0.3333
R00035,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T3,False,0.8571,0.2609,0.25
R00035,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00035,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2273,0.2273
R00035,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00035,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.75,0.6
R00035,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.6,0.5
R00035,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6,0.5,0.375
R00036,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.2069,0.2069
R00036,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00036,2,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.2143,0.2143
R00036,3,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00036,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,1.0,0.8
R00036,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7778,0.3889,0.35
R00036,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.1667,0.1579
R00037,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,1.0,0.0938,0.0938
R00037,1,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.8889,0.2,0.1951
R00037,2,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.0737,0.0737
R00037,3,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
