pair_id,expected,band,status,detected,type_hit,found_types,best_coverage,wall_ms
T1_000168,T1,,ok,True,True,T1,1.00,517
T1_000169,T1,,ok,True,True,T1,1.00,447
T1_000170,T1,,ok,True,True,T1,1.00,507
T1_000171,T1,,ok,True,True,T1,1.00,524
T1_000172,T1,,ok,True,True,T1,1.00,542
T1_000173,T1,,ok,True,True,T1,1.00,533
T1_000174,T1,,ok,True,True,T1,1.00,484
T1_000175,T1,,ok,True,True,T1,1.00,1307
T1_000176,T1,,ok,True,True,T1,1.00,535
T1_000177,T1,,ok,True,True,T1,1.00,504
T1_000178,T1,,ok,True,True,T1,1.00,531
T1_000179,T1,,ok,True,True,T1,1.00,551
T1_000180,T1,,ok,True,True,T1,1.00,502
T1_000181,T1,,ok,True,True,T1,1.00,512
T1_000182,T1,,ok,True,True,T1,1.00,475
T1_000183,T1,,ok,True,True,T1,1.00,1422
T1_000184,T1,,ok,True,True,T1,1.00,522
T1_000185,T1,,ok,True,True,T1,1.00,484
T1_000186,T1,,ok,True,True,T1,1.00,490
T1_000187,T1,,ok,True,True,T1,1.00,525
T1_000188,T1,,ok,True,True,T1,1.00,568
T1_000189,T1,,ok,True,True,T1,1.00,531
T1_000190,T1,,ok,True,True,T1,1.00,465
T1_000191,T1,,ok,True,True,T1,1.00,1187
T1_000192,T1,,ok,True,True,T1,1.00,497
T1_000193,T1,,ok,True,True,T1,1.00,546
T1_000194,T1,,ok,True,True,T1,1.00,540
T1_000195,T1,,ok,True,True,T1,1.00,583
T1_000196,T1,,ok,True,True,T1,1.00,497
T1_000197,T1,,ok,True,True,T1,1.00,502
T1_000198,T1,,ok,True,True,T1,1.00,449
T1_000199,T1,,ok,True,True,T1,1.00,593
T1_000200,T1,,ok,True,True,T1,0.89,53348
T1_000201,T1,,ok,True,True,T1,0.89,52948
T1_000202,T1,,ok,True,True,T1,0.89,52687
T1_000203,T1,,ok,True,True,T1,0.89,52634
T1_000204,T1,,ok,True,True,T1,0.89,51959
T1_000205,T1,,ok,True,True,T1,0.89,51243
T1_000206,T1,,ok,True,True,T1,0.89,50890
T1_000207,T1,,ok,True,True,T1,0.89,59379
T1_000208,T1,,ok,True,True,T1,0.89,45584
T1_000209,T1,,ok,True,True,T1,0.89,45487
T1_000210,T1,,ok,True,True,T1,1.00,699
T1_000211,T1,,ok,True,True,T1,1.00,523
T1_000212,T1,,ok,True,True,T1,1.00,558
T1_000213,T1,,ok,True,True,T1,1.00,543
T1_000214,T1,,ok,True,True,T1,1.00,549
T1_000215,T1,,ok,True,True,T1,0.91,53846
T1_000216,T1,,ok,True,True,T1,1.00,659
T1_000217,T1,,ok,True,True,T1,1.00,649
T1_000218,T1,,ok,True,True,T1,1.00,673
T1_000219,T1,,ok,True,True,T1,1.00,663
T1_000220,T1,,ok,True,True,T1,1.00,808
T1_000221,T1,,ok,True,True,T1,1.00,831
T1_000222,T1,,ok,True,True,T1,1.00,768
T1_000223,T1,,ok,True,True,T1,1.00,841
T1_000224,T1,,ok,True,True,T1,1.00,563
T1_000225,T1,,ok,True,True,T1,1.00,607
T1_000226,T1,,ok,True,True,T1,1.00,525
T1_000227,T1,,ok,True,True,T1,1.00,604
T1_000228,T1,,ok,True,True,T1,1.00,719
T1_000229,T1,,ok,True,True,T1,1.00,795
T1_000230,T1,,ok,True,True,T1,1.00,735
T1_000231,T1,,ok,True,True,T1,1.00,658
T1_000232,T1,,ok,True,True,T1,1.00,582
T1_000233,T1,,ok,True,True,T1,1.00,582
T1_000234,T1,,ok,True,True,T1,1.00,609
T1_000235,T1,,ok,True,True,T1,1.00,650
T1_000236,T1,,ok,True,True,T1,1.00,578
T1_000237,T1,,ok,True,True,T1,1.00,675
T1_000238,T1,,ok,True,True,T1,1.00,770
T1_000239,T1,,ok,True,True,T1,1.00,541
T1_000240,T1,,ok,True,True,T1,1.00,581
T1_000241,T1,,ok,True,True,T1,1.00,570
T1_000242,T1,,ok,True,True,T1,1.00,617
T1_000243,T1,,ok,True,True,T1,1.00,637
T1_000244,T1,,ok,True,True,T1,1.00,584
T1_000245,T1,,ok,True,True,T1,1.00,576
T1_000246,T1,,ok,True,True,T1,1.00,747
T1_000247,T1,,ok,True,True,T1,1.00,608
T1_000248,T1,,ok,True,True,T1,1.00,592
T1_000249,T1,,ok,True,True,T1,1.00,552
T1_000250,T1,,ok,True,True,T1,1.00,638
T1_000251,T1,,ok,True,True,T1,1.00,660
T1_000252,T1,,ok,True,True,T1,1.00,653
T1_000253,T1,,ok,True,True,T1,1.00,649
T1_000254,T1,,ok,True,True,T1,1.00,727
T1_000255,T1,,ok,True,True,T1,1.00,625
T1_000256,T1,,ok,True,True,T1,1.00,574
T1_000257,T1,,ok,True,True,T1,1.00,597
T1_000258,T1,,ok,True,True,T1,1.00,643
T1_000259,T1,,ok,True,True,T1,1.00,620
T1_000260,T1,,ok,True,True,T1,1.00,623
T1_000261,T1,,ok,True,True,T1,1.00,628
T1_000262,T1,,ok,True,True,T1,1.00,635
T1_000263,T1,,ok,True,True,T1,1.00,595
T1_000264,T1,,ok,True,True,T1,1.00,557
T1_000265,T1,,ok,True,True,T1,1.00,622
T1_000266,T1,,ok,True,True,T1,1.00,618
T1_000267,T1,,ok,True,True,T1,1.00,595
T1_000268,T1,,ok,True,True,T1,1.00,9149
T1_000269,T1,,ok,True,True,T1,1.00,599
T1_000270,T1,,ok,True,True,T1,1.00,580
T1_000271,T1,,ok,True,True,T1,1.00,686
T1_000272,T1,,ok,True,True,T1,1.00,593
T1_000273,T1,,ok,True,True,T1,1.00,560
T1_000274,T1,,ok,True,True,T1,1.00,544
T1_000275,T1,,ok,True,True,T1,1.00,596
T1_000276,T1,,ok,True,True,T1,1.00,493
T1_000277,T1,,ok,True,True,T1,1.00,688
T1_000278,T1,,ok,True,True,T1,1.00,689
T1_000279,T1,,ok,True,True,T1,1.00,600
T1_000280,T1,,ok,True,True,T1,1.00,662
T1_000281,T1,,ok,True,True,T1,1.00,546
T1_000282,T1,,ok,True,True,T1,1.00,529
T1_000283,T1,,ok,True,True,T1,1.00,532
T1_000284,T1,,ok,True,True,T1,1.00,511
T1_000285,T1,,ok,True,True,T1,1.00,614
T1_000286,T1,,ok,True,True,T1,1.00,623
T1_000287,T1,,ok,True,True,T1,1.00,538
T1_000288,T1,,ok,True,True,T1,1.00,664
T1_000289,T1,,ok,True,True,T1,1.00,609
T1_000290,T1,,ok,True,True,T1,1.00,488
T1_000291,T1,,ok,True,True,T1,1.00,522
T1_000292,T1,,ok,True,True,T1,1.00,501
T1_000293,T1,,ok,True,True,T1,1.00,570
T1_000294,T1,,ok,True,True,T1,1.00,676
T1_000295,T1,,ok,True,True,T1,1.00,584
T1_000296,T1,,ok,True,True,T1,1.00,506
T1_000297,T1,,ok,True,True,T1,1.00,688
T1_000298,T1,,ok,True,True,T1,1.00,555
T1_000299,T1,,ok,True,True,T1,1.00,491
T1_000300,T1,,ok,True,True,T1,1.00,501
T1_000301,T1,,ok,True,True,T1,1.00,575
T1_000302,T1,,ok,True,True,T1,1.00,620
T1_000303,T1,,ok,True,True,T1,1.00,522
T1_000304,T1,,ok,True,True,T1,1.00,452
T1_000305,T1,,ok,True,True,T1,1.00,674
T1_000306,T1,,ok,True,True,T1,1.00,491
T1_000307,T1,,ok,True,True,T1,1.00,534
T1_000308,T1,,ok,True,True,T1,1.00,543
T1_000309,T1,,ok,True,True,T1,1.00,530
T1_000310,T1,,ok,True,True,T1,1.00,636
T1_000311,T1,,ok,True,True,T1,1.00,520
T1_000312,T1,,ok,True,True,T1,1.00,443
T1_000313,T1,,ok,True,True,T1,1.00,506
T1_000314,T1,,ok,True,True,T1,1.00,531
T1_000315,T1,,ok,True,True,T1,1.00,494
T1_000316,T1,,ok,True,True,T1,1.00,520
T1_000317,T1,,ok,True,True,T1,1.00,551
T1_000318,T1,,ok,True,True,T1,1.00,604
T1_000319,T1,,ok,True,True,T1,1.00,495
T1_000320,T1,,ok,True,True,T1,1.00,4392
T1_000321,T1,,ok,True,True,T1,1.00,4274
T1_000322,T1,,ok,True,True,T1,1.00,4158
T1_000323,T1,,ok,True,True,T1,1.00,4199
T1_000324,T1,,ok,True,True,T1,1.00,4266
T1_000325,T1,,ok,True,True,T1,1.00,4156
T1_000326,T1,,ok,True,True,T1,1.00,4249
T1_000327,T1,,ok,True,True,T1,1.00,4066
T1_000328,T1,,ok,True,True,T1,1.00,4059
T1_000329,T1,,ok,True,True,T1,1.00,4209
T1_000330,T1,,ok,True,True,T1,1.00,487
T1_000331,T1,,ok,True,True,T1,1.00,456
T1_000332,T1,,ok,True,True,T1,1.00,500
T1_000333,T1,,ok,True,True,T1,1.00,456
T1_000334,T1,,ok,True,True,T1,1.00,484
T1_000335,T1,,ok,True,True,T1,1.00,463
T1_000336,T1,,ok,True,True,T1,1.00,444
T1_000337,T1,,ok,True,True,T1,1.00,419
T1_000338,T1,,ok,True,True,T1,1.00,470
T1_000339,T1,,ok,True,True,T1,1.00,504
T1_000340,T1,,ok,True,True,T1,1.00,487
T1_000341,T1,,ok,True,True,T1,1.00,498
T1_000342,T1,,ok,True,True,T1,1.00,445
T1_000343,T1,,ok,True,True,T1,1.00,485
T1_000344,T1,,ok,True,True,T1,1.00,456
T1_000345,T1,,ok,True,True,T1,1.00,433
T1_000346,T1,,ok,True,True,T1,1.00,461
T1_000347,T1,,ok,True,True,T1,1.00,419
T1_000348,T1,,ok,True,True,T1,1.00,543
T1_000349,T1,,ok,True,True,T1,1.00,474
T1_000350,T1,,ok,True,True,T1,1.00,446
T1_000351,T1,,ok,True,True,T1,1.00,452
T1_000352,T1,,ok,True,True,T1,1.00,433
T1_000353,T1,,ok,True,True,T1,1.00,422
T1_000354,T1,,ok,True,True,T1,1.00,375
T1_000355,T1,,ok,True,True,T1,1.00,441
T1_000356,T1,,ok,True,True,T1,1.00,532
T1_000357,T1,,ok,True,True,T1,1.00,456
T1_000358,T1,,ok,True,True,T1,1.00,485
T1_000359,T1,,ok,True,True,T1,1.00,442
T1_000360,T1,,ok,True,True,T1,1.00,417
T1_000361,T1,,ok,True,True,T1,1.00,461
T1_000362,T1,,ok,True,True,T1,1.00,453
T1_000363,T1,,ok,True,True,T1,1.00,482
T1_000364,T1,,ok,True,True,T1,1.00,449
T1_000365,T1,,ok,True,True,T1,1.00,474
T1_000366,T1,,ok,True,True,T1,1.00,466
T1_000367,T1,,ok,True,True,T1,1.00,450
T1_000368,T1,,ok,True,True,T1,1.00,427
T1_000369,T1,,ok,True,True,T1,1.00,423
T1_000370,T1,,ok,True,True,T1,1.00,460
T1_000371,T1,,ok,True,True,T1,1.00,432
T1_000372,T1,,ok,True,True,T1,1.00,437
T1_000373,T1,,ok,True,True,T1,1.00,425
T1_000374,T1,,ok,True,True,T1,1.00,486
T1_000375,T1,,ok,True,True,T1,1.00,466
T1_000376,T1,,ok,True,True,T1,1.00,438
T1_000377,T1,,ok,True,True,T1,1.00,448
T1_000378,T1,,ok,True,True,T1,1.00,419
T1_000379,T1,,ok,True,True,T1,1.00,425
T1_000380,T1,,ok,True,True,T1,1.00,383
T1_000381,T1,,ok,True,True,T1,1.00,483
T1_000382,T1,,ok,True,True,T1,1.00,490
T1_000383,T1,,ok,True,True,T1,1.00,483
T1_000384,T1,,ok,True,True,T1,1.00,398
T1_000385,T1,,ok,True,True,T1,1.00,397
T1_000386,T1,,ok,True,True,T1,1.00,424
T1_000387,T1,,ok,True,True,T1,1.00,458
T1_000388,T1,,ok,True,True,T1,1.00,481
T1_000389,T1,,ok,True,True,T1,1.00,450
T1_000390,T1,,ok,True,True,T1,1.00,493
T1_000391,T1,,ok,True,True,T1,1.00,423
T1_000392,T1,,ok,True,True,T1,1.00,391
T1_000393,T1,,ok,True,True,T1,1.00,442
T1_000394,T1,,ok,True,True,T1,1.00,447
T1_000395,T1,,ok,True,True,T1,1.00,473
T1_000396,T1,,ok,True,True,T1,1.00,421
T1_000397,T1,,ok,True,True,T1,1.00,497
T1_000398,T1,,ok,True,True,T1,1.00,434
T1_000399,T1,,ok,True,True,T1,1.00,422
T1_000400,T1,,ok,True,True,T1,1.00,378
T1_000401,T1,,ok,True,True,T1,1.00,398
T1_000402,T1,,ok,True,True,T1,1.00,441
T1_000403,T1,,ok,True,True,T1,1.00,461
T1_000404,T1,,ok,True,True,T1,1.00,379
T1_000405,T1,,ok,True,True,T1,1.00,467
T1_000406,T1,,ok,True,True,T1,1.00,455
T1_000407,T1,,ok,True,True,T1,1.00,446
T1_000408,T1,,ok,True,True,T1,1.00,404
T1_000409,T1,,ok,True,True,T1,1.00,386
T1_000410,T1,,ok,True,True,T1,1.00,462
T1_000411,T1,,ok,True,True,T1,1.00,490
T1_000412,T1,,ok,True,True,T1,1.00,466
T1_000413,T1,,ok,True,True,T1,1.00,510
T1_000414,T1,,ok,True,True,T1,1.00,421
T1_000415,T1,,ok,True,True,T1,1.00,434
T1_000416,T1,,ok,True,True,T1,1.00,405
T1_000417,T1,,ok,True,True,T1,1.00,388
T1_000418,T1,,ok,True,True,T1,1.00,480
T1_000419,T1,,ok,True,True,T1,1.00,482
T1_000420,T1,,ok,True,True,T1,1.00,452
T1_000421,T1,,ok,True,True,T1,1.00,436
T1_000422,T1,,ok,True,True,T1,1.00,430
T1_000423,T1,,ok,True,True,T1,1.00,446
T1_000424,T1,,ok,True,True,T1,1.00,483
T1_000425,T1,,ok,True,True,T1,1.00,42811
T1_000426,T1,,ok,True,True,T1,1.00,364
T1_000427,T1,,ok,True,True,T1,1.00,494
T1_000428,T1,,ok,True,True,T1,1.00,441
T1_000429,T1,,ok,True,True,T1,1.00,483
T1_000430,T1,,ok,True,True,T1,1.00,463
T1_000431,T1,,ok,True,True,T1,1.00,445
T1_000432,T1,,ok,True,True,T1,1.00,458
T1_000433,T1,,ok,True,True,T1,1.00,487
T1_000434,T1,,ok,True,True,T1,1.00,461
T1_000435,T1,,ok,True,True,T1,1.00,491
T1_000436,T1,,ok,True,True,T1,1.00,443
T1_000437,T1,,ok,True,True,T1,1.00,482
T1_000438,T1,,ok,True,True,T1,1.00,386
T1_000439,T1,,ok,True,True,T1,1.00,476
T1_000440,T1,,ok,True,True,T1,1.00,492
T1_000441,T1,,ok,True,True,T1,1.00,366
T1_000442,T1,,ok,True,True,T1,1.00,537
T1_000443,T1,,ok,True,True,T1,1.00,494
T1_000444,T1,,ok,True,True,T1,1.00,398
T1_000445,T1,,ok,True,True,T1,1.00,489
T1_000446,T1,,ok,True,True,T1,1.00,416
T1_000447,T1,,ok,True,True,T1,1.00,489
T1_000448,T1,,ok,True,True,T1,1.00,484
T1_000449,T1,,ok,True,True,T1,1.00,313
T1_000450,T1,,ok,True,True,T1,1.00,495
T1_000451,T1,,ok,True,True,T1,1.00,470
T1_000452,T1,,ok,True,True,T1,1.00,374
T1_000453,T1,,ok,True,True,T1,1.00,476
T1_000454,T1,,ok,True,True,T1,1.00,466
T1_000455,T1,,ok,True,True,T1,1.00,497
T1_000456,T1,,ok,True,True,T1,1.00,510
T1_000457,T1,,ok,True,True,T1,1.00,357
T1_000458,T1,,ok,True,True,T1,1.00,461
T1_000459,T1,,ok,True,True,T1,1.00,470
T1_000460,T1,,ok,True,True,T1,1.00,479
T1_000461,T1,,ok,True,True,T1,1.00,482
T1_000462,T1,,ok,True,True,T1,1.00,473
T1_000463,T1,,ok,True,True,T1,1.00,453
T1_000464,T1,,ok,True,True,T1,1.00,536
T1_000465,T1,,ok,True,True,T1,1.00,400
T1_000466,T1,,ok,True,True,T1,1.00,501
T1_000467,T1,,ok,True,True,T1,1.00,558
T1_000468,T1,,ok,True,True,T1,1.00,465
T1_000469,T1,,ok,True,True,T1,1.00,473
T1_000470,T1,,ok,True,True,T1,1.00,477
T1_000471,T1,,ok,True,True,T1,1.00,456
T1_000472,T1,,ok,True,True,T1,1.00,528
T1_000473,T1,,ok,True,True,T1,1.00,457
T1_000474,T1,,ok,True,True,T1,1.00,597
T1_000475,T1,,ok,True,True,T1,1.00,628
T1_000476,T1,,ok,True,True,T1,1.00,435
T1_000477,T1,,ok,True,True,T1,1.00,524
T1_000478,T1,,ok,True,True,T1,1.00,483
T1_000479,T1,,ok,True,True,T1,1.00,465
T1_000480,T1,,ok,True,True,T1,1.00,492
T1_000481,T1,,ok,True,True,T1,1.00,353
T1_000482,T1,,ok,True,True,T1,1.00,577
T1_000483,T1,,ok,True,True,T1,1.00,460
T1_000484,T1,,ok,True,True,T1,1.00,428
T1_000485,T1,,ok,True,True,T1,1.00,519
T1_000486,T1,,ok,True,True,T1,1.00,452
T1_000487,T1,,ok,True,True,T1,1.00,489
T1_000488,T1,,ok,True,True,T1,1.00,534
T1_000489,T1,,ok,True,True,T1,1.00,396
T1_000490,T1,,ok,True,True,T1,1.00,432
T1_000491,T1,,ok,True,True,T1,1.00,412
T1_000492,T1,,ok,True,True,T1,1.00,441
T1_000493,T1,,ok,True,True,T1,1.00,549
T1_000494,T1,,ok,True,True,T1,1.00,479
T1_000495,T1,,ok,True,True,T1,1.00,507
T1_000496,T1,,ok,True,True,T1,1.00,458
T1_000497,T1,,ok,True,True,T1,1.00,435
T1_000498,T1,,ok,True,True,T1,1.00,409
T1_000499,T1,,ok,True,True,T1,1.00,402
T1_000500,T1,,ok,True,True,T1,1.00,480
T1_000501,T1,,ok,True,True,T1,1.00,542
T1_000502,T1,,ok,True,True,T1,1.00,535
T1_000503,T1,,ok,True,True,T1,1.00,531
T1_000504,T1,,ok,True,True,T1,1.00,449
T1_000505,T1,,ok,True,True,T1,1.00,414
T1_000506,T1,,ok,True,True,T1,1.00,414
T1_000507,T1,,ok,True,True,T1,1.00,474
T1_000508,T1,,ok,True,True,T1,1.00,457
T1_000509,T1,,ok,True,True,T1,1.00,368
T1_000510,T1,,ok,True,True,T1,1.00,485
T1_000511,T1,,ok,True,True,T1,1.00,422
T1_000512,T1,,ok,True,True,T1,1.00,437
T1_000513,T1,,ok,True,True,T1,1.00,397
T1_000514,T1,,ok,True,True,T1,1.00,426
T1_000515,T1,,ok,True,True,T1,1.00,398
T1_000516,T1,,ok,True,True,T1,1.00,524
T1_000517,T1,,ok,True,True,T1,1.00,426
T1_000518,T1,,ok,True,True,T1,1.00,575
T1_000519,T1,,ok,True,True,T1,1.00,413
T1_000520,T1,,ok,True,True,T1,1.00,529
T1_000521,T1,,ok,True,True,T1,1.00,158
T1_000522,T1,,ok,True,True,T1,1.00,398
T1_000523,T1,,ok,True,True,T1,1.00,371
T1_000524,T1,,ok,True,True,T1,1.00,456
T1_000525,T1,,ok,True,True,T1,1.00,418
T1_000526,T1,,ok,True,True,T1,1.00,530
T1_000527,T1,,ok,True,True,T1,1.00,389
T1_000528,T1,,ok,True,True,T1,1.00,455
T1_000529,T1,,ok,True,True,T1,1.00,441
T1_000530,T1,,ok,True,True,T1,1.00,423
T1_000531,T1,,ok,True,True,T1,1.00,464
T1_000532,T1,,ok,True,True,T1,1.00,512
T1_000533,T1,,ok,True,True,T1,1.00,470
