pair_id,expected_type,band,functionality_id,sim_both,bcb_f1,bcb_f2
T1_000181,T1,,4,1.0,470160,672106
T1_000182,T1,,4,1.0,92552,672106
T1_000183,T1,,4,1.0,672106,793635
T1_000184,T1,,4,1.0,370982,672106
T1_000185,T1,,4,1.0,672106,746544
T1_000186,T1,,4,1.0,93208,672106
T1_000187,T1,,4,1.0,672106,777609
T1_000188,T1,,4,1.0,302513,672106
T1_000189,T1,,4,1.0,672106,689689
T1_000190,T1,,4,1.0,272875,672106
T1_000191,T1,,4,1.0,303331,672106
T1_000192,T1,,4,1.0,672106,896284
T1_000193,T1,,4,1.0,130757,672106
T1_000194,T1,,4,1.0,184741,672106
T1_000195,T1,,4,1.0,567313,672106
T1_000196,T1,,4,1.0,672106,709584
T1_000197,T1,,4,1.0,79355,672106
T1_000198,T1,,4,1.0,672106,813913
T1_000199,T1,,4,1.0,210587,672106
T1_000200,T1,,4,1.0,3422759,16540473
T1_000201,T1,,4,1.0,3422759,3597316
T1_000202,T1,,4,1.0,266990,3422759
T1_000203,T1,,4,1.0,3422759,19849797
T1_000204,T1,,4,1.0,3422759,4385640
T1_000205,T1,,4,1.0,3422759,23069799
T1_000206,T1,,4,1.0,3422759,18741084
T1_000207,T1,,4,1.0,3422759,17097179
T1_000208,T1,,4,1.0,3419825,3422759
T1_000209,T1,,4,1.0,3422759,20085210
T1_000210,T1,,4,1.0,8070379,19205402
T1_000211,T1,,4,1.0,21291602,22207779
T1_000212,T1,,4,1.0,1699613,22207779
T1_000213,T1,,4,1.0,13292288,22207779
T1_000214,T1,,4,1.0,16397911,22207779
T1_000215,T1,,4,1.0,16474825,22985809
T1_000216,T1,,4,1.0,2461169,12614306
T1_000217,T1,,4,1.0,2461169,8793826
T1_000218,T1,,4,1.0,2461169,18623183
T1_000219,T1,,4,1.0,2461169,18269745
T1_000220,T1,,4,1.0,2461169,7760801
T1_000221,T1,,4,1.0,2461169,12678589
T1_000222,T1,,4,1.0,2461169,21870537
T1_000223,T1,,4,1.0,2461169,4623013
T1_000224,T1,,4,1.0,2461169,11548511
T1_000225,T1,,4,1.0,831650,2461169
T1_000226,T1,,4,1.0,2461169,17456566
T1_000227,T1,,4,1.0,2461169,3768629
T1_000228,T1,,4,1.0,2461169,19142737
T1_000229,T1,,4,1.0,2461169,6814855
T1_000230,T1,,4,1.0,2461169,19584878
T1_000231,T1,,4,1.0,2461169,13028547
T1_000232,T1,,4,1.0,2461169,11319480
T1_000233,T1,,4,1.0,2461169,16466520
T1_000234,T1,,4,1.0,2461169,16388708
T1_000235,T1,,4,1.0,2461169,16224018
T1_000236,T1,,4,1.0,2461169,14183084
T1_000237,T1,,4,1.0,367771,2461169
T1_000238,T1,,4,1.0,2461169,2711645
T1_000239,T1,,4,1.0,2461169,12172485
T1_000240,T1,,4,1.0,2461169,14317426
T1_000241,T1,,4,1.0,1458629,2461169
T1_000242,T1,,4,1.0,2461169,15571542
T1_000243,T1,,4,1.0,250596,2461169
T1_000244,T1,,4,1.0,2461169,10287987
T1_000245,T1,,4,1.0,2461169,6244937
T1_000246,T1,,4,1.0,2461169,6061403
T1_000247,T1,,4,1.0,1421558,2461169
T1_000248,T1,,4,1.0,2461169,13902981
T1_000249,T1,,4,1.0,2461169,8612648
T1_000250,T1,,4,1.0,2461169,22246375
T1_000251,T1,,4,1.0,2461169,13783899
T1_000252,T1,,4,1.0,2461169,7132186
T1_000253,T1,,4,1.0,2461169,9693857
T1_000254,T1,,4,1.0,2461169,18731110
T1_000255,T1,,4,1.0,1966263,2461169
T1_000256,T1,,4,1.0,2461169,8778962
T1_000257,T1,,4,1.0,411631,2461169
T1_000258,T1,,4,1.0,2461169,19912848
T1_000259,T1,,4,1.0,2461169,21488869
T1_000260,T1,,4,1.0,2461169,2532322
T1_000261,T1,,4,1.0,2461169,16351776
T1_000262,T1,,4,1.0,2461169,4518934
T1_000263,T1,,4,1.0,948487,2461169
T1_000264,T1,,4,1.0,2461169,8625347
T1_000265,T1,,4,1.0,2461169,4471001
T1_000266,T1,,4,1.0,2461169,22993368
T1_000267,T1,,4,1.0,2461169,9088423
T1_000268,T1,,4,1.0,5157858,9954926
T1_000269,T1,,4,1.0,8793826,12614306
T1_000270,T1,,4,1.0,12614306,18623183
T1_000271,T1,,4,1.0,12614306,18269745
T1_000272,T1,,4,1.0,7760801,12614306
T1_000273,T1,,4,1.0,12614306,12678589
T1_000274,T1,,4,1.0,12614306,21870537
T1_000275,T1,,4,1.0,4623013,12614306
T1_000276,T1,,4,1.0,11548511,12614306
T1_000277,T1,,4,1.0,831650,12614306
T1_000278,T1,,4,1.0,12614306,17456566
T1_000279,T1,,4,1.0,3768629,12614306
T1_000280,T1,,4,1.0,12614306,19142737
T1_000281,T1,,4,1.0,6814855,12614306
T1_000282,T1,,4,1.0,12614306,19584878
T1_000283,T1,,4,1.0,12614306,13028547
T1_000284,T1,,4,1.0,11319480,12614306
T1_000285,T1,,4,1.0,12614306,16466520
T1_000286,T1,,4,1.0,12614306,16388708
T1_000287,T1,,4,1.0,12614306,16224018
T1_000288,T1,,4,1.0,12614306,14183084
T1_000289,T1,,4,1.0,367771,12614306
T1_000290,T1,,4,1.0,2711645,12614306
T1_000291,T1,,4,1.0,12172485,12614306
T1_000292,T1,,4,1.0,12614306,14317426
T1_000293,T1,,4,1.0,1458629,12614306
T1_000294,T1,,4,1.0,12614306,15571542
T1_000295,T1,,4,1.0,250596,12614306
T1_000296,T1,,4,1.0,10287987,12614306
T1_000297,T1,,4,1.0,6244937,12614306
T1_000298,T1,,4,1.0,6061403,12614306
T1_000299,T1,,4,1.0,1421558,12614306
T1_000300,T1,,4,1.0,12614306,13902981
T1_000301,T1,,4,1.0,8612648,12614306
T1_000302,T1,,4,1.0,12614306,22246375
T1_000303,T1,,4,1.0,12614306,13783899
T1_000304,T1,,4,1.0,7132186,12614306
T1_000305,T1,,4,1.0,9693857,12614306
T1_000306,T1,,4,1.0,12614306,18731110
T1_000307,T1,,4,1.0,1966263,12614306
T1_000308,T1,,4,1.0,8778962,12614306
T1_000309,T1,,4,1.0,411631,12614306
T1_000310,T1,,4,1.0,12614306,19912848
T1_000311,T1,,4,1.0,12614306,21488869
T1_000312,T1,,4,1.0,2532322,12614306
T1_000313,T1,,4,1.0,12614306,16351776
T1_000314,T1,,4,1.0,4518934,12614306
T1_000315,T1,,4,1.0,948487,12614306
T1_000316,T1,,4,1.0,8625347,12614306
T1_000317,T1,,4,1.0,4471001,12614306
T1_000318,T1,,4,1.0,12614306,22993368
T1_000319,T1,,4,1.0,9088423,12614306
T1_000320,T1,,4,1.0,151885,694747
T1_000321,T1,,4,1.0,255765,694747
T1_000322,T1,,4,1.0,303078,694747
T1_000323,T1,,4,1.0,581756,694747
T1_000324,T1,,4,1.0,694747,949327
T1_000325,T1,,4,1.0,692680,694747
T1_000326,T1,,4,1.0,190292,694747
T1_000327,T1,,4,1.0,694747,7225732
T1_000328,T1,,4,1.0,417300,694747
T1_000329,T1,,4,1.0,291167,694747
T1_000330,T1,,4,1.0,150478,335223
T1_000331,T1,,4,1.0,150478,606859
T1_000332,T1,,4,1.0,150478,755203
T1_000333,T1,,4,1.0,150478,792644
T1_000334,T1,,4,1.0,78966,150478
T1_000335,T1,,4,1.0,33845,150478
T1_000336,T1,,4,1.0,150478,567476
T1_000337,T1,,4,1.0,150478,638963
T1_000338,T1,,4,1.0,150478,810724
T1_000339,T1,,4,1.0,150478,850680
T1_000340,T1,,4,1.0,150478,839385
T1_000341,T1,,4,1.0,150478,288978
T1_000342,T1,,4,1.0,150478,586503
T1_000343,T1,,4,1.0,150478,934048
T1_000344,T1,,4,1.0,116038,150478
T1_000345,T1,,4,1.0,150478,804637
T1_000346,T1,,4,1.0,150478,346058
T1_000347,T1,,4,1.0,150478,534739
T1_000348,T1,,4,1.0,150478,413562
T1_000349,T1,,4,1.0,150478,810884
T1_000350,T1,,4,1.0,150478,536614
T1_000351,T1,,4,1.0,150478,822452
T1_000352,T1,,4,1.0,150478,601908
T1_000353,T1,,4,1.0,150478,811157
T1_000354,T1,,4,1.0,150478,536222
T1_000355,T1,,4,1.0,150478,814473
T1_000356,T1,,4,1.0,150478,950938
T1_000357,T1,,4,1.0,150478,896372
T1_000358,T1,,4,1.0,40044,150478
T1_000359,T1,,4,1.0,150478,662799
T1_000360,T1,,4,1.0,150478,597134
T1_000361,T1,,4,1.0,150478,854262
T1_000362,T1,,4,1.0,150478,649595
T1_000363,T1,,4,1.0,150478,801395
T1_000364,T1,,4,1.0,150478,665978
T1_000365,T1,,4,1.0,150478,621362
T1_000366,T1,,4,1.0,150478,189963
T1_000367,T1,,4,1.0,150478,258490
T1_000368,T1,,4,1.0,150478,653541
T1_000369,T1,,4,1.0,150478,624490
T1_000370,T1,,4,1.0,150478,636262
T1_000371,T1,,4,1.0,150478,397240
T1_000372,T1,,4,1.0,150478,908793
T1_000373,T1,,4,1.0,150478,841724
T1_000374,T1,,4,1.0,150478,241286
T1_000375,T1,,4,1.0,150478,414463
T1_000376,T1,,4,1.0,150478,614390
T1_000377,T1,,4,1.0,126187,150478
T1_000378,T1,,4,1.0,150478,708766
T1_000379,T1,,4,1.0,46158,150478
T1_000380,T1,,4,1.0,150478,832329
T1_000381,T1,,4,1.0,137780,150478
T1_000382,T1,,4,1.0,150478,305886
T1_000383,T1,,4,1.0,150478,339301
T1_000384,T1,,4,1.0,150478,332635
T1_000385,T1,,4,1.0,150478,213301
T1_000386,T1,,4,1.0,150478,946865
T1_000387,T1,,4,1.0,44949,150478
T1_000388,T1,,4,1.0,10851,150478
T1_000389,T1,,4,1.0,150478,223631
T1_000390,T1,,4,1.0,150478,330216
T1_000391,T1,,4,1.0,88047,150478
T1_000392,T1,,4,1.0,150478,530882
T1_000393,T1,,4,1.0,150478,300397
T1_000394,T1,,4,1.0,150478,168607
T1_000395,T1,,4,1.0,150478,820905
T1_000396,T1,,4,1.0,150478,228925
T1_000397,T1,,4,1.0,150478,916271
T1_000398,T1,,4,1.0,150478,896701
T1_000399,T1,,4,1.0,47337,150478
T1_000400,T1,,4,1.0,150478,668660
T1_000401,T1,,4,1.0,150478,949221
T1_000402,T1,,4,1.0,150478,840277
T1_000403,T1,,4,1.0,150478,292999
T1_000404,T1,,4,1.0,150478,751335
T1_000405,T1,,4,1.0,150478,161844
T1_000406,T1,,4,1.0,150478,470160
T1_000407,T1,,4,1.0,92552,150478
T1_000408,T1,,4,1.0,150478,793635
T1_000409,T1,,4,1.0,150478,370982
T1_000410,T1,,4,1.0,150478,746544
T1_000411,T1,,4,1.0,93208,150478
T1_000412,T1,,4,1.0,150478,777609
T1_000413,T1,,4,1.0,150478,302513
T1_000414,T1,,4,1.0,150478,689689
T1_000415,T1,,4,1.0,150478,272875
T1_000416,T1,,4,1.0,150478,303331
T1_000417,T1,,4,1.0,150478,896284
T1_000418,T1,,4,1.0,130757,150478
T1_000419,T1,,4,1.0,150478,184741
T1_000420,T1,,4,1.0,150478,567313
T1_000421,T1,,4,1.0,150478,709584
T1_000422,T1,,4,1.0,79355,150478
T1_000423,T1,,4,1.0,150478,813913
T1_000424,T1,,4,1.0,150478,210587
T1_000425,T1,,4,1.0,2867246,3387990
T1_000426,T1,,4,1.0,6150059,8001867
T1_000427,T1,,4,1.0,335223,606859
T1_000428,T1,,4,1.0,335223,755203
T1_000429,T1,,4,1.0,335223,792644
T1_000430,T1,,4,1.0,78966,335223
T1_000431,T1,,4,1.0,33845,335223
T1_000432,T1,,4,1.0,335223,567476
T1_000433,T1,,4,1.0,335223,638963
T1_000434,T1,,4,1.0,335223,810724
T1_000435,T1,,4,1.0,335223,850680
T1_000436,T1,,4,1.0,335223,839385
T1_000437,T1,,4,1.0,288978,335223
T1_000438,T1,,4,1.0,335223,586503
T1_000439,T1,,4,1.0,335223,934048
T1_000440,T1,,4,1.0,116038,335223
T1_000441,T1,,4,1.0,335223,804637
T1_000442,T1,,4,1.0,335223,346058
T1_000443,T1,,4,1.0,335223,534739
T1_000444,T1,,4,1.0,335223,413562
T1_000445,T1,,4,1.0,335223,810884
T1_000446,T1,,4,1.0,335223,536614
T1_000447,T1,,4,1.0,335223,822452
T1_000448,T1,,4,1.0,335223,601908
T1_000449,T1,,4,1.0,335223,811157
T1_000450,T1,,4,1.0,335223,536222
T1_000451,T1,,4,1.0,335223,814473
T1_000452,T1,,4,1.0,335223,950938
T1_000453,T1,,4,1.0,335223,896372
T1_000454,T1,,4,1.0,40044,335223
T1_000455,T1,,4,1.0,335223,662799
T1_000456,T1,,4,1.0,335223,597134
T1_000457,T1,,4,1.0,335223,854262
T1_000458,T1,,4,1.0,335223,649595
T1_000459,T1,,4,1.0,335223,801395
T1_000460,T1,,4,1.0,335223,665978
T1_000461,T1,,4,1.0,335223,621362
T1_000462,T1,,4,1.0,189963,335223
T1_000463,T1,,4,1.0,258490,335223
T1_000464,T1,,4,1.0,335223,653541
T1_000465,T1,,4,1.0,335223,624490
T1_000466,T1,,4,1.0,335223,636262
T1_000467,T1,,4,1.0,335223,397240
T1_000468,T1,,4,1.0,335223,908793
T1_000469,T1,,4,1.0,335223,841724
T1_000470,T1,,4,1.0,241286,335223
T1_000471,T1,,4,1.0,335223,414463
T1_000472,T1,,4,1.0,335223,614390
T1_000473,T1,,4,1.0,126187,335223
T1_000474,T1,,4,1.0,335223,708766
T1_000475,T1,,4,1.0,46158,335223
T1_000476,T1,,4,1.0,335223,832329
T1_000477,T1,,4,1.0,137780,335223
T1_000478,T1,,4,1.0,305886,335223
T1_000479,T1,,4,1.0,335223,339301
T1_000480,T1,,4,1.0,332635,335223
T1_000481,T1,,4,1.0,213301,335223
T1_000482,T1,,4,1.0,335223,946865
T1_000483,T1,,4,1.0,44949,335223
T1_000484,T1,,4,1.0,10851,335223
T1_000485,T1,,4,1.0,223631,335223
T1_000486,T1,,4,1.0,330216,335223
T1_000487,T1,,4,1.0,88047,335223
T1_000488,T1,,4,1.0,335223,530882
T1_000489,T1,,4,1.0,300397,335223
T1_000490,T1,,4,1.0,168607,335223
T1_000491,T1,,4,1.0,335223,820905
T1_000492,T1,,4,1.0,228925,335223
T1_000493,T1,,4,1.0,335223,916271
T1_000494,T1,,4,1.0,335223,896701
T1_000495,T1,,4,1.0,47337,335223
T1_000496,T1,,4,1.0,335223,668660
T1_000497,T1,,4,1.0,335223,949221
T1_000498,T1,,4,1.0,335223,840277
T1_000499,T1,,4,1.0,292999,335223
T1_000500,T1,,4,1.0,335223,751335
T1_000501,T1,,4,1.0,161844,335223
T1_000502,T1,,4,1.0,335223,470160
T1_000503,T1,,4,1.0,92552,335223
T1_000504,T1,,4,1.0,335223,793635
T1_000505,T1,,4,1.0,335223,370982
T1_000506,T1,,4,1.0,335223,746544
T1_000507,T1,,4,1.0,93208,335223
T1_000508,T1,,4,1.0,335223,777609
T1_000509,T1,,4,1.0,302513,335223
T1_000510,T1,,4,1.0,335223,689689
T1_000511,T1,,4,1.0,272875,335223
T1_000512,T1,,4,1.0,303331,335223
T1_000513,T1,,4,1.0,335223,896284
T1_000514,T1,,4,1.0,130757,335223
T1_000515,T1,,4,1.0,184741,335223
T1_000516,T1,,4,1.0,335223,567313
T1_000517,T1,,4,1.0,335223,709584
T1_000518,T1,,4,1.0,79355,335223
T1_000519,T1,,4,1.0,335223,813913
T1_000520,T1,,4,1.0,210587,335223
T1_000521,T1,,4,1.0,4889303,22207815
T1_000522,T1,,4,1.0,606859,755203
T1_000523,T1,,4,1.0,606859,792644
T1_000524,T1,,4,1.0,78966,606859
T1_000525,T1,,4,1.0,33845,606859
T1_000526,T1,,4,1.0,567476,606859
T1_000527,T1,,4,1.0,606859,638963
T1_000528,T1,,4,1.0,606859,810724
T1_000529,T1,,4,1.0,606859,850680
T1_000530,T1,,4,1.0,606859,839385
T1_000531,T1,,4,1.0,288978,606859
T1_000532,T1,,4,1.0,586503,606859
T1_000533,T1,,4,1.0,606859,934048
T1_000534,T1,,4,1.0,116038,606859
T1_000535,T1,,4,1.0,606859,804637
T1_000536,T1,,4,1.0,346058,606859
T1_000537,T1,,4,1.0,534739,606859
T1_000538,T1,,4,1.0,413562,606859
T1_000539,T1,,4,1.0,606859,810884
T1_000540,T1,,4,1.0,536614,606859
T1_000541,T1,,4,1.0,606859,822452
T1_000542,T1,,4,1.0,601908,606859
T1_000543,T1,,4,1.0,606859,811157
T1_000544,T1,,4,1.0,536222,606859
T1_000545,T1,,4,1.0,606859,814473
T1_000546,T1,,4,1.0,606859,950938
T1_000547,T1,,4,1.0,606859,896372
T1_000548,T1,,4,1.0,40044,606859
T1_000549,T1,,4,1.0,606859,662799
T1_000550,T1,,4,1.0,597134,606859
T1_000551,T1,,4,1.0,606859,854262
T1_000552,T1,,4,1.0,606859,649595
T1_000553,T1,,4,1.0,606859,801395
T1_000554,T1,,4,1.0,606859,665978
T1_000555,T1,,4,1.0,606859,621362
T1_000556,T1,,4,1.0,189963,606859
T1_000557,T1,,4,1.0,258490,606859
T1_000558,T1,,4,1.0,606859,653541
T1_000559,T1,,4,1.0,606859,624490
T1_000560,T1,,4,1.0,606859,636262
T1_000561,T1,,4,1.0,397240,606859
T1_000562,T1,,4,1.0,606859,908793
T1_000563,T1,,4,1.0,606859,841724
T1_000564,T1,,4,1.0,241286,606859
T1_000565,T1,,4,1.0,414463,606859
T1_000566,T1,,4,1.0,606859,614390
T1_000567,T1,,4,1.0,126187,606859
T1_000568,T1,,4,1.0,606859,708766
T1_000569,T1,,4,1.0,46158,606859
T1_000570,T1,,4,1.0,606859,832329
T1_000571,T1,,4,1.0,137780,606859
T1_000572,T1,,4,1.0,305886,606859
T1_000573,T1,,4,1.0,339301,606859
T1_000574,T1,,4,1.0,332635,606859
T1_000575,T1,,4,1.0,213301,606859
T1_000576,T1,,4,1.0,606859,946865
T1_000577,T1,,4,1.0,44949,606859
T1_000578,T1,,4,1.0,10851,606859
T1_000579,T1,,4,1.0,223631,606859
T1_000580,T1,,4,1.0,330216,606859
T1_000581,T1,,4,1.0,88047,606859
T1_000582,T1,,4,1.0,530882,606859
T1_000583,T1,,4,1.0,300397,606859
T1_000584,T1,,4,1.0,168607,606859
T1_000585,T1,,4,1.0,606859,820905
T1_000586,T1,,4,1.0,228925,606859
T1_000587,T1,,4,1.0,606859,916271
T1_000588,T1,,4,1.0,606859,896701
T1_000589,T1,,4,1.0,47337,606859
T1_000590,T1,,4,1.0,606859,668660
T1_000591,T1,,4,1.0,606859,949221
T1_000592,T1,,4,1.0,606859,840277
T1_000593,T1,,4,1.0,292999,606859
T1_000594,T1,,4,1.0,606859,751335
T1_000595,T1,,4,1.0,161844,606859
T1_000596,T1,,4,1.0,470160,606859
T1_000597,T1,,4,1.0,92552,606859
T1_000598,T1,,4,1.0,606859,793635
T1_000599,T1,,4,1.0,370982,606859
T1_000600,T1,,4,1.0,606859,746544
T1_000601,T1,,4,1.0,93208,606859
T1_000602,T1,,4,1.0,606859,777609
T1_000603,T1,,4,1.0,302513,606859
T1_000604,T1,,4,1.0,606859,689689
T1_000605,T1,,4,1.0,272875,606859
T1_000606,T1,,4,1.0,303331,606859
T1_000607,T1,,4,1.0,606859,896284
T1_000608,T1,,4,1.0,130757,606859
T1_000609,T1,,4,1.0,184741,606859
T1_000610,T1,,4,1.0,567313,606859
T1_000611,T1,,4,1.0,606859,709584
T1_000612,T1,,4,1.0,79355,606859
T1_000613,T1,,4,1.0,606859,813913
T1_000614,T1,,4,1.0,210587,606859
T1_000615,T1,,4,1.0,153462,647710
T1_000616,T1,,4,1.0,153462,555928
T1_000617,T1,,4,1.0,30237,153462
T1_000618,T1,,4,1.0,153462,386316
T1_000619,T1,,4,1.0,2467221,12345227
T1_000620,T1,,4,1.0,2467221,19994918
