pair_id,ref_index,range_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00008,4,1,MUTATION,T3,t3_wrap_statement,,,21,21
R00008,5,-1,UNTOUCHED,T1,none,7,11,7,11
R00008,6,-1,UNTOUCHED,T1,none,18,20,18,20
R00008,7,-1,UNTOUCHED,T1,none,28,31,30,33
R00009,0,0,CLONE_INTERVAL,T1,t1_reindent,11,24,11,24
R00009,1,0,MUTATION,T1,t1_reindent,11,24,11,24
R00009,2,1,CLONE_INTERVAL,T1,t1_reindent,32,41,32,41
R00009,3,1,MUTATION,T1,t1_reindent,32,41,32,41
R00009,5,-1,UNTOUCHED,T1,none,3,10,3,10
R00009,6,-1,UNTOUCHED,T1,none,25,31,25,31
R00009,7,-1,UNTOUCHED,T1,none,42,48,42,48
R00010,0,0,CLONE_INTERVAL,T1,t1_reindent,24,29,24,29
R00010,1,0,MUTATION,T1,t1_reindent,24,29,24,29
R00010,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,75,80,75,80
R00010,3,1,MUTATION,T1,t1_add_eol_comment,76,76,76,76
R00010,4,-1,UNTOUCHED,T1,none,9,23,9,23
R00010,5,-1,UNTOUCHED,T1,none,30,37,30,37
R00010,6,-1,UNTOUCHED,T1,none,72,74,72,74
R00010,7,-1,UNTOUCHED,T1,none,81,88,81,88
R00011,0,0,CLONE_INTERVAL,T3,t3_delete_statement,36,42,36,41
R00011,1,0,MUTATION,T3,t3_delete_statement,42,42,,
R00011,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,124,129,123,128
R00011,3,1,MUTATION,T1,t1_add_eol_comment,125,125,124,124
R00011,4,-1,UNTOUCHED,T1,none,28,35,28,35
R00011,5,-1,UNTOUCHED,T1,none,43,47,42,46
R00011,6,-1,UNTOUCHED,T1,none,117,123,116,122
R00011,7,-1,UNTOUCHED,T1,none,130,132,129,131
R00012,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00012,1,0,MUTATION,T3,t3_insert_statement,,,7,7
R00012,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,15,24,16,25
R00012,3,1,MUTATION,T1,t1_add_eol_comment,17,17,18,18
R00012,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00012,5,-1,UNTOUCHED,T1,none,12,14,13,15
R00012,6,-1,UNTOUCHED,T1,none,25,27,26,28
R00013,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00013,1,0,MUTATION,T1,t1_add_eol_comment,8,8,8,8
R00013,2,1,CLONE_INTERVAL,T2,t2_rename_local_x4,43,50,43,50
R00013,3,1,MUTATION,T2,t2_rename_local_x4,43,46,43,46
R00013,3,1,MUTATION,T2,t2_rename_local_x4,48,49,48,49
R00013,5,-1,UNTOUCHED,T1,none,3,5,3,5
R00013,6,-1,UNTOUCHED,T1,none,12,14,12,14
R00013,7,-1,UNTOUCHED,T1,none,40,42,40,42
R00013,8,-1,UNTOUCHED,T1,none,51,56,51,56
R00014,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,47,53,47,53
R00014,1,0,MUTATION,T2,t2_change_int_literal,48,48,48,48
R00014,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,57,63,57,63
R00014,3,1,MUTATION,T2,t2_change_string_literal,57,57,57,57
R00014,4,-1,UNTOUCHED,T1,none,4,46,4,46
R00014,5,-1,UNTOUCHED,T1,none,54,56,54,56
R00014,6,-1,UNTOUCHED,T1,none,64,74,64,74
R00015,0,0,CLONE_INTERVAL,T3,t3_delete_statement,14,46,14,45
R00015,1,0,MUTATION,T3,t3_delete_statement,17,17,,
R00015,2,1,CLONE_INTERVAL,T3,t3_insert_statement,52,57,51,57
R00015,3,1,MUTATION,T3,t3_insert_statement,,,54,54
R00015,4,-1,UNTOUCHED,T1,none,3,13,3,13
R00015,5,-1,UNTOUCHED,T1,none,47,51,46,50
R00015,6,-1,UNTOUCHED,T1,none,58,60,58,60
R00016,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00016,1,0,MUTATION,T1,t1_add_blank_line,,,12,12
R00016,2,1,CLONE_INTERVAL,T3,t3_delete_statement,16,24,17,24
R00016,3,1,MUTATION,T3,t3_delete_statement,16,16,,
R00016,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00016,5,-1,UNTOUCHED,T1,none,13,15,14,16
R00016,6,-1,UNTOUCHED,T1,none,25,30,25,30
R00017,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,24,29,24,30
R00017,1,0,MUTATION,T1,t1_add_block_comment,,,27,27
R00017,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,41,46,42,47
R00017,3,1,MUTATION,T2,t2_change_int_literal,41,41,42,42
R00017,4,-1,UNTOUCHED,T1,none,21,23,21,23
R00017,5,-1,UNTOUCHED,T1,none,30,32,31,33
R00017,6,-1,UNTOUCHED,T1,none,34,40,35,41
R00017,7,-1,UNTOUCHED,T1,none,47,50,48,51
R00018,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,13,6,15
R00018,1,0,MUTATION,T3,t3_wrap_statement,,,9,9
R00018,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,21,30,23,32
R00018,3,1,MUTATION,T2,t2_rename_local_x1,21,21,23,23
R00018,3,1,MUTATION,T2,t2_rename_local_x1,30,30,32,32
R00018,5,-1,UNTOUCHED,T1,none,3,5,3,5
R00018,6,-1,UNTOUCHED,T1,none,14,20,16,22
R00018,7,-1,UNTOUCHED,T1,none,31,34,33,36
R00019,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,8,13,8,14
R00019,1,0,MUTATION,T1,t1_add_block_comment,,,12,12
R00019,2,1,CLONE_INTERVAL,T3,t3_delete_statement,32,37,33,37
R00019,3,1,MUTATION,T3,t3_delete_statement,34,34,,
R00019,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00019,5,-1,UNTOUCHED,T1,none,14,18,15,19
R00019,6,-1,UNTOUCHED,T1,none,25,31,26,32
R00019,7,-1,UNTOUCHED,T1,none,38,40,38,40
R00020,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,12,6,13
R00020,1,0,MUTATION,T3,t3_insert_statement,,,7,7
R00020,2,1,CLONE_INTERVAL,T3,t3_delete_statement,34,41,35,41
R00020,3,1,MUTATION,T3,t3_delete_statement,35,35,,
R00020,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00020,5,-1,UNTOUCHED,T1,none,13,15,14,16
R00020,6,-1,UNTOUCHED,T1,none,30,33,31,34
R00020,7,-1,UNTOUCHED,T1,none,42,45,42,45
R00021,0,0,CLONE_INTERVAL,T2,t2_rename_local_x7,10,31,10,31
R00021,1,0,MUTATION,T2,t2_rename_local_x7,10,30,10,30
R00021,6,1,CLONE_INTERVAL,T2,t2_change_string_literal,38,44,38,44
R00021,7,1,MUTATION,T2,t2_change_string_literal,38,38,38,38
R00021,8,-1,UNTOUCHED,T1,none,3,9,3,9
R00021,9,-1,UNTOUCHED,T1,none,32,37,32,37
R00021,10,-1,UNTOUCHED,T1,none,45,59,45,59
R00022,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,10,17,10,18
R00022,1,0,MUTATION,T1,t1_add_blank_line,,,12,12
R00022,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,104,111,105,113
R00022,3,1,MUTATION,T1,t1_add_blank_line,,,112,112
R00022,4,-1,UNTOUCHED,T1,none,5,9,5,9
R00022,5,-1,UNTOUCHED,T1,none,18,29,19,30
R00022,6,-1,UNTOUCHED,T1,none,98,103,99,104
R00022,7,-1,UNTOUCHED,T1,none,112,123,114,125
R00023,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,28,33,28,33
R00023,1,0,MUTATION,T2,t2_change_string_literal,28,28,28,28
R00023,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,38,43,38,43
R00023,3,1,MUTATION,T2,t2_change_string_literal,38,38,38,38
R00023,4,-1,UNTOUCHED,T1,none,24,27,24,27
R00023,5,-1,UNTOUCHED,T1,none,34,37,34,37
R00023,6,-1,UNTOUCHED,T1,none,44,53,44,53
R00024,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,160,165,160,165
R00024,1,0,MUTATION,T1,t1_add_eol_comment,161,161,161,161
R00024,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,179,184,179,186
R00024,3,1,MUTATION,T3,t3_wrap_statement,,,181,181
R00024,4,-1,UNTOUCHED,T1,none,157,159,157,159
R00024,5,-1,UNTOUCHED,T1,none,166,174,166,174
R00024,6,-1,UNTOUCHED,T1,none,176,178,176,178
R00024,7,-1,UNTOUCHED,T1,none,185,193,187,195
R00025,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,17,40,17,40
R00025,1,0,MUTATION,T2,t2_change_int_literal,17,17,17,17
R00025,2,1,CLONE_INTERVAL,T3,t3_insert_statement,104,109,104,109
R00025,3,1,MUTATION,T3,t3_insert_statement,,,110,110
R00025,4,-1,UNTOUCHED,T1,none,11,16,11,16
R00025,5,-1,UNTOUCHED,T1,none,41,43,41,43
R00025,6,-1,UNTOUCHED,T1,none,101,103,101,103
R00025,7,-1,UNTOUCHED,T1,none,110,124,111,125
R00026,0,0,CLONE_INTERVAL,T2,t2_rename_local_x5,10,40,10,40
R00026,1,0,MUTATION,T2,t2_rename_local_x5,10,33,10,33
R00026,5,1,CLONE_INTERVAL,T1,t1_add_blank_line,148,158,148,159
R00026,6,1,MUTATION,T1,t1_add_blank_line,,,157,157
R00026,7,-1,UNTOUCHED,T1,none,4,9,4,9
R00026,8,-1,UNTOUCHED,T1,none,41,43,41,43
R00026,9,-1,UNTOUCHED,T1,none,137,147,137,147
R00026,10,-1,UNTOUCHED,T1,none,159,175,160,176
R00027,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,8,13,8,13
R00027,1,0,MUTATION,T2,t2_change_string_literal,8,8,8,8
R00027,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,29,34,29,34
R00027,3,1,MUTATION,T2,t2_change_string_literal,31,31,31,31
R00027,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00027,5,-1,UNTOUCHED,T1,none,14,28,14,28
R00027,6,-1,UNTOUCHED,T1,none,35,37,35,37
R00028,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,12,17,12,17
R00028,1,0,MUTATION,T2,t2_change_int_literal,15,15,15,15
R00028,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,24,29,24,29
R00028,3,1,MUTATION,T2,t2_change_int_literal,24,24,24,24
R00028,4,-1,UNTOUCHED,T1,none,9,11,9,11
R00028,5,-1,UNTOUCHED,T1,none,18,23,18,23
R00028,6,-1,UNTOUCHED,T1,none,30,47,30,47
R00029,0,0,CLONE_INTERVAL,T3,t3_insert_statement,8,13,8,14
R00029,1,0,MUTATION,T3,t3_insert_statement,,,9,9
R00029,2,1,CLONE_INTERVAL,T1,t1_reindent,18,23,19,24
R00029,3,1,MUTATION,T1,t1_reindent,18,23,19,24
R00029,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00029,5,-1,UNTOUCHED,T1,none,14,17,15,18
R00029,6,-1,UNTOUCHED,T1,none,24,57,25,58
R00030,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,17,48,17,48
R00030,1,0,MUTATION,T1,t1_add_eol_comment,27,27,27,27
R00030,2,1,CLONE_INTERVAL,T3,t3_delete_statement,52,57,52,56
R00030,3,1,MUTATION,T3,t3_delete_statement,54,54,,
R00030,4,-1,UNTOUCHED,T1,none,11,16,11,16
R00030,5,-1,UNTOUCHED,T1,none,49,51,49,51
R00030,6,-1,UNTOUCHED,T1,none,58,60,57,59
R00031,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,14,8,14
R00031,1,0,MUTATION,T1,t1_add_eol_comment,12,12,12,12
R00031,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,52,58,52,59
R00031,3,1,MUTATION,T1,t1_add_block_comment,,,58,58
R00031,4,-1,UNTOUCHED,T1,none,4,7,4,7
R00031,5,-1,UNTOUCHED,T1,none,15,17,15,17
R00031,6,-1,UNTOUCHED,T1,none,47,51,47,51
R00031,7,-1,UNTOUCHED,T1,none,59,73,60,74
R00032,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,190,195,190,195
R00032,1,0,MUTATION,T1,t1_add_eol_comment,190,190,190,190
R00032,2,1,CLONE_INTERVAL,T3,t3_insert_statement,204,213,204,214
R00032,3,1,MUTATION,T3,t3_insert_statement,,,207,207
R00032,4,-1,UNTOUCHED,T1,none,186,189,186,189
R00032,5,-1,UNTOUCHED,T1,none,196,203,196,203
R00032,6,-1,UNTOUCHED,T1,none,214,217,215,218
R00033,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,12,17,12,17
R00033,1,0,MUTATION,T2,t2_change_int_literal,12,12,12,12
R00033,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,60,66,60,67
R00033,3,1,MUTATION,T1,t1_add_block_comment,,,62,62
R00033,4,-1,UNTOUCHED,T1,none,8,11,8,11
R00033,5,-1,UNTOUCHED,T1,none,18,31,18,31
R00033,6,-1,UNTOUCHED,T1,none,54,59,54,59
R00033,7,-1,UNTOUCHED,T1,none,67,70,68,71
R00034,0,0,CLONE_INTERVAL,T3,t3_delete_statement,10,15,10,14
R00034,1,0,MUTATION,T3,t3_delete_statement,14,14,,
R00034,2,1,CLONE_INTERVAL,T1,t1_reindent,31,36,30,35
R00034,3,1,MUTATION,T1,t1_reindent,31,36,30,35
R00034,5,-1,UNTOUCHED,T1,none,7,9,7,9
R00034,6,-1,UNTOUCHED,T1,none,16,30,15,29
R00034,7,-1,UNTOUCHED,T1,none,37,39,36,38
R00035,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,13,8,13
R00035,1,0,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00035,2,1,CLONE_INTERVAL,T3,t3_insert_statement,89,95,89,96
R00035,3,1,MUTATION,T3,t3_insert_statement,,,93,93
R00035,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00035,5,-1,UNTOUCHED,T1,none,14,17,14,17
R00035,6,-1,UNTOUCHED,T1,none,82,88,82,88
R00035,7,-1,UNTOUCHED,T1,none,96,107,97,108
R00036,0,0,CLONE_INTERVAL,T3,t3_insert_statement,196,201,196,202
R00036,1,0,MUTATION,T3,t3_insert_statement,,,200,200
R00036,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,254,260,255,261
R00036,3,1,MUTATION,T1,t1_add_eol_comment,255,255,256,256
R00036,4,-1,UNTOUCHED,T1,none,193,195,193,195
R00036,5,-1,UNTOUCHED,T1,none,202,210,203,211
R00036,6,-1,UNTOUCHED,T1,none,247,253,248,254
R00036,7,-1,UNTOUCHED,T1,none,261,270,262,271
R00037,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,14,24,14,24
R00037,1,0,MUTATION,T2,t2_change_string_literal,20,20,20,20
R00037,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,55,60,55,60
R00037,3,1,MUTATION,T1,t1_add_eol_comment,56,56,56,56
R00037,4,-1,UNTOUCHED,T1,none,8,13,8,13
R00037,5,-1,UNTOUCHED,T1,none,25,54,25,54
R00037,6,-1,UNTOUCHED,T1,none,61,73,61,73
R00038,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,11,16,11,16
R00038,1,0,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00038,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,20,27,20,27
R00038,3,1,MUTATION,T2,t2_change_string_literal,24,24,24,24
R00038,4,-1,UNTOUCHED,T1,none,4,10,4,10
R00038,5,-1,UNTOUCHED,T1,none,17,19,17,19
R00038,6,-1,UNTOUCHED,T1,none,28,30,28,30
R00039,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,8,14,8,14
R00039,1,0,MUTATION,T2,t2_rename_local_x1,8,14,8,14
R00039,5,1,CLONE_INTERVAL,T1,t1_reindent,19,30,19,30
R00039,6,1,MUTATION,T1,t1_reindent,19,30,19,30
R00039,7,-1,UNTOUCHED,T1,none,5,7,5,7
R00039,8,-1,UNTOUCHED,T1,none,15,18,15,18
R00039,9,-1,UNTOUCHED,T1,none,31,33,31,33
R00040,0,0,CLONE_INTERVAL,T3,t3_insert_statement,29,34,29,35
R00040,1,0,MUTATION,T3,t3_insert_statement,,,31,31
R00040,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,95,100,96,101
R00040,3,1,MUTATION,T2,t2_change_int_literal,95,95,96,96
R00040,4,-1,UNTOUCHED,T1,none,26,28,26,28
R00040,5,-1,UNTOUCHED,T1,none,35,42,36,43
R00040,6,-1,UNTOUCHED,T1,none,90,94,91,95
R00040,7,-1,UNTOUCHED,T1,none,101,110,102,111
R00041,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,13,6,13
R00041,1,0,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00041,2,1,CLONE_INTERVAL,T1,t1_reindent,17,25,17,25
R00041,3,1,MUTATION,T1,t1_reindent,17,25,17,25
R00041,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00041,5,-1,UNTOUCHED,T1,none,14,16,14,16
R00041,6,-1,UNTOUCHED,T1,none,26,31,26,31
R00042,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,14,19,14,19
R00042,1,0,MUTATION,T2,t2_change_string_literal,16,16,16,16
R00042,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,25,30,25,31
R00042,3,1,MUTATION,T1,t1_add_block_comment,,,30,30
R00042,4,-1,UNTOUCHED,T1,none,5,13,5,13
R00042,5,-1,UNTOUCHED,T1,none,20,24,20,24
R00042,6,-1,UNTOUCHED,T1,none,31,35,32,36
R00043,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,27,32,27,32
R00043,1,0,MUTATION,T1,t1_add_eol_comment,30,30,30,30
R00043,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,111,119,111,119
R00043,3,1,MUTATION,T2,t2_rename_local_x1,113,115,113,115
R00043,3,1,MUTATION,T2,t2_rename_local_x1,117,117,117,117
R00043,5,-1,UNTOUCHED,T1,none,18,26,18,26
R00043,6,-1,UNTOUCHED,T1,none,33,37,33,37
R00043,7,-1,UNTOUCHED,T1,none,107,110,107,110
R00043,8,-1,UNTOUCHED,T1,none,120,122,120,122
R00044,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,9,14,9,16
R00044,1,0,MUTATION,T3,t3_wrap_statement,,,9,9
R00044,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,77,82,79,84
R00044,3,1,MUTATION,T1,t1_add_eol_comment,80,80,82,82
R00044,4,-1,UNTOUCHED,T1,none,4,8,4,8
R00044,5,-1,UNTOUCHED,T1,none,15,22,17,24
R00044,6,-1,UNTOUCHED,T1,none,71,76,73,78
R00044,7,-1,UNTOUCHED,T1,none,83,85,85,87
R00045,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,8,14,8,14
R00045,1,0,MUTATION,T2,t2_rename_local_x1,8,12,8,12
R00045,3,1,CLONE_INTERVAL,T1,t1_add_eol_comment,23,30,23,30
R00045,4,1,MUTATION,T1,t1_add_eol_comment,28,28,28,28
R00045,5,-1,UNTOUCHED,T1,none,3,7,3,7
R00045,6,-1,UNTOUCHED,T1,none,15,22,15,22
R00045,7,-1,UNTOUCHED,T1,none,31,45,31,45
R00046,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,32,37,32,39
R00046,1,0,MUTATION,T3,t3_wrap_statement,,,35,35
R00046,2,1,CLONE_INTERVAL,T3,t3_insert_statement,47,52,49,55
R00046,3,1,MUTATION,T3,t3_insert_statement,,,53,53
R00046,4,-1,UNTOUCHED,T1,none,21,31,21,31
R00046,5,-1,UNTOUCHED,T1,none,38,46,40,48
R00046,6,-1,UNTOUCHED,T1,none,53,60,56,63
R00047,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,17,22,17,23
R00047,1,0,MUTATION,T1,t1_add_block_comment,,,21,21
R00047,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,29,37,30,39
R00047,3,1,MUTATION,T1,t1_add_block_comment,,,37,37
R00047,4,-1,UNTOUCHED,T1,none,12,16,12,16
R00047,5,-1,UNTOUCHED,T1,none,23,28,24,29
R00047,6,-1,UNTOUCHED,T1,none,38,45,40,47
R00048,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,12,19,12,19
R00048,1,0,MUTATION,T1,t1_add_eol_comment,17,17,17,17
R00048,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,29,37,29,37
R00048,3,1,MUTATION,T2,t2_rename_local_x1,30,30,30,30
R00048,3,1,MUTATION,T2,t2_rename_local_x1,32,32,32,32
R00048,3,1,MUTATION,T2,t2_rename_local_x1,34,34,34,34
R00048,3,1,MUTATION,T2,t2_rename_local_x1,36,36,36,36
R00048,7,-1,UNTOUCHED,T1,none,7,11,7,11
R00048,8,-1,UNTOUCHED,T1,none,20,28,20,28
R00048,9,-1,UNTOUCHED,T1,none,38,40,38,40
R00049,0,0,CLONE_INTERVAL,T1,t1_reindent,42,47,42,47
R00049,1,0,MUTATION,T1,t1_reindent,42,47,42,47
R00049,2,1,CLONE_INTERVAL,T3,t3_delete_statement,200,206,200,205
R00049,3,1,MUTATION,T3,t3_delete_statement,204,204,,
R00049,4,-1,UNTOUCHED,T1,none,37,41,37,41
R00049,5,-1,UNTOUCHED,T1,none,48,57,48,57
R00049,6,-1,UNTOUCHED,T1,none,196,199,196,199
R00049,7,-1,UNTOUCHED,T1,none,207,211,206,210
R00050,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,14,9,15
R00050,1,0,MUTATION,T1,t1_add_block_comment,,,10,10
R00050,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,28,38,29,39
R00050,3,1,MUTATION,T2,t2_change_int_literal,28,28,29,29
R00050,4,-1,UNTOUCHED,T1,none,4,8,4,8
R00050,5,-1,UNTOUCHED,T1,none,15,27,16,28
R00050,6,-1,UNTOUCHED,T1,none,39,41,40,42
R00051,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,9,26,9,26
R00051,1,0,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00051,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,32,39,32,41
R00051,3,1,MUTATION,T3,t3_wrap_statement,,,32,32
R00051,4,-1,UNTOUCHED,T1,none,3,8,3,8
R00051,5,-1,UNTOUCHED,T1,none,27,31,27,31
R00051,6,-1,UNTOUCHED,T1,none,40,47,42,49
R00052,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,8,13,8,13
R00052,1,0,MUTATION,T2,t2_rename_local_x1,20,22,20,22
R00052,1,0,MUTATION,T2,t2_rename_local_x1,24,26,24,26
R00052,3,1,CLONE_INTERVAL,T1,t1_reindent,20,26,20,26
R00052,4,1,MUTATION,T1,t1_reindent,20,26,20,26
R00052,6,-1,UNTOUCHED,T1,none,3,7,3,7
R00052,7,-1,UNTOUCHED,T1,none,14,19,14,19
R00052,8,-1,UNTOUCHED,T1,none,27,34,27,34
R00053,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,8,17,8,18
R00053,1,0,MUTATION,T1,t1_add_blank_line,,,12,12
R00053,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,145,152,146,154
R00053,3,1,MUTATION,T1,t1_add_block_comment,,,151,151
