pair_id,ref_index,kind,expected,operator,status,candidates,matched,predicted_type,type_correct,coverage,precision,iou
R00004,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,False,,False,0.6667,0.1481,0.1379
R00004,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T1,False,0.3333,0.0588,0.0526
R00004,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,1.0,0.2414,0.2414
R00004,3,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.7143,0.2941,0.2632
R00004,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00004,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.3529,0.2857
R00004,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.1765,0.1579
R00005,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,1.0,0.2333,0.2333
R00005,1,MUTATION,T1,t1_add_eol_comment,ok,5,True,T1,True,1.0,0.0526,0.0526
R00005,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.3,0.3
R00005,3,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,0.3333,1.0,0.3333
R00005,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.9,0.4737,0.45
R00005,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.1053,0.1
R00005,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00006,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2222,0.2222
R00006,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00006,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,1.0,0.2593,0.2593
R00006,3,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00006,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2857,0.25
R00006,5,UNTOUCHED,T1,none,ok,3,True,T1,True,1.0,0.1875,0.1875
R00006,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7,0.4375,0.3684
R00007,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.0984,0.0984
R00007,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00007,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.0833,0.0833
R00007,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00007,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,1.0,0.6667
R00007,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7692,0.5,0.4348
R00007,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.1,0.0952
R00007,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.0769,0.0741
R00008,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,False,,False,0.625,0.2,0.1786
R00008,1,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00008,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.24,0.24
R00008,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00008,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.1176,0.1053
R00008,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7,0.4118,0.35
R00008,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1176,0.1111
R00008,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5,0.4286
R00009,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.24,0.24
R00009,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T1,False,0.5,0.1053,0.0952
R00009,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,1.0,0.4074,0.4074
R00009,3,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.8182,0.4737,0.4286
R00009,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.3333,0.2
R00009,5,UNTOUCHED,T1,none,ok,3,True,T1,True,1.0,0.1579,0.1579
R00009,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.2105,0.2
R00010,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,2,True,T1,True,0.875,0.0598,0.0593
R00010,1,MUTATION,T1,t1_add_eol_comment,ok,2,True,T1,True,1.0,0.0104,0.0104
R00010,2,CLONE_INTERVAL,T2,t2_rename_local,ok,2,False,,False,0.0,0.0,0.0
R00010,3,MUTATION,T2,t2_rename_local,ok,2,False,,False,0.0,0.0,0.0
R00010,4,UNTOUCHED,T1,none,ok,2,True,T1,True,0.6667,0.0208,0.0206
R00010,5,UNTOUCHED,T1,none,ok,2,True,T1,True,0.6364,0.0729,0.07
R00010,6,UNTOUCHED,T1,none,ok,2,False,,False,0.0,0.0,0.0
R00010,7,UNTOUCHED,T1,none,ok,2,False,,False,0.0,0.0,0.0
R00011,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.25,0.25
R00011,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00011,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,1.0,0.2143,0.2143
R00011,3,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00011,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00011,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2353,0.2105
R00011,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.2941,0.25
R00012,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,6,True,T1,False,0.9333,0.7,0.6667
R00012,1,MUTATION,T2,t2_change_int_literal,ok,8,False,,False,0.0,0.0,0.0
R00012,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,6,True,T3,True,1.0,0.4167,0.4167
R00012,3,MUTATION,T3,t3_delete_statement,ok,8,True,T3,True,1.0,1.0,1.0
R00012,4,UNTOUCHED,T1,none,ok,8,False,,False,0.0,0.0,0.0
R00012,5,UNTOUCHED,T1,none,ok,8,True,T1,True,0.6667,0.2353,0.2105
R00012,6,UNTOUCHED,T1,none,ok,8,True,T1,True,0.6667,0.2857,0.25
R00012,7,UNTOUCHED,T1,none,ok,8,True,T1,True,0.6667,1.0,0.6667
R00013,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,0.95,0.4419,0.4318
R00013,1,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00013,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2326,0.2326
R00013,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00013,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1538,0.1429
R00013,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.1154,0.1071
R00013,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.5,0.3333
R00014,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.1286,0.1286
R00014,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T1,False,0.5714,0.0816,0.0769
R00014,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,1.0,0.0972,0.0972
R00014,3,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.7143,0.102,0.098
R00014,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.7143,0.5
R00014,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.0612,0.0588
R00014,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,0.102,0.098
R00014,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1633,0.1509
R00015,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,1.0,0.1667,0.1667
R00015,1,MUTATION,T1,t1_add_eol_comment,ok,13,True,T1,True,1.0,0.0833,0.0833
R00015,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.5278,0.5278
R00015,3,MUTATION,T2,t2_rename_local,ok,13,True,T1,False,0.1333,1.0,0.1333
R00015,4,UNTOUCHED,T1,none,ok,13,True,T1,True,0.6667,0.1667,0.1538
R00015,5,UNTOUCHED,T1,none,ok,13,True,T1,True,0.6,0.25,0.2143
R00015,6,UNTOUCHED,T1,none,ok,13,True,T1,True,0.5,0.1667,0.1429
R00015,7,UNTOUCHED,T1,none,ok,13,True,T1,True,0.4,0.5,0.2857
R00016,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,0.8571,0.1714,0.1667
R00016,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00016,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,1.0,0.2286,0.2286
R00016,3,MUTATION,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00016,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.1538,0.1333
R00016,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.0625,0.0556
R00016,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.125,0.1176
R00016,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.125,0.1176
R00017,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.1935,0.1935
R00017,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00017,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2333,0.2333
R00017,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00017,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.8,0.6667,0.5714
R00017,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,0.7778,0.5833
R00017,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,0.3333,0.25
R00018,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.1695,0.1695
R00018,1,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00018,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.1167,0.1167
R00018,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00018,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.0882,0.0857
R00018,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7188,0.6765,0.5349
R00018,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.5556,0.4167
R00019,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,2,True,T3,True,0.8333,0.042,0.0417
R00019,1,MUTATION,T3,t3_wrap_statement,ok,4,True,T1,False,0.3333,0.0526,0.0476
R00019,2,CLONE_INTERVAL,T1,t1_reindent,ok,2,True,T3,False,0.8333,0.0413,0.041
R00019,3,MUTATION,T1,t1_reindent,ok,4,True,T1,True,0.6667,0.2105,0.1905
R00019,4,UNTOUCHED,T1,none,ok,4,False,,False,0.0,0.0,0.0
R00019,5,UNTOUCHED,T1,none,ok,4,True,T1,True,0.5556,0.2632,0.2174
R00019,6,UNTOUCHED,T1,none,ok,4,False,,False,0.0,0.0,0.0
R00019,7,UNTOUCHED,T1,none,ok,4,True,T1,True,0.5556,0.2632,0.2174
R00020,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,0.8571,0.0638,0.0632
R00020,1,MUTATION,T1,t1_add_eol_comment,ok,5,True,T1,True,1.0,0.0233,0.0233
R00020,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.0745,0.0745
R00020,3,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,0.4286,1.0,0.4286
R00020,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,0.0465,0.0444
R00020,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6364,0.1628,0.1489
R00020,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,0.0465,0.0444
R00020,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,0.1154,0.1034
R00021,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,3,True,T3,True,1.0,0.2222,0.2222
R00021,1,MUTATION,T3,t3_insert_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00021,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,3,False,,False,0.0,0.0,0.0
R00021,3,MUTATION,T1,t1_add_blank_line,ok,5,False,,False,0.0,0.0,0.0
R00021,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.6667,0.5
R00021,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.1111,0.1053
R00021,6,UNTOUCHED,T1,none,ok,5,False,,False,0.0,0.0,0.0
R00021,7,UNTOUCHED,T1,none,ok,5,False,,False,0.0,0.0,0.0
R00022,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.6565,0.6565
R00022,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00022,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.0385,0.0385
R00022,3,MUTATION,T3,t3_delete_statement,ok,5,True,T2,False,1.0,0.0588,0.0588
R00022,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.1333,0.125
R00022,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.8889,0.125,0.1231
R00022,6,UNTOUCHED,T1,none,ok,5,True,T2,False,0.8462,0.6471,0.5789
R00023,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.1935,0.1935
R00023,1,MUTATION,T1,t1_add_block_comment,ok,3,True,T1,True,1.0,0.0588,0.0588
R00023,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2188,0.2188
R00023,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00023,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.3529,0.3158
R00023,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.2353,0.2222
R00023,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6667,0.5455
R00024,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.1154,0.1154
R00024,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T1,False,0.3333,0.0263,0.025
R00024,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,1.0,0.1296,0.1296
R00024,3,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.5714,0.1053,0.0976
R00024,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.3333,0.2
R00024,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.0263,0.025
R00024,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.0526,0.0513
R00024,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.2632,0.2273
R00025,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,1.0,0.1892,0.1892
R00025,1,MUTATION,T1,t1_add_eol_comment,ok,3,False,,False,0.0,0.0,0.0
R00025,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.2973,0.2973
R00025,3,MUTATION,T2,t2_rename_local,ok,3,True,T2,True,1.0,1.0,1.0
R00025,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.1905,0.1818
R00025,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.2381,0.2083
R00025,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.0952,0.0909
R00025,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5714,1.0,0.5714
R00026,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2069,0.2069
R00026,1,MUTATION,T3,t3_insert_statement,ok,4,True,T2,False,1.0,1.0,1.0
R00026,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,1.0,0.2414,0.2414
R00026,3,MUTATION,T1,t1_add_blank_line,ok,4,False,,False,0.0,0.0,0.0
R00026,4,UNTOUCHED,T1,none,ok,4,True,T1,True,0.6667,0.2857,0.25
R00026,5,UNTOUCHED,T1,none,ok,4,True,T1,True,0.7273,0.5,0.4211
R00026,6,UNTOUCHED,T1,none,ok,4,True,T1,True,0.5,0.125,0.1111
R00027,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.1667,0.1667
R00027,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00027,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2857,0.2857
R00027,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00027,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7273,1.0,0.7273
R00027,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.8333,0.3571,0.3333
R00027,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.625,0.5556,0.4167
R00028,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.2105,0.2105
R00028,1,MUTATION,T1,t1_add_block_comment,ok,3,False,,False,0.0,0.0,0.0
R00028,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2051,0.2051
R00028,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00028,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1538,0.1429
R00028,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.2308,0.2143
R00028,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7059,0.75,0.5714
R00029,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.1667,0.1667
R00029,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T1,False,0.5,0.08,0.0741
R00029,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,1.0,0.12,0.12
R00029,3,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.6667,0.16,0.1481
R00029,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8333,0.5,0.4545
R00029,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.24,0.2143
R00029,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.619,0.52,0.3939
R00030,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,6,True,T2,False,1.0,0.2571,0.2571
R00030,1,MUTATION,T1,t1_add_eol_comment,ok,10,True,T1,True,1.0,0.0667,0.0667
R00030,2,CLONE_INTERVAL,T2,t2_rename_local,ok,6,True,T2,True,1.0,0.3143,0.3143
R00030,3,MUTATION,T2,t2_rename_local,ok,10,True,T1,False,0.4,1.0,0.4
R00030,4,UNTOUCHED,T1,none,ok,10,True,T1,True,0.6,0.2,0.1765
R00030,5,UNTOUCHED,T1,none,ok,10,True,T1,True,0.75,0.2,0.1875
R00030,6,UNTOUCHED,T1,none,ok,10,True,T1,True,0.75,0.8571,0.6667
R00031,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,0.9333,0.175,0.1728
R00031,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00031,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T3,False,1.0,0.0875,0.0875
R00031,3,MUTATION,T1,t1_add_blank_line,ok,3,True,T1,True,1.0,0.0167,0.0167
R00031,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8333,0.8333,0.7143
R00031,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.0333,0.0328
R00031,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,0.0833,0.0806
R00031,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1333,0.125
R00032,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.1837,0.1837
R00032,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00032,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,0.8333,0.1042,0.102
R00032,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00032,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.6667,0.5
R00032,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.2857,0.25
R00032,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.2857,0.25
R00032,7,UNTOUCHED,T1,none,ok,5,True,T1,True,0.3333,0.0588,0.0526
R00033,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T2,False,1.0,0.2069,0.2069
R00033,1,MUTATION,T1,t1_add_block_comment,ok,3,True,T1,True,1.0,0.0588,0.0588
R00033,2,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.2,0.2
R00033,3,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00033,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8333,0.2941,0.2778
R00033,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.1765,0.1667
R00033,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2857,0.25
R00034,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.0723,0.0723
R00034,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T1,False,0.6667,0.1538,0.1429
R00034,2,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T3,False,0.7143,0.0588,0.0575
R00034,3,MUTATION,T1,t1_reindent,ok,3,True,T1,True,0.7143,0.1923,0.1786
R00034,4,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7442,0.8,0.6275
R00034,5,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.2308,0.2143
R00034,6,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.0769,0.0714
R00034,7,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.1923,0.1724
R00035,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T2,False,1.0,0.2609,0.2609
R00035,1,MUTATION,T1,t1_add_eol_comment,ok,5,True,T1,True,1.0,0.0833,0.0833
R00035,2,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.2609,0.2609
R00035,3,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,0.3333,1.0,0.3333
R00035,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.125,0.0833,0.0526
R00035,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.3333,0.2857
R00035,6,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6,1.0,0.6
R00036,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,2,True,T3,True,1.0,0.3043,0.3043
R00036,1,MUTATION,T3,t3_insert_statement,ok,4,True,T3,True,1.0,1.0,1.0
R00036,2,CLONE_INTERVAL,T1,t1_add_blank_line,ok,2,False,,False,0.0,0.0,0.0
R00036,3,MUTATION,T1,t1_add_blank_line,ok,4,False,,False,0.0,0.0,0.0
R00036,4,UNTOUCHED,T1,none,ok,4,True,T1,True,0.6667,0.4,0.3333
R00036,5,UNTOUCHED,T1,none,ok,4,True,T1,True,0.5,0.1333,0.1176
R00036,6,UNTOUCHED,T1,none,ok,4,False,,False,0.0,0.0,0.0
R00036,7,UNTOUCHED,T1,none,ok,4,False,,False,0.0,0.0,0.0
R00037,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T3,False,1.0,0.24,0.24
R00037,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00037,2,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.3333,0.3333
R00037,3,MUTATION,T3,t3_delete_statement,ok,5,True,T3,True,1.0,1.0,1.0
R00037,4,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.4286,0.375
R00037,5,UNTOUCHED,T1,none,ok,5,True,T1,True,0.8,1.0,0.8
