pair_id,expected,band,cluster_id,status,analysis_mode,fallback_stage,fallback_reason,detected,primary_type,type_correct,any_correct_overlap,reference_range_fp,strict_product_fp,candidate_id,coverage_left,coverage_right,boundary_precision_left,boundary_precision_right,iou_left,iou_right,wall_ms
mCC_EOL_00002,T1,,mCC_EOL_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,198840
mCC_EOL_00003,T1,,mCC_EOL_00003,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCC_EOL_00004,T1,,mCC_EOL_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,273745
mCC_EOL_00006,T1,,mCC_EOL_00006,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,224131
mCC_EOL_00009,T1,,mCC_EOL_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,290762
mCF_A_00001,T1,,mCF_A_00001,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCF_A_00002,T1,,mCF_A_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,187034
mCF_A_00003,T1,,mCF_A_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,284712
mCF_A_00008,T1,,mCF_A_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135685
mCF_A_00009,T1,,mCF_A_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCF_R_00001,T1,,mCF_R_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,181264
mCF_R_00002,T1,,mCF_R_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,221821
mCF_R_00003,T1,,mCF_R_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,294123
mCF_R_00004,T1,,mCF_R_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCF_R_00005,T1,,mCF_R_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,195998
mCF_R_00008,T1,,mCF_R_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,258597
mCW_A_00001,T1,,mCW_A_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,236064
mCW_A_00002,T1,,mCW_A_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCW_A_00003,T1,,mCW_A_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,202932
mCW_A_00004,T1,,mCW_A_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,228394
mCW_A_00005,T1,,mCW_A_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,268396
mCW_A_00008,T1,,mCW_A_00008,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCW_A_00009,T1,,mCW_A_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154255
mCW_R_00002,T1,,mCW_R_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,215442
mCW_R_00003,T1,,mCW_R_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,212303
mCW_R_00004,T1,,mCW_R_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCW_R_00006,T1,,mCW_R_00006,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,244893
mCW_R_00009,T1,,mCW_R_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,169658
mDL_00001,T3,,mDL_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,209030
mDL_00002,T3,,mDL_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mDL_00003,T3,,mDL_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,182923
mDL_00004,T3,,mDL_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,177309
mDL_00005,T3,,mDL_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,175756
mDL_00007,T3,,mDL_00007,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mDL_00008,T3,,mDL_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,254745
mIL_00000,T3,,mIL_00000,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,177848
mIL_00001,T3,,mIL_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,510753
mIL_00004,T3,,mIL_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mIL_00005,T3,,mIL_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,486030
mIL_00007,T3,,mIL_00007,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,422587
mIL_00009,T3,,mIL_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,243896
mML_00000,T3,,mML_00000,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mML_00001,T3,,mML_00001,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_N_00001,T2,,mRL_N_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,234026
mRL_N_00004,T2,,mRL_N_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_N_00005,T2,,mRL_N_00005,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_N_00007,T2,,mRL_N_00007,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_N_00008,T2,,mRL_N_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,232806
mRL_N_00009,T2,,mRL_N_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_S_00000,T2,,mRL_S_00000,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_S_00001,T2,,mRL_S_00001,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_S_00002,T2,,mRL_S_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_S_00005,T2,,mRL_S_00005,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_S_00009,T2,,mRL_S_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00001,T3,,mSDL_00001,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00002,T3,,mSDL_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00004,T3,,mSDL_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00005,T3,,mSDL_00005,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00006,T3,,mSDL_00006,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00009,T3,,mSDL_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00002,T2,,mSRI_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00003,T2,,mSRI_00003,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00004,T2,,mSRI_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00007,T2,,mSRI_00007,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00008,T2,,mSRI_00008,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00009,T2,,mSRI_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
