pair_id,ref_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00010,2,UNTOUCHED,T1,none,3,6,3,6
R00010,3,UNTOUCHED,T1,none,13,17,13,17
R00011,0,CLONE_INTERVAL,T1,t1_reindent,30,35,30,35
R00011,1,MUTATION,T1,t1_reindent,30,35,30,35
R00011,2,UNTOUCHED,T1,none,5,29,5,29
R00011,3,UNTOUCHED,T1,none,36,41,36,41
R00012,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,13,7,15
R00012,1,MUTATION,T3,t3_wrap_statement,7,10,7,12
R00012,2,UNTOUCHED,T1,none,3,6,3,6
R00012,3,UNTOUCHED,T1,none,14,16,16,18
R00013,0,CLONE_INTERVAL,T3,t3_delete_statement,24,29,24,28
R00013,1,MUTATION,T3,t3_delete_statement,29,29,,
R00013,2,UNTOUCHED,T1,none,3,23,3,23
R00013,3,UNTOUCHED,T1,none,30,33,29,32
R00014,0,CLONE_INTERVAL,T3,t3_wrap_statement,21,26,21,28
R00014,1,MUTATION,T3,t3_wrap_statement,25,25,25,27
R00014,2,UNTOUCHED,T1,none,17,20,17,20
R00014,3,UNTOUCHED,T1,none,27,33,29,35
R00015,0,CLONE_INTERVAL,T2,t2_change_string_literal,9,14,9,14
R00015,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00015,2,UNTOUCHED,T1,none,5,8,5,8
R00015,3,UNTOUCHED,T1,none,15,17,15,17
R00016,0,CLONE_INTERVAL,T3,t3_delete_statement,281,286,280,284
R00016,1,MUTATION,T3,t3_delete_statement,285,285,,
R00016,2,UNTOUCHED,T1,none,278,280,277,279
R00016,3,UNTOUCHED,T1,none,287,338,285,336
R00017,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00017,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00017,2,UNTOUCHED,T1,none,3,5,3,5
R00017,3,UNTOUCHED,T1,none,12,31,12,31
R00018,0,CLONE_INTERVAL,T1,t1_add_block_comment,7,12,7,13
R00018,1,MUTATION,T1,t1_add_block_comment,,,10,10
R00018,2,UNTOUCHED,T1,none,3,6,3,6
R00018,3,UNTOUCHED,T1,none,13,18,14,19
R00019,0,CLONE_INTERVAL,T3,t3_delete_statement,7,18,7,17
R00019,1,MUTATION,T3,t3_delete_statement,11,11,,
R00019,2,UNTOUCHED,T1,none,3,6,3,6
R00019,3,UNTOUCHED,T1,none,19,24,18,23
R00020,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00020,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00020,2,UNTOUCHED,T1,none,3,5,3,5
R00020,3,UNTOUCHED,T1,none,12,22,12,22
R00021,0,CLONE_INTERVAL,T3,t3_delete_statement,23,28,23,27
R00021,1,MUTATION,T3,t3_delete_statement,28,28,,
R00021,2,UNTOUCHED,T1,none,20,22,20,22
R00021,3,UNTOUCHED,T1,none,29,37,28,36
R00022,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,12,7,12
R00022,1,MUTATION,T2,t2_change_string_literal,12,12,12,12
R00022,2,UNTOUCHED,T1,none,3,6,3,6
R00022,3,UNTOUCHED,T1,none,13,15,13,15
R00023,0,CLONE_INTERVAL,T1,t1_add_block_comment,11,21,11,22
R00023,1,MUTATION,T1,t1_add_block_comment,,,21,21
R00023,2,UNTOUCHED,T1,none,3,10,3,10
R00023,3,UNTOUCHED,T1,none,22,29,23,30
R00024,0,CLONE_INTERVAL,T1,t1_add_blank_line,8,19,8,20
R00024,1,MUTATION,T1,t1_add_blank_line,,,10,10
R00024,2,UNTOUCHED,T1,none,3,7,3,7
R00024,3,UNTOUCHED,T1,none,20,27,21,28
R00025,0,CLONE_INTERVAL,T1,t1_reindent,8,13,8,13
R00025,1,MUTATION,T1,t1_reindent,8,13,8,13
R00025,2,UNTOUCHED,T1,none,4,7,4,7
R00025,3,UNTOUCHED,T1,none,14,20,14,20
R00026,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,7,12
R00026,1,UNTOUCHED,T1,none,3,6,3,6
R00026,2,UNTOUCHED,T1,none,14,22,13,21
R00027,0,CLONE_INTERVAL,T1,t1_add_blank_line,12,28,12,29
R00027,1,MUTATION,T1,t1_add_blank_line,,,28,28
R00027,2,UNTOUCHED,T1,none,3,11,3,11
R00027,3,UNTOUCHED,T1,none,29,34,30,35
R00028,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,19,8,19
R00028,1,MUTATION,T1,t1_add_eol_comment,19,19,19,19
R00028,2,UNTOUCHED,T1,none,3,7,3,7
R00028,3,UNTOUCHED,T1,none,20,25,20,25
R00029,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00029,1,MUTATION,T1,t1_add_block_comment,,,9,9
R00029,2,UNTOUCHED,T1,none,3,5,3,5
R00029,3,UNTOUCHED,T1,none,12,24,13,25
R00030,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,11,6,11
R00030,1,MUTATION,T2,t2_rename_local_x1,11,11,11,11
R00030,2,UNTOUCHED,T1,none,3,5,3,5
R00030,3,UNTOUCHED,T1,none,12,16,12,16
R00031,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,17,9,18
R00031,1,MUTATION,T1,t1_add_blank_line,,,12,12
R00031,2,UNTOUCHED,T1,none,5,8,5,8
R00031,3,UNTOUCHED,T1,none,18,21,19,22
R00032,0,CLONE_INTERVAL,T2,t2_change_string_literal,8,22,8,22
R00032,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00032,2,UNTOUCHED,T1,none,3,7,3,7
R00032,3,UNTOUCHED,T1,none,23,26,23,26
R00033,0,CLONE_INTERVAL,T1,t1_add_block_comment,8,21,8,22
R00033,1,MUTATION,T1,t1_add_block_comment,,,10,10
R00033,2,UNTOUCHED,T1,none,3,7,3,7
R00033,3,UNTOUCHED,T1,none,22,24,23,25
R00034,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,14,9,15
R00034,1,MUTATION,T1,t1_add_blank_line,,,14,14
R00034,2,UNTOUCHED,T1,none,3,8,3,8
R00034,3,UNTOUCHED,T1,none,15,22,16,23
R00035,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00035,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00035,2,UNTOUCHED,T1,none,3,5,3,5
R00035,3,UNTOUCHED,T1,none,12,32,12,32
R00036,0,CLONE_INTERVAL,T2,t2_change_string_literal,37,42,37,42
R00036,1,MUTATION,T2,t2_change_string_literal,38,38,38,38
R00036,2,UNTOUCHED,T1,none,34,36,34,36
R00036,3,UNTOUCHED,T1,none,43,50,43,50
R00037,0,CLONE_INTERVAL,T3,t3_insert_statement,117,128,117,129
R00037,1,MUTATION,T3,t3_insert_statement,,,118,118
R00037,2,UNTOUCHED,T1,none,107,116,107,116
R00037,3,UNTOUCHED,T1,none,129,145,130,146
R00038,0,CLONE_INTERVAL,T1,t1_add_block_comment,98,103,98,104
R00038,1,MUTATION,T1,t1_add_block_comment,,,100,100
R00038,2,UNTOUCHED,T1,none,93,97,93,97
R00038,3,UNTOUCHED,T1,none,104,131,105,132
R00039,0,CLONE_INTERVAL,T2,t2_change_int_literal,11,17,11,17
R00039,1,MUTATION,T2,t2_change_int_literal,13,13,13,13
R00039,2,UNTOUCHED,T1,none,3,10,3,10
R00039,3,UNTOUCHED,T1,none,18,38,18,38
R00040,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,15,9,15
R00040,1,MUTATION,T1,t1_add_eol_comment,15,15,15,15
R00040,2,UNTOUCHED,T1,none,3,8,3,8
R00040,3,UNTOUCHED,T1,none,16,20,16,20
R00041,0,CLONE_INTERVAL,T1,t1_add_block_comment,19,29,19,30
R00041,1,MUTATION,T1,t1_add_block_comment,,,29,29
R00041,2,UNTOUCHED,T1,none,7,18,7,18
R00041,3,UNTOUCHED,T1,none,30,34,31,35
R00042,0,CLONE_INTERVAL,T2,t2_change_int_literal,10,15,10,15
R00042,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00042,2,UNTOUCHED,T1,none,3,9,3,9
R00042,3,UNTOUCHED,T1,none,16,28,16,28
R00043,0,CLONE_INTERVAL,T1,t1_add_blank_line,10,15,10,16
R00043,1,MUTATION,T1,t1_add_blank_line,,,15,15
R00043,2,UNTOUCHED,T1,none,3,9,3,9
R00043,3,UNTOUCHED,T1,none,16,21,17,22
R00044,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,12,6,12
R00044,1,MUTATION,T2,t2_change_string_literal,9,9,9,9
R00044,2,UNTOUCHED,T1,none,3,5,3,5
R00044,3,UNTOUCHED,T1,none,13,18,13,18
R00045,0,CLONE_INTERVAL,T2,t2_rename_local_x5,8,27,8,27
R00045,1,MUTATION,T2,t2_rename_local_x5,9,18,9,18
R00045,2,UNTOUCHED,T1,none,3,7,3,7
R00045,3,UNTOUCHED,T1,none,28,31,28,31
R00046,0,CLONE_INTERVAL,T1,t1_add_block_comment,11,18,11,19
R00046,1,MUTATION,T1,t1_add_block_comment,,,16,16
R00046,2,UNTOUCHED,T1,none,3,10,3,10
R00046,3,UNTOUCHED,T1,none,19,21,20,22
R00047,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,14,9,14
R00047,1,MUTATION,T1,t1_add_eol_comment,10,10,10,10
R00047,2,UNTOUCHED,T1,none,3,8,3,8
R00047,3,UNTOUCHED,T1,none,15,17,15,17
R00048,0,CLONE_INTERVAL,T3,t3_delete_statement,17,22,17,21
R00048,1,MUTATION,T3,t3_delete_statement,20,20,,
R00048,2,UNTOUCHED,T1,none,6,16,6,16
R00048,3,UNTOUCHED,T1,none,23,29,22,28
R00049,0,CLONE_INTERVAL,T2,t2_change_int_literal,16,25,16,25
R00049,1,MUTATION,T2,t2_change_int_literal,16,16,16,16
R00049,2,UNTOUCHED,T1,none,3,15,3,15
R00049,3,UNTOUCHED,T1,none,26,37,26,37
R00050,0,CLONE_INTERVAL,T2,t2_rename_local_x2,7,13,7,13
R00050,1,MUTATION,T2,t2_rename_local_x2,8,12,8,12
R00050,2,UNTOUCHED,T1,none,3,6,3,6
R00050,3,UNTOUCHED,T1,none,14,29,14,29
R00051,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,19,9,20
R00051,1,MUTATION,T1,t1_add_block_comment,,,12,12
R00051,2,UNTOUCHED,T1,none,3,8,3,8
R00051,3,UNTOUCHED,T1,none,20,22,21,23
R00052,0,CLONE_INTERVAL,T2,t2_change_int_literal,12,21,12,21
R00052,1,MUTATION,T2,t2_change_int_literal,12,12,12,12
R00052,2,UNTOUCHED,T1,none,3,11,3,11
R00052,3,UNTOUCHED,T1,none,22,32,22,32
R00053,0,CLONE_INTERVAL,T3,t3_delete_statement,10,18,10,17
R00053,1,MUTATION,T3,t3_delete_statement,14,14,,
R00053,2,UNTOUCHED,T1,none,3,9,3,9
R00053,3,UNTOUCHED,T1,none,19,22,18,21
R00054,0,CLONE_INTERVAL,T3,t3_insert_statement,16,27,16,27
R00054,1,MUTATION,T3,t3_insert_statement,,,28,28
R00054,2,UNTOUCHED,T1,none,3,15,3,15
R00054,3,UNTOUCHED,T1,none,28,30,29,31
R00055,0,CLONE_INTERVAL,T1,t1_add_eol_comment,11,16,11,16
R00055,1,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00055,2,UNTOUCHED,T1,none,7,10,7,10
R00055,3,UNTOUCHED,T1,none,17,33,17,33
R00056,0,CLONE_INTERVAL,T1,t1_add_eol_comment,15,21,15,21
R00056,1,MUTATION,T1,t1_add_eol_comment,16,16,16,16
R00056,2,UNTOUCHED,T1,none,6,14,6,14
R00056,3,UNTOUCHED,T1,none,22,27,22,27
R00057,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,18,9,18
R00057,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00057,2,UNTOUCHED,T1,none,3,8,3,8
R00057,3,UNTOUCHED,T1,none,19,24,19,24
R00058,0,CLONE_INTERVAL,T3,t3_delete_statement,9,16,9,15
R00058,1,MUTATION,T3,t3_delete_statement,9,9,,
R00058,2,UNTOUCHED,T1,none,6,8,6,8
R00058,3,UNTOUCHED,T1,none,17,29,16,28
R00059,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,21,6,21
R00059,1,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00059,2,UNTOUCHED,T1,none,3,5,3,5
R00059,3,UNTOUCHED,T1,none,22,25,22,25
R00060,0,CLONE_INTERVAL,T2,t2_rename_local_x4,6,20,6,20
R00060,1,MUTATION,T2,t2_rename_local_x4,6,19,6,19
R00060,2,UNTOUCHED,T1,none,3,5,3,5
R00060,3,UNTOUCHED,T1,none,21,40,21,40
R00061,0,CLONE_INTERVAL,T2,t2_rename_local_x6,6,19,6,19
R00061,1,MUTATION,T2,t2_rename_local_x6,6,15,6,15
R00061,2,UNTOUCHED,T1,none,3,5,3,5
R00061,3,UNTOUCHED,T1,none,20,22,20,22
R00062,0,CLONE_INTERVAL,T2,t2_change_string_literal,15,23,15,23
R00062,1,MUTATION,T2,t2_change_string_literal,17,17,17,17
R00062,2,UNTOUCHED,T1,none,5,14,5,14
R00062,3,UNTOUCHED,T1,none,24,30,24,30
R00063,0,CLONE_INTERVAL,T2,t2_change_string_literal,9,14,9,14
R00063,1,MUTATION,T2,t2_change_string_literal,12,12,12,12
R00063,2,UNTOUCHED,T1,none,6,8,6,8
R00063,3,UNTOUCHED,T1,none,15,29,15,29
R00064,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,18,8,20
R00064,1,MUTATION,T3,t3_wrap_statement,8,9,8,11
R00064,2,UNTOUCHED,T1,none,3,7,3,7
R00064,3,UNTOUCHED,T1,none,19,28,21,30
R00065,0,CLONE_INTERVAL,T2,t2_rename_local_x5,9,22,9,22
R00065,1,MUTATION,T2,t2_rename_local_x5,9,17,9,17
R00065,2,UNTOUCHED,T1,none,3,8,3,8
R00065,3,UNTOUCHED,T1,none,23,25,23,25
R00066,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,11,6,13
R00066,1,MUTATION,T3,t3_wrap_statement,9,10,9,12
R00066,2,UNTOUCHED,T1,none,3,5,3,5
R00066,3,UNTOUCHED,T1,none,12,17,14,19
R00067,0,CLONE_INTERVAL,T1,t1_reindent,11,18,11,18
R00067,1,MUTATION,T1,t1_reindent,11,18,11,18
R00067,2,UNTOUCHED,T1,none,3,10,3,10
R00067,3,UNTOUCHED,T1,none,19,27,19,27
R00068,0,CLONE_INTERVAL,T2,t2_change_int_literal,16,37,16,37
R00068,1,MUTATION,T2,t2_change_int_literal,16,16,16,16
R00068,2,UNTOUCHED,T1,none,3,15,3,15
R00068,3,UNTOUCHED,T1,none,38,58,38,58
R00069,0,CLONE_INTERVAL,T1,t1_add_block_comment,101,106,101,107
R00069,1,MUTATION,T1,t1_add_block_comment,,,106,106
R00069,2,UNTOUCHED,T1,none,96,100,96,100
R00069,3,UNTOUCHED,T1,none,107,116,108,117
R00070,0,CLONE_INTERVAL,T3,t3_delete_statement,9,14,9,13
R00070,1,MUTATION,T3,t3_delete_statement,14,14,,
R00070,2,UNTOUCHED,T1,none,5,8,5,8
R00070,3,UNTOUCHED,T1,none,15,41,14,40
R00071,0,CLONE_INTERVAL,T3,t3_delete_statement,6,15,6,14
R00071,1,MUTATION,T3,t3_delete_statement,8,8,,
R00071,2,UNTOUCHED,T1,none,3,5,3,5
R00071,3,UNTOUCHED,T1,none,16,19,15,18
R00072,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,15,6,17
R00072,1,MUTATION,T3,t3_wrap_statement,11,13,11,15
R00072,2,UNTOUCHED,T1,none,3,5,3,5
R00072,3,UNTOUCHED,T1,none,16,18,18,20
R00073,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,12,6,15
R00073,1,MUTATION,T3,t3_wrap_statement,11,12,11,15
R00073,2,UNTOUCHED,T1,none,3,5,3,5
R00073,3,UNTOUCHED,T1,none,14,19,16,21
R00074,0,CLONE_INTERVAL,T3,t3_wrap_statement,16,23,16,25
R00074,1,MUTATION,T3,t3_wrap_statement,16,22,16,24
R00074,2,UNTOUCHED,T1,none,11,15,11,15
R00074,3,UNTOUCHED,T1,none,24,36,26,38
R00075,0,CLONE_INTERVAL,T1,t1_add_eol_comment,12,21,12,21
R00075,1,MUTATION,T1,t1_add_eol_comment,15,15,15,15
R00075,2,UNTOUCHED,T1,none,6,11,6,11
R00075,3,UNTOUCHED,T1,none,22,24,22,24
R00076,0,CLONE_INTERVAL,T3,t3_delete_statement,8,15,8,14
R00076,1,MUTATION,T3,t3_delete_statement,10,10,,
R00076,2,UNTOUCHED,T1,none,4,7,4,7
R00076,3,UNTOUCHED,T1,none,16,26,15,25
R00077,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,13,8,13
R00077,1,MUTATION,T1,t1_add_eol_comment,12,12,12,12
R00077,2,UNTOUCHED,T1,none,5,7,5,7
R00077,3,UNTOUCHED,T1,none,14,26,14,26
R00078,0,CLONE_INTERVAL,T3,t3_wrap_statement,50,56,50,58
R00078,1,MUTATION,T3,t3_wrap_statement,53,55,53,57
R00078,2,UNTOUCHED,T1,none,47,49,47,49
R00078,3,UNTOUCHED,T1,none,57,69,59,71
R00079,0,CLONE_INTERVAL,T1,t1_reindent,6,11,6,11
R00079,1,MUTATION,T1,t1_reindent,6,11,6,11
R00079,2,UNTOUCHED,T1,none,3,5,3,5
R00079,3,UNTOUCHED,T1,none,12,16,12,16
R00080,0,CLONE_INTERVAL,T3,t3_insert_statement,6,12,6,12
R00080,1,MUTATION,T3,t3_insert_statement,,,13,13
R00080,2,UNTOUCHED,T1,none,3,5,3,5
R00080,3,UNTOUCHED,T1,none,13,18,14,19
R00081,0,CLONE_INTERVAL,T2,t2_rename_local_x2,8,17,8,17
R00081,1,MUTATION,T2,t2_rename_local_x2,9,15,9,15
R00081,2,UNTOUCHED,T1,none,3,7,3,7
R00081,3,UNTOUCHED,T1,none,18,20,18,20
R00082,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,12,7,12
R00082,1,MUTATION,T2,t2_change_string_literal,12,12,12,12
R00082,2,UNTOUCHED,T1,none,3,6,3,6
R00082,3,UNTOUCHED,T1,none,13,27,13,27
R00083,0,CLONE_INTERVAL,T3,t3_delete_statement,9,15,9,14
R00083,1,MUTATION,T3,t3_delete_statement,13,13,,
R00083,2,UNTOUCHED,T1,none,3,8,3,8
R00083,3,UNTOUCHED,T1,none,16,21,15,20
R00084,0,CLONE_INTERVAL,T3,t3_delete_statement,21,31,21,30
R00084,1,MUTATION,T3,t3_delete_statement,24,24,,
R00084,2,UNTOUCHED,T1,none,18,20,18,20
R00084,3,UNTOUCHED,T1,none,32,34,31,33
R00085,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00085,1,MUTATION,T1,t1_add_blank_line,,,10,10
R00085,2,UNTOUCHED,T1,none,3,6,3,6
R00085,3,UNTOUCHED,T1,none,13,26,14,27
R00086,0,CLONE_INTERVAL,T2,t2_rename_local_x4,7,45,7,45
R00086,1,MUTATION,T2,t2_rename_local_x4,8,42,8,42
R00086,2,UNTOUCHED,T1,none,3,6,3,6
R00086,3,UNTOUCHED,T1,none,46,48,46,48
R00087,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,6,10
R00087,1,MUTATION,T3,t3_delete_statement,12,12,,
R00087,2,UNTOUCHED,T1,none,4,6,3,5
R00087,3,UNTOUCHED,T1,none,13,17,11,15
R00088,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,11,6,11
R00088,1,MUTATION,T2,t2_rename_local_x1,7,8,7,8
R00088,2,UNTOUCHED,T1,none,3,5,3,5
R00088,3,UNTOUCHED,T1,none,12,28,12,28
R00089,0,CLONE_INTERVAL,T1,t1_reindent,11,16,11,16
R00089,1,MUTATION,T1,t1_reindent,11,16,11,16
R00089,2,UNTOUCHED,T1,none,5,10,5,10
R00089,3,UNTOUCHED,T1,none,17,21,17,21
R00090,0,CLONE_INTERVAL,T1,t1_add_blank_line,10,15,10,16
R00090,1,MUTATION,T1,t1_add_blank_line,,,13,13
R00090,2,UNTOUCHED,T1,none,4,9,4,9
R00090,3,UNTOUCHED,T1,none,16,26,17,27
R00091,0,CLONE_INTERVAL,T3,t3_insert_statement,11,18,11,19
R00091,1,MUTATION,T3,t3_insert_statement,,,12,12
R00091,2,UNTOUCHED,T1,none,3,10,3,10
R00091,3,UNTOUCHED,T1,none,19,33,20,34
R00092,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,15,7,15
R00092,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00092,2,UNTOUCHED,T1,none,3,6,3,6
R00092,3,UNTOUCHED,T1,none,16,19,16,19
R00093,0,CLONE_INTERVAL,T2,t2_change_int_literal,17,22,17,22
R00093,1,MUTATION,T2,t2_change_int_literal,17,17,17,17
R00093,2,UNTOUCHED,T1,none,3,16,3,16
R00093,3,UNTOUCHED,T1,none,23,25,23,25
R00094,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00094,1,MUTATION,T3,t3_delete_statement,6,6,,
R00094,2,UNTOUCHED,T1,none,3,5,3,5
R00094,3,UNTOUCHED,T1,none,12,20,11,19
R00095,0,CLONE_INTERVAL,T3,t3_delete_statement,9,20,9,19
R00095,1,MUTATION,T3,t3_delete_statement,10,10,,
R00095,2,UNTOUCHED,T1,none,3,8,3,8
R00095,3,UNTOUCHED,T1,none,21,27,20,26
R00096,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,11,6,11
R00096,1,MUTATION,T2,t2_change_string_literal,6,6,6,6
R00096,2,UNTOUCHED,T1,none,3,5,3,5
R00096,3,UNTOUCHED,T1,none,12,17,12,17
R00097,0,CLONE_INTERVAL,T2,t2_change_int_literal,39,46,39,46
R00097,1,MUTATION,T2,t2_change_int_literal,40,40,40,40
R00097,2,UNTOUCHED,T1,none,36,38,36,38
R00097,3,UNTOUCHED,T1,none,47,51,47,51
R00098,0,CLONE_INTERVAL,T1,t1_reindent,39,45,38,44
R00098,1,MUTATION,T1,t1_reindent,39,45,38,44
R00098,2,UNTOUCHED,T1,none,20,38,19,37
R00098,3,UNTOUCHED,T1,none,46,51,45,50
R00099,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,14,9,14
R00099,1,MUTATION,T2,t2_change_int_literal,13,13,13,13
R00099,2,UNTOUCHED,T1,none,3,8,3,8
R00099,3,UNTOUCHED,T1,none,15,17,15,17
R00100,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00100,1,MUTATION,T1,t1_add_blank_line,,,9,9
R00100,2,UNTOUCHED,T1,none,3,5,3,5
R00100,3,UNTOUCHED,T1,none,12,24,13,25
R00101,0,CLONE_INTERVAL,T1,t1_add_block_comment,16,34,16,35
R00101,1,MUTATION,T1,t1_add_block_comment,,,19,19
R00101,2,UNTOUCHED,T1,none,3,15,3,15
R00101,3,UNTOUCHED,T1,none,35,86,36,87
R00102,0,CLONE_INTERVAL,T3,t3_delete_statement,6,13,6,12
R00102,1,MUTATION,T3,t3_delete_statement,7,7,,
R00102,2,UNTOUCHED,T1,none,3,5,3,5
R00102,3,UNTOUCHED,T1,none,14,16,13,15
R00103,0,CLONE_INTERVAL,T1,t1_reindent,6,13,6,13
R00103,1,MUTATION,T1,t1_reindent,6,13,6,13
R00103,2,UNTOUCHED,T1,none,3,5,3,5
R00103,3,UNTOUCHED,T1,none,14,23,14,23
R00104,0,CLONE_INTERVAL,T2,t2_change_int_literal,11,16,11,16
R00104,1,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00104,2,UNTOUCHED,T1,none,3,10,3,10
R00104,3,UNTOUCHED,T1,none,17,19,17,19
R00105,0,CLONE_INTERVAL,T3,t3_wrap_statement,32,42,32,44
R00105,1,MUTATION,T3,t3_wrap_statement,32,32,32,34
R00105,2,UNTOUCHED,T1,none,28,31,28,31
R00105,3,UNTOUCHED,T1,none,43,46,45,48
R00106,0,CLONE_INTERVAL,T1,t1_reindent,6,11,6,11
R00106,1,MUTATION,T1,t1_reindent,6,11,6,11
R00106,2,UNTOUCHED,T1,none,3,5,3,5
R00106,3,UNTOUCHED,T1,none,12,22,12,22
R00107,0,CLONE_INTERVAL,T3,t3_wrap_statement,13,21,13,23
R00107,1,MUTATION,T3,t3_wrap_statement,13,21,13,23
R00107,2,UNTOUCHED,T1,none,5,12,5,12
R00107,3,UNTOUCHED,T1,none,22,25,24,27
R00108,0,CLONE_INTERVAL,T3,t3_delete_statement,9,14,8,12
R00108,1,MUTATION,T3,t3_delete_statement,13,13,,
R00108,2,UNTOUCHED,T1,none,6,8,5,7
R00108,3,UNTOUCHED,T1,none,15,23,13,21
R00109,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00109,1,MUTATION,T1,t1_add_blank_line,,,9,9
R00109,2,UNTOUCHED,T1,none,4,6,4,6
R00109,3,UNTOUCHED,T1,none,13,16,14,17
