pair_id,expected,band,cluster_id,status,analysis_mode,fallback_stage,fallback_reason,detected,primary_type,type_correct,any_correct_overlap,reference_range_fp,strict_product_fp,candidate_id,coverage_left,coverage_right,boundary_precision_left,boundary_precision_right,iou_left,iou_right,wall_ms
mCC_EOL_00006,T1,,mCC_EOL_00006,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.735849,0.735849,1.000000,1.000000,0.735849,0.735849,180036
mCC_EOL_00009,T1,,mCC_EOL_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.812500,0.812500,1.000000,1.000000,0.812500,0.812500,187653
mCF_A_00001,T1,,mCF_A_00001,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCF_A_00002,T1,,mCF_A_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147759
mCF_A_00003,T1,,mCF_A_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,210339
mCF_A_00008,T1,,mCF_A_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200717
mCF_A_00009,T1,,mCF_A_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCF_R_00001,T1,,mCF_R_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,158197
mCF_R_00002,T1,,mCF_R_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1231801
mCF_R_00003,T1,,mCF_R_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1266665
mCF_R_00004,T1,,mCF_R_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCF_R_00005,T1,,mCF_R_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.806452,0.800000,1.000000,1.000000,0.806452,0.800000,1230458
mCF_R_00008,T1,,mCF_R_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,575972
mCW_A_00001,T1,,mCW_A_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,610911
mCW_A_00002,T1,,mCW_A_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCW_A_00003,T1,,mCW_A_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,513507
mCW_A_00004,T1,,mCW_A_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,214265
mCW_A_00005,T1,,mCW_A_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.806452,0.806452,1.000000,1.000000,0.806452,0.806452,303150
mCW_A_00008,T1,,mCW_A_00008,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCW_A_00009,T1,,mCW_A_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.791667,0.791667,1.000000,1.000000,0.791667,0.791667,152006
mCW_R_00002,T1,,mCW_R_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,185759
mCW_R_00003,T1,,mCW_R_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,245824
mCW_R_00004,T1,,mCW_R_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mCW_R_00006,T1,,mCW_R_00006,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.735849,0.735849,1.000000,1.000000,0.735849,0.735849,225847
mCW_R_00009,T1,,mCW_R_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T1,true,true,true,true,AR1,0.833333,0.833333,1.000000,1.000000,0.833333,0.833333,229812
mDL_00001,T3,,mDL_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,182001
mDL_00002,T3,,mDL_00002,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mDL_00003,T3,,mDL_00003,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300778
mDL_00004,T3,,mDL_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,205420
mDL_00005,T3,,mDL_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.806452,0.800000,1.000000,1.000000,0.806452,0.800000,194061
mDL_00007,T3,,mDL_00007,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mDL_00008,T3,,mDL_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.833333,0.829787,1.000000,1.000000,0.833333,0.829787,305718
mIL_00000,T3,,mIL_00000,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,175076
mIL_00001,T3,,mIL_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,197849
mIL_00004,T3,,mIL_00004,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mIL_00005,T3,,mIL_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.833333,0.836735,1.000000,1.000000,0.833333,0.836735,271140
mIL_00007,T3,,mIL_00007,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.733333,0.739130,1.000000,1.000000,0.733333,0.739130,142200
mIL_00009,T3,,mIL_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594439
mML_00000,T3,,mML_00000,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mML_00001,T3,,mML_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,734790
mRL_N_00001,T2,,mRL_N_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T2,true,true,true,true,AR1,0.890411,0.890411,1.000000,1.000000,0.890411,0.890411,144102
mRL_N_00004,T2,,mRL_N_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,181555
mRL_N_00005,T2,,mRL_N_00005,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_N_00007,T2,,mRL_N_00007,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,236457
mRL_N_00008,T2,,mRL_N_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,727452
mRL_N_00009,T2,,mRL_N_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T2,true,true,true,true,AR1,0.922535,0.922535,1.000000,1.000000,0.922535,0.922535,255568
mRL_S_00000,T2,,mRL_S_00000,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mRL_S_00001,T2,,mRL_S_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,273459
mRL_S_00002,T2,,mRL_S_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,251807
mRL_S_00005,T2,,mRL_S_00005,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T2,true,true,true,true,AR1,0.833333,0.833333,1.000000,1.000000,0.833333,0.833333,209366
mRL_S_00009,T2,,mRL_S_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00001,T3,,mSDL_00001,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,292664
mSDL_00002,T3,,mSDL_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.806452,0.806452,1.000000,1.000000,0.806452,0.806452,210314
mSDL_00004,T3,,mSDL_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.777778,0.833333,1.000000,1.000000,0.777778,0.833333,267592
mSDL_00005,T3,,mSDL_00005,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSDL_00006,T3,,mSDL_00006,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T3,true,true,true,true,AR1,0.733333,0.733333,1.000000,1.000000,0.733333,0.733333,255165
mSDL_00009,T3,,mSDL_00009,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,218473
mSRI_00002,T2,,mSRI_00002,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,true,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,236715
mSRI_00003,T2,,mSRI_00003,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
mSRI_00004,T2,,mSRI_00004,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,false,NO_DETECTION,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152789
mSRI_00007,T2,,mSRI_00007,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T2,true,true,true,true,AR1,0.922535,0.922535,1.000000,1.000000,0.922535,0.922535,207781
mSRI_00008,T2,,mSRI_00008,ok,SOURCE_PLUS_WALA_SMT_DYNAMIC,,,true,T2,true,true,true,true,AR1,0.718750,0.718750,1.000000,1.000000,0.718750,0.718750,166354
mSRI_00009,T2,,mSRI_00009,missing_result,,,,false,ERROR_OR_MISSING,false,false,false,false,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
