pair_id,ref_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00024,2,UNTOUCHED,T1,none,3,6,3,6
R00024,3,UNTOUCHED,T1,none,13,25,14,26
R00025,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,11,6,13
R00025,1,MUTATION,T3,t3_wrap_statement,,,8,8
R00025,2,UNTOUCHED,T1,none,3,5,3,5
R00025,3,UNTOUCHED,T1,none,12,14,14,16
R00026,0,CLONE_INTERVAL,T2,t2_change_string_literal,14,21,14,21
R00026,1,MUTATION,T2,t2_change_string_literal,15,15,15,15
R00026,2,UNTOUCHED,T1,none,5,13,5,13
R00026,3,UNTOUCHED,T1,none,22,25,22,25
R00027,0,CLONE_INTERVAL,T2,t2_change_string_literal,10,23,10,23
R00027,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00027,2,UNTOUCHED,T1,none,7,9,7,9
R00027,3,UNTOUCHED,T1,none,24,32,24,32
R00028,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00028,1,MUTATION,T3,t3_delete_statement,10,10,,
R00028,2,UNTOUCHED,T1,none,3,5,3,5
R00028,3,UNTOUCHED,T1,none,12,22,11,21
R00029,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,12,6,12
R00029,1,MUTATION,T1,t1_add_eol_comment,6,6,6,6
R00029,2,UNTOUCHED,T1,none,3,5,3,5
R00029,3,UNTOUCHED,T1,none,13,16,13,16
R00030,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,12,7,12
R00030,1,MUTATION,T1,t1_add_eol_comment,7,7,7,7
R00030,2,UNTOUCHED,T1,none,4,6,4,6
R00030,3,UNTOUCHED,T1,none,13,29,13,29
R00031,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00031,1,MUTATION,T3,t3_delete_statement,6,6,,
R00031,2,UNTOUCHED,T1,none,3,5,3,5
R00031,3,UNTOUCHED,T1,none,12,18,11,17
R00032,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00032,1,MUTATION,T3,t3_insert_statement,,,7,7
R00032,2,UNTOUCHED,T1,none,3,5,3,5
R00032,3,UNTOUCHED,T1,none,12,22,13,23
R00033,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00033,1,MUTATION,T1,t1_reindent,7,12,7,12
R00033,2,UNTOUCHED,T1,none,4,6,4,6
R00033,3,UNTOUCHED,T1,none,13,15,13,15
R00034,0,CLONE_INTERVAL,T3,t3_insert_statement,7,16,7,17
R00034,1,MUTATION,T3,t3_insert_statement,,,12,12
R00034,2,UNTOUCHED,T1,none,3,6,3,6
R00034,3,UNTOUCHED,T1,none,17,29,18,30
R00035,0,CLONE_INTERVAL,T2,t2_rename_local_x2,9,14,9,14
R00035,1,MUTATION,T2,t2_rename_local_x2,9,13,9,13
R00035,2,UNTOUCHED,T1,none,3,8,3,8
R00035,3,UNTOUCHED,T1,none,15,20,15,20
R00036,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,12,6,12
R00036,1,MUTATION,T1,t1_add_eol_comment,11,11,11,11
R00036,2,UNTOUCHED,T1,none,3,5,3,5
R00036,3,UNTOUCHED,T1,none,13,15,13,15
R00037,0,CLONE_INTERVAL,T3,t3_delete_statement,18,31,18,30
R00037,1,MUTATION,T3,t3_delete_statement,18,18,,
R00037,2,UNTOUCHED,T1,none,9,17,9,17
R00037,3,UNTOUCHED,T1,none,32,37,31,36
R00038,0,CLONE_INTERVAL,T1,t1_add_eol_comment,30,35,30,35
R00038,1,MUTATION,T1,t1_add_eol_comment,33,33,33,33
R00038,2,UNTOUCHED,T1,none,9,29,9,29
R00038,3,UNTOUCHED,T1,none,36,38,36,38
R00039,0,CLONE_INTERVAL,T3,t3_insert_statement,8,13,8,14
R00039,1,MUTATION,T3,t3_insert_statement,,,10,10
R00039,2,UNTOUCHED,T1,none,4,7,4,7
R00039,3,UNTOUCHED,T1,none,14,19,15,20
R00040,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00040,1,MUTATION,T1,t1_add_blank_line,,,10,10
R00040,2,UNTOUCHED,T1,none,3,5,3,5
R00040,3,UNTOUCHED,T1,none,12,26,13,27
R00041,0,CLONE_INTERVAL,T2,t2_change_string_literal,12,19,12,19
R00041,1,MUTATION,T2,t2_change_string_literal,14,14,14,14
R00041,2,UNTOUCHED,T1,none,3,11,3,11
R00041,3,UNTOUCHED,T1,none,20,27,20,27
R00042,0,CLONE_INTERVAL,T1,t1_reindent,11,16,11,16
R00042,1,MUTATION,T1,t1_reindent,11,16,11,16
R00042,2,UNTOUCHED,T1,none,6,10,6,10
R00042,3,UNTOUCHED,T1,none,17,21,17,21
R00043,0,CLONE_INTERVAL,T1,t1_add_block_comment,29,45,29,46
R00043,1,MUTATION,T1,t1_add_block_comment,,,39,39
R00043,2,UNTOUCHED,T1,none,8,28,8,28
R00043,3,UNTOUCHED,T1,none,46,57,47,58
R00044,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,17,7,19
R00044,1,MUTATION,T3,t3_wrap_statement,,,8,8
R00044,2,UNTOUCHED,T1,none,4,6,4,6
R00044,3,UNTOUCHED,T1,none,18,21,20,23
R00045,0,CLONE_INTERVAL,T3,t3_delete_statement,8,25,8,24
R00045,1,MUTATION,T3,t3_delete_statement,9,9,,
R00045,2,UNTOUCHED,T1,none,3,7,3,7
R00045,3,UNTOUCHED,T1,none,26,28,25,27
R00046,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00046,1,MUTATION,T1,t1_reindent,7,12,7,12
R00046,2,UNTOUCHED,T1,none,3,6,3,6
R00046,3,UNTOUCHED,T1,none,13,21,13,21
R00047,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00047,1,MUTATION,T3,t3_insert_statement,,,10,10
R00047,2,UNTOUCHED,T1,none,3,5,3,5
R00047,3,UNTOUCHED,T1,none,12,17,13,18
R00048,0,CLONE_INTERVAL,T1,t1_reindent,6,26,6,28
R00048,1,MUTATION,T1,t1_reindent,6,26,6,28
R00048,2,UNTOUCHED,T1,none,3,5,3,5
R00048,3,UNTOUCHED,T1,none,27,29,29,31
R00049,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,15,7,16
R00049,1,MUTATION,T1,t1_add_blank_line,,,11,11
R00049,2,UNTOUCHED,T1,none,3,6,3,6
R00049,3,UNTOUCHED,T1,none,16,18,17,19
R00050,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00050,1,MUTATION,T1,t1_add_blank_line,,,11,11
R00050,2,UNTOUCHED,T1,none,3,6,3,6
R00050,3,UNTOUCHED,T1,none,13,17,14,18
R00051,0,CLONE_INTERVAL,T2,t2_change_string_literal,8,15,8,15
R00051,1,MUTATION,T2,t2_change_string_literal,14,14,14,14
R00051,2,UNTOUCHED,T1,none,3,7,3,7
R00051,3,UNTOUCHED,T1,none,16,19,16,19
R00052,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,16,6,16
R00052,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00052,2,UNTOUCHED,T1,none,3,5,3,5
R00052,3,UNTOUCHED,T1,none,17,36,17,36
R00053,0,CLONE_INTERVAL,T1,t1_reindent,6,11,6,11
R00053,1,MUTATION,T1,t1_reindent,6,11,6,11
R00053,2,UNTOUCHED,T1,none,3,5,3,5
R00053,3,UNTOUCHED,T1,none,12,24,12,24
R00054,0,CLONE_INTERVAL,T3,t3_delete_statement,25,30,24,28
R00054,1,MUTATION,T3,t3_delete_statement,30,30,,
R00054,2,UNTOUCHED,T1,none,8,24,7,23
R00054,3,UNTOUCHED,T1,none,31,34,29,32
R00055,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,17,7,17
R00055,1,MUTATION,T1,t1_add_eol_comment,8,8,8,8
R00055,2,UNTOUCHED,T1,none,3,6,3,6
R00055,3,UNTOUCHED,T1,none,18,29,18,29
R00056,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00056,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00056,2,UNTOUCHED,T1,none,3,5,3,5
R00056,3,UNTOUCHED,T1,none,12,19,12,19
R00057,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00057,1,MUTATION,T1,t1_add_blank_line,,,7,7
R00057,2,UNTOUCHED,T1,none,3,5,3,5
R00057,3,UNTOUCHED,T1,none,12,21,13,22
R00058,0,CLONE_INTERVAL,T3,t3_wrap_statement,10,15,10,17
R00058,1,MUTATION,T3,t3_wrap_statement,,,12,12
R00058,2,UNTOUCHED,T1,none,7,9,7,9
R00058,3,UNTOUCHED,T1,none,16,19,18,21
R00059,0,CLONE_INTERVAL,T3,t3_delete_statement,24,29,24,28
R00059,1,MUTATION,T3,t3_delete_statement,28,28,,
R00059,2,UNTOUCHED,T1,none,9,23,9,23
R00059,3,UNTOUCHED,T1,none,30,37,29,36
R00060,0,CLONE_INTERVAL,T2,t2_rename_local_x1,11,26,11,26
R00060,1,MUTATION,T2,t2_rename_local_x1,12,18,12,18
R00060,2,UNTOUCHED,T1,none,3,10,3,10
R00060,3,UNTOUCHED,T1,none,27,29,27,29
R00061,0,CLONE_INTERVAL,T2,t2_rename_local_x2,9,14,9,14
R00061,1,MUTATION,T2,t2_rename_local_x2,9,12,9,12
R00061,2,UNTOUCHED,T1,none,6,8,6,8
R00061,3,UNTOUCHED,T1,none,15,23,15,23
R00062,0,CLONE_INTERVAL,T2,t2_rename_local_x2,7,16,7,16
R00062,1,MUTATION,T2,t2_rename_local_x2,8,14,8,14
R00062,2,UNTOUCHED,T1,none,3,6,3,6
R00062,3,UNTOUCHED,T1,none,17,22,17,22
R00063,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00063,1,MUTATION,T3,t3_delete_statement,6,6,,
R00063,2,UNTOUCHED,T1,none,3,5,3,5
R00063,3,UNTOUCHED,T1,none,12,15,11,14
R00064,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,18,9,18
R00064,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00064,2,UNTOUCHED,T1,none,5,8,5,8
R00064,3,UNTOUCHED,T1,none,19,22,19,22
R00065,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,15,8,17
R00065,1,MUTATION,T3,t3_wrap_statement,,,11,11
R00065,2,UNTOUCHED,T1,none,4,7,4,7
R00065,3,UNTOUCHED,T1,none,16,18,18,20
R00066,0,CLONE_INTERVAL,T2,t2_change_string_literal,14,25,14,25
R00066,1,MUTATION,T2,t2_change_string_literal,16,16,16,16
R00066,2,UNTOUCHED,T1,none,11,13,11,13
R00066,3,UNTOUCHED,T1,none,26,30,26,30
R00067,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,18,9,18
R00067,1,MUTATION,T1,t1_add_eol_comment,15,15,15,15
R00067,2,UNTOUCHED,T1,none,3,8,3,8
R00067,3,UNTOUCHED,T1,none,19,24,19,24
R00068,0,CLONE_INTERVAL,T3,t3_insert_statement,13,18,13,18
R00068,1,MUTATION,T3,t3_insert_statement,,,19,19
R00068,2,UNTOUCHED,T1,none,3,12,3,12
R00068,3,UNTOUCHED,T1,none,19,32,20,33
R00069,0,CLONE_INTERVAL,T1,t1_reindent,10,21,10,21
R00069,1,MUTATION,T1,t1_reindent,10,21,10,21
R00069,2,UNTOUCHED,T1,none,4,9,4,9
R00069,3,UNTOUCHED,T1,none,22,24,22,24
R00070,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00070,1,MUTATION,T1,t1_reindent,7,12,7,12
R00070,2,UNTOUCHED,T1,none,4,6,4,6
R00070,3,UNTOUCHED,T1,none,13,19,13,19
R00071,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,12,6,12
R00071,1,MUTATION,T2,t2_rename_local_x1,7,8,7,8
R00071,2,UNTOUCHED,T1,none,3,5,3,5
R00071,3,UNTOUCHED,T1,none,13,18,13,18
R00072,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,6,10
R00072,1,MUTATION,T3,t3_delete_statement,11,11,,
R00072,2,UNTOUCHED,T1,none,4,6,3,5
R00072,3,UNTOUCHED,T1,none,13,24,11,22
R00073,0,CLONE_INTERVAL,T1,t1_add_blank_line,79,85,79,86
R00073,1,MUTATION,T1,t1_add_blank_line,,,84,84
R00073,2,UNTOUCHED,T1,none,72,78,72,78
R00073,3,UNTOUCHED,T1,none,86,97,87,98
R00074,0,CLONE_INTERVAL,T2,t2_rename_local_x3,14,25,14,25
R00074,1,MUTATION,T2,t2_rename_local_x3,14,23,14,23
R00074,2,UNTOUCHED,T1,none,9,13,9,13
R00074,3,UNTOUCHED,T1,none,26,31,26,31
R00075,0,CLONE_INTERVAL,T2,t2_rename_local_x3,9,21,9,21
R00075,1,MUTATION,T2,t2_rename_local_x3,10,17,10,17
R00075,2,UNTOUCHED,T1,none,5,8,5,8
R00075,3,UNTOUCHED,T1,none,22,27,22,27
R00076,0,CLONE_INTERVAL,T3,t3_insert_statement,6,17,6,17
R00076,1,MUTATION,T3,t3_insert_statement,,,18,18
R00076,2,UNTOUCHED,T1,none,3,5,3,5
R00076,3,UNTOUCHED,T1,none,18,23,19,24
R00077,0,CLONE_INTERVAL,T3,t3_delete_statement,17,26,17,25
R00077,1,MUTATION,T3,t3_delete_statement,18,18,,
R00077,2,UNTOUCHED,T1,none,7,16,7,16
R00077,3,UNTOUCHED,T1,none,27,30,26,29
R00078,0,CLONE_INTERVAL,T3,t3_wrap_statement,10,18,10,20
R00078,1,MUTATION,T3,t3_wrap_statement,,,14,14
R00078,2,UNTOUCHED,T1,none,3,9,3,9
R00078,3,UNTOUCHED,T1,none,19,38,21,40
R00079,0,CLONE_INTERVAL,T2,t2_rename_local_x4,11,24,11,24
R00079,1,MUTATION,T2,t2_rename_local_x4,11,23,11,23
R00079,2,UNTOUCHED,T1,none,3,10,3,10
R00079,3,UNTOUCHED,T1,none,25,27,25,27
R00080,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,24,7,24
R00080,1,MUTATION,T1,t1_add_eol_comment,10,10,10,10
R00080,2,UNTOUCHED,T1,none,4,6,4,6
R00080,3,UNTOUCHED,T1,none,25,27,25,27
R00081,0,CLONE_INTERVAL,T2,t2_change_string_literal,8,13,8,13
R00081,1,MUTATION,T2,t2_change_string_literal,12,12,12,12
R00081,2,UNTOUCHED,T1,none,5,7,5,7
R00081,3,UNTOUCHED,T1,none,14,32,14,32
R00082,0,CLONE_INTERVAL,T3,t3_insert_statement,9,14,9,15
R00082,1,MUTATION,T3,t3_insert_statement,,,10,10
R00082,2,UNTOUCHED,T1,none,3,8,3,8
R00082,3,UNTOUCHED,T1,none,15,19,16,20
R00083,0,CLONE_INTERVAL,T1,t1_add_block_comment,75,80,75,81
R00083,1,MUTATION,T1,t1_add_block_comment,,,78,78
R00083,2,UNTOUCHED,T1,none,70,74,70,74
R00083,3,UNTOUCHED,T1,none,81,90,82,91
R00084,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00084,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00084,2,UNTOUCHED,T1,none,3,5,3,5
R00084,3,UNTOUCHED,T1,none,12,29,12,29
R00085,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,14,6,14
R00085,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00085,2,UNTOUCHED,T1,none,3,5,3,5
R00085,3,UNTOUCHED,T1,none,15,33,15,33
R00086,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,25,6,25
R00086,1,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00086,2,UNTOUCHED,T1,none,3,5,3,5
R00086,3,UNTOUCHED,T1,none,26,28,26,28
R00087,0,CLONE_INTERVAL,T1,t1_reindent,76,81,76,81
R00087,1,MUTATION,T1,t1_reindent,76,81,76,81
R00087,2,UNTOUCHED,T1,none,73,75,73,75
R00087,3,UNTOUCHED,T1,none,82,92,82,92
R00088,0,CLONE_INTERVAL,T3,t3_insert_statement,6,24,6,25
R00088,1,MUTATION,T3,t3_insert_statement,,,7,7
R00088,2,UNTOUCHED,T1,none,3,5,3,5
R00088,3,UNTOUCHED,T1,none,25,27,26,28
R00089,0,CLONE_INTERVAL,T3,t3_wrap_statement,123,128,123,130
R00089,1,MUTATION,T3,t3_wrap_statement,,,125,125
R00089,2,UNTOUCHED,T1,none,120,122,120,122
R00089,3,UNTOUCHED,T1,none,129,137,131,139
R00090,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,13,8,15
R00090,1,MUTATION,T3,t3_wrap_statement,,,9,9
R00090,2,UNTOUCHED,T1,none,3,7,3,7
R00090,3,UNTOUCHED,T1,none,14,19,16,21
R00091,0,CLONE_INTERVAL,T2,t2_rename_local_x1,8,18,8,18
R00091,1,MUTATION,T2,t2_rename_local_x1,8,8,8,8
R00091,2,UNTOUCHED,T1,none,3,7,3,7
R00091,3,UNTOUCHED,T1,none,19,24,19,24
R00092,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,15,8,15
R00092,1,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00092,2,UNTOUCHED,T1,none,5,7,5,7
R00092,3,UNTOUCHED,T1,none,16,18,16,18
R00093,0,CLONE_INTERVAL,T2,t2_rename_local_x4,6,11,6,11
R00093,1,MUTATION,T2,t2_rename_local_x4,6,11,6,11
R00093,2,UNTOUCHED,T1,none,3,5,3,5
R00093,3,UNTOUCHED,T1,none,12,27,12,27
R00094,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00094,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00094,2,UNTOUCHED,T1,none,3,5,3,5
R00094,3,UNTOUCHED,T1,none,12,17,12,17
R00095,0,CLONE_INTERVAL,T1,t1_add_blank_line,54,59,54,60
R00095,1,MUTATION,T1,t1_add_blank_line,,,55,55
R00095,2,UNTOUCHED,T1,none,51,53,51,53
R00095,3,UNTOUCHED,T1,none,60,63,61,64
R00096,0,CLONE_INTERVAL,T1,t1_reindent,6,14,6,14
R00096,1,MUTATION,T1,t1_reindent,6,14,6,14
R00096,2,UNTOUCHED,T1,none,3,5,3,5
R00096,3,UNTOUCHED,T1,none,15,18,15,18
R00097,0,CLONE_INTERVAL,T3,t3_delete_statement,16,22,16,20
R00097,1,MUTATION,T3,t3_delete_statement,17,18,,
R00097,2,UNTOUCHED,T1,none,5,15,5,15
R00097,3,UNTOUCHED,T1,none,23,35,21,33
R00098,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,12,6,12
R00098,1,MUTATION,T1,t1_add_eol_comment,7,7,7,7
R00098,2,UNTOUCHED,T1,none,3,5,3,5
R00098,3,UNTOUCHED,T1,none,13,25,13,25
R00099,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,13,8,13
R00099,1,MUTATION,T1,t1_add_eol_comment,11,11,11,11
R00099,2,UNTOUCHED,T1,none,3,7,3,7
R00099,3,UNTOUCHED,T1,none,14,26,14,26
R00100,0,CLONE_INTERVAL,T2,t2_rename_local_x6,10,22,10,22
R00100,1,MUTATION,T2,t2_rename_local_x6,11,21,11,21
R00100,2,UNTOUCHED,T1,none,6,9,6,9
R00100,3,UNTOUCHED,T1,none,23,25,23,25
R00101,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,12,6,12
R00101,1,MUTATION,T1,t1_add_eol_comment,12,12,12,12
R00101,2,UNTOUCHED,T1,none,3,5,3,5
R00101,3,UNTOUCHED,T1,none,13,18,13,18
R00102,0,CLONE_INTERVAL,T2,t2_rename_local_x1,7,15,7,15
R00102,1,MUTATION,T2,t2_rename_local_x1,7,14,7,14
R00102,2,UNTOUCHED,T1,none,3,6,3,6
R00102,3,UNTOUCHED,T1,none,16,18,16,18
R00103,0,CLONE_INTERVAL,T2,t2_rename_local_x2,7,16,7,16
R00103,1,MUTATION,T2,t2_rename_local_x2,10,12,10,12
R00103,2,UNTOUCHED,T1,none,3,6,3,6
R00103,3,UNTOUCHED,T1,none,17,22,17,22
R00104,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,15,7,15
R00104,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00104,2,UNTOUCHED,T1,none,3,6,3,6
R00104,3,UNTOUCHED,T1,none,16,18,16,18
R00105,0,CLONE_INTERVAL,T2,t2_rename_local_x3,7,25,7,25
R00105,1,MUTATION,T2,t2_rename_local_x3,13,22,13,22
R00105,2,UNTOUCHED,T1,none,3,6,3,6
R00105,3,UNTOUCHED,T1,none,26,34,26,34
R00106,0,CLONE_INTERVAL,T1,t1_add_blank_line,95,100,95,101
R00106,1,MUTATION,T1,t1_add_blank_line,,,100,100
R00106,2,UNTOUCHED,T1,none,90,94,90,94
R00106,3,UNTOUCHED,T1,none,101,110,102,111
R00107,0,CLONE_INTERVAL,T3,t3_insert_statement,8,14,8,14
R00107,1,MUTATION,T3,t3_insert_statement,,,15,15
R00107,2,UNTOUCHED,T1,none,3,7,3,7
R00107,3,UNTOUCHED,T1,none,15,23,16,24
R00108,0,CLONE_INTERVAL,T1,t1_reindent,95,101,95,101
R00108,1,MUTATION,T1,t1_reindent,95,101,95,101
R00108,2,UNTOUCHED,T1,none,88,94,88,94
R00108,3,UNTOUCHED,T1,none,102,113,102,113
R00109,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,11,6,11
R00109,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00109,2,UNTOUCHED,T1,none,3,5,3,5
R00109,3,UNTOUCHED,T1,none,12,22,12,22
