pair_id,left_path,right_path
java_semantic_recursive_max_02,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/RecursiveMax.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/IterativeMax.java
java_semantic_set_bool_03,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/SetUnique.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/BooleanArrayUnique.java
java_semantic_sort_stream_04,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/SortThenScan.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/StreamDistinct.java
java_semantic_loop_set_05,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/LoopContains.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/SetContains.java
java_semantic_dfs_06,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/RecursiveDepth.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/IterativeDepth.java
java_semantic_reverse_07,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/StringBuilderReverse.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/CharArrayReverse.java
java_semantic_count_08,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/MapCount.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/t4_internal_call/ArrayCount.java
java_nonclone_01,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/ScoreCalculator.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/UserParser.java
java_nonclone_api_overlap_02,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/ListPrinter.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/NameCollector.java
java_nonclone_sorting_03,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/GradeSorter.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/WordFrequency.java
java_nonclone_loop_04,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/TemperatureAlert.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/PasswordMasker.java
java_nonclone_string_05,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/CsvColumnPicker.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/SlugBuilder.java
java_nonclone_numbers_06,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/PrimeCounter.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/BudgetBalancer.java
java_nonclone_maps_07,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/InventoryLookup.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/SessionCleaner.java
java_nonclone_validation_08,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/EmailValidator.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/evaluation/samples/java/nonclone/RangeLimiter.java
