label,is_clone,fid,stype,simtok,file1,file2,S1,S2,S3,S4,S5,Combined
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,7,3,0.870967741935484,BubbleSort.java,BubbleSort.java,58.4900,40.3500,70.9100,89.9200,0.0000,43.2800
T3_strong,True,7,3,0.792792792792793,BubbleSort.java,BubbleSort.java,52.9400,23.7300,68.5200,74.5800,N/A,54.9400
T3_strong,True,7,3,0.792792792792793,BubbleSort.java,BubbleSort.java,52.9400,23.7300,68.5200,74.5800,N/A,54.9400
T3_strong,True,7,3,0.801801801801802,BubbleSort.java,BubbleSort.java,52.9400,30.3600,68.5200,75.4200,N/A,56.8100
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,7,3,0.701612903225806,BubbleSort.java,BubbleSort.java,37.7000,20.3100,50.0000,68.9900,0.0000,29.5000
T3_strong,True,7,3,0.792792792792793,BubbleSort.java,BubbleSort.java,52.9400,23.7300,68.5200,74.5800,N/A,54.9400
T3_strong,True,7,3,0.831858407079646,BubbleSort.java,BubbleSort.java,53.5700,40.7400,55.7400,81.3600,0.0000,38.5700
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,6,3,0.901960784313726,FTP_ApacheCommonsNet_Samples.java,FTP_ApacheCommonsNet_Samples.java,83.8700,52.1700,95.0000,90.9100,100.0000,86.9900
T3_strong,True,7,3,0.792792792792793,BubbleSort.java,BubbleSort.java,52.9400,23.7300,68.5200,74.5800,N/A,54.9400
T3_strong,True,6,3,0.723076923076923,FTP_ApacheCommonsNet_Samples.java,FTP_FTP4J_Samples.java,58.8200,37.0400,85.7100,73.2400,66.6700,64.6900
T3_strong,True,6,3,0.890909090909091,FTP_ApacheCommonsNet_Samples.java,FTP_FTP4J_Samples.java,73.5300,33.3300,90.4800,80.3300,100.0000,79.6100
T3_strong,True,6,3,0.890909090909091,FTP_ApacheCommonsNet_Samples.java,FTP_ApacheCommonsNet_Samples.java,87.8800,33.3300,90.4800,83.6100,100.0000,82.5500
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,7,3,0.870967741935484,BubbleSort.java,BubbleSort.java,58.4900,40.3500,70.9100,89.9200,0.0000,43.2800
T3_strong,True,6,3,0.909090909090909,FTP_FTP4J_Samples.java,FTP_FTP4J_Samples.java,82.1400,52.1700,95.0000,91.5300,100.0000,86.8100
T3_strong,True,6,3,0.916666666666667,FTP_ApacheCommonsNet_Samples.java,FTP_ApacheCommonsNet_Samples.java,100.0000,56.5200,100.0000,92.4200,100.0000,91.4900
T3_strong,True,7,3,0.979591836734694,BubbleSort.java,BubbleSort.java,100.0000,62.7900,100.0000,98.0600,N/A,90.2100
T3_strong,True,6,3,0.901960784313726,FTP_ApacheCommonsNet_Samples.java,FTP_FTP4J_Samples.java,68.7500,52.1700,95.0000,89.0900,100.0000,84.1700
T3_strong,True,7,3,0.801801801801802,BubbleSort.java,BubbleSort.java,52.9400,30.3600,68.5200,75.4200,N/A,56.8100
T3_strong,True,7,3,0.981981981981982,BubbleSort.java,BubbleSort.java,100.0000,46.1500,100.0000,98.3100,N/A,86.1100
T3_strong,True,6,3,0.901960784313726,FTP_ApacheCommonsNet_Samples.java,FTP_ApacheCommonsNet_Samples.java,83.8700,52.1700,95.0000,90.9100,100.0000,86.9900
T3_strong,True,7,3,0.792792792792793,BubbleSort.java,BubbleSort.java,52.9400,23.7300,68.5200,74.5800,N/A,54.9400
T3_strong,True,7,3,0.79646017699115,BubbleSort.java,BubbleSort.java,38.7100,23.4400,47.6900,60.1700,0.0000,28.3300
T3_strong,True,6,3,0.927272727272727,FTP_ApacheCommonsNet_Samples.java,FTP_FTP4J_Samples.java,84.3800,70.0000,100.0000,93.2200,100.0000,91.2700
T3_strong,True,7,3,0.792792792792793,BubbleSort.java,BubbleSort.java,52.9400,23.7300,68.5200,74.5800,N/A,54.9400
T3_strong,True,7,3,0.801801801801802,BubbleSort.java,BubbleSort.java,52.9400,25.8600,68.5200,75.4200,N/A,55.6900
T3_strong,True,6,3,0.92,FTP_ApacheCommonsNet_Samples.java,FTP_FTP4J_Samples.java,81.4800,71.4300,100.0000,92.5900,100.0000,90.9200
T3_strong,True,7,3,0.979591836734694,BubbleSort.java,BubbleSort.java,100.0000,62.7900,100.0000,98.0600,N/A,90.2100
T3_strong,True,7,3,0.701612903225806,BubbleSort.java,BubbleSort.java,37.7000,20.3100,50.0000,68.9900,0.0000,29.5000
T3_medium,True,4,3,0.620689655172414,CopyFileSamples.java,CopyFileSamples.java,53.6600,30.5600,57.5800,65.5200,25.0000,42.8800
T3_medium,True,4,3,0.626168224299065,CopyFileSamples.java,CopyFileSamples.java,47.8300,26.1900,47.3700,56.8600,12.5000,33.8700
T3_medium,True,4,3,0.620689655172414,CopyFileSamples.java,CopyFileSamples.java,53.6600,30.5600,57.5800,65.5200,25.0000,42.8800
T3_medium,True,4,3,0.504672897196262,CopyFileSamples.java,CopyFileSamples.java,55.8800,37.9300,68.0000,55.8800,14.2900,41.0400
T3_medium,True,2,3,0.586206896551724,DownloadWebpage.java,DownloadWebpage.java,58.1800,37.6800,72.9200,52.3300,16.6700,42.4100
T3_medium,True,4,3,0.504672897196262,CopyFileSamples.java,CopyFileSamples.java,55.8800,37.9300,68.0000,55.8800,14.2900,41.0400
T3_medium,True,4,3,0.579439252336449,CopyFileSamples.java,CopyFileSamples.java,66.6700,35.4800,70.3700,57.8400,11.1100,42.1000
T3_weak,True,2,3,0.454022988505747,DownloadWebpage.java,DownloadWebpage.java,67.3500,50.0000,74.4700,45.9300,25.0000,47.9600
T3_weak,True,4,3,0.348484848484849,CopyFileSamples.java,CopyFileSamples.java,48.2800,20.0000,45.8300,36.5100,0.0000,25.1000
T3_weak,True,4,3,0.224299065420561,CopyFileSamples.java,CopyFileSamples.java,43.7500,17.2400,45.8300,24.5100,0.0000,21.8900
T3_weak,True,4,3,0.275862068965517,CopyFileSamples.java,CopyFileSamples.java,36.5900,13.8900,32.3500,28.7400,0.0000,18.5900
T3_weak,True,4,3,0.444444444444444,CopyFileSamples.java,CopyFileSamples.java,57.6900,33.3300,55.0000,43.8600,0.0000,31.6500
T3_weak,True,4,3,0.444444444444444,CopyFileSamples.java,CopyFileSamples.java,57.6900,33.3300,55.0000,43.8600,0.0000,31.6500
non-clone,False,11/10,0,0,CreateRSAKeys.java,ConnectToDatabaseJDBC.java,12.7700,4.7600,11.9000,17.3100,0.0000,7.7900
non-clone,False,3/2,0,0,ExecuteExternalProcessAndReadInput.java,OpenURLInSystemBrowser.java,30.7700,16.3300,37.8400,23.7300,0.0000,18.1100
non-clone,False,8/11,0,0,BubbleSort.java,CreateJavaProject.java,2.6700,1.3900,9.4600,26.2200,0.0000,6.6200
non-clone,False,10/9,0,0,PlaySound.java,OpenFileInDesktopApp.java,46.4300,32.1400,55.5600,62.0000,16.6700,38.2400
non-clone,False,3/8,0,0,CallMethodUsingReflection.java,ParseCSVFile.java,16.4400,11.4300,22.6700,26.0500,0.0000,12.7600
non-clone,False,8/3,0,0,ShuffleArrayInPlace.java,WritePDF.java,14.0400,14.8100,23.5300,32.2900,0.0000,14.1100
non-clone,False,6/3,0,0,ZipFiles.java,BubbleSort.java,12.2000,10.6700,26.3200,36.1800,0.0000,14.2300
non-clone,False,4/10,0,0,InstantiateNamedClassUsingReflection.java,CreateJavaProject.java,40.4800,16.3300,43.9000,35.3700,0.0000,22.6800
non-clone,False,5/4,0,0,Fibonacci.java,OpenFileInDesktopApp.java,2.7800,0.0000,7.8900,17.0700,0.0000,4.6200
non-clone,False,5/11,0,0,PlaySound.java,LoadFont.java,72.7300,32.1400,86.3600,77.1900,0.0000,44.7400
non-clone,False,11/5,0,0,UnZip.java,CallMethodUsingReflection.java,14.9400,4.4900,24.3600,34.6200,0.0000,13.0700
non-clone,False,4/10,0,0,CopyFileSamples.java,WritePDF.java,30.2300,19.5100,30.5600,43.1400,10.0000,23.9100
non-clone,False,11/6,0,0,PlaySound.java,TransposeMatrix.java,4.1700,0.0000,8.7700,21.9800,0.0000,5.8200
non-clone,False,4/5,0,0,DeleteFolderRecursively.java,SendEMail.java,18.3300,7.4600,16.8900,26.1900,0.0000,11.4800
non-clone,False,11/10,0,0,CRC32FileChecksum.java,EncryptFile.java,39.6200,23.6400,44.9000,47.7300,28.5700,35.5000
non-clone,False,4/11,0,0,EncryptFile.java,ExecuteExternalProcessAndReadInput.java,36.5400,8.4500,36.0000,40.9100,0.0000,20.3200
non-clone,False,6/4,0,0,CopyFileSamples.java,DownloadWebpage.java,34.7800,32.5600,41.4600,51.9600,12.5000,30.9600
non-clone,False,5/2,0,0,FTP_FTP4J_Samples.java,UnZip.java,14.4700,1.4100,21.3100,26.9200,0.0000,10.6900
non-clone,False,3/4,0,0,OpenURLInSystemBrowser.java,ShuffleArrayInPlace.java,11.3200,8.0000,18.8700,27.0800,0.0000,10.8800
non-clone,False,11/2,0,0,WritePDF.java,ConnectToDatabaseJDBC.java,20.0000,14.0000,28.8900,26.9200,0.0000,14.9700
non-clone,False,2/7,0,0,LoadFont.java,CreateRSAKeys.java,26.9200,10.7100,25.0000,33.3300,0.0000,16.0000
non-clone,False,8/3,0,0,OpenURLInSystemBrowser.java,ParseXML2Dom.java,55.5600,26.6700,48.4800,42.8600,0.0000,28.9300
non-clone,False,10/3,0,0,ExtactUsingRegex.java,ParseXML2Dom.java,51.5200,31.4300,62.5000,46.3400,0.0000,31.9600
non-clone,False,6/4,0,0,CopyDirectoryTree.java,OpenFileInDesktopApp.java,50.0000,13.1600,53.1300,37.6600,0.0000,25.6600
non-clone,False,9/5,0,0,OpenFileInDesktopApp.java,ShuffleArrayInPlace.java,9.0900,8.0000,21.5700,26.0400,0.0000,10.7800
non-clone,False,7/6,0,0,ShuffleArrayInPlace.java,CopyFileSamples.java,11.6700,7.2700,24.0000,27.4500,0.0000,11.7300
non-clone,False,2/4,0,0,ScreenShot.java,ConnectToDatabaseJDBC.java,39.1300,13.4600,55.2600,41.3500,0.0000,24.8700
non-clone,False,8/9,0,0,GCD.java,BubbleSort.java,12.7700,1.9600,22.2200,31.0700,N/A,17.0000
non-clone,False,6/9,0,0,FTP_FTP4J_Samples.java,EncryptFile.java,27.7800,5.7700,27.0800,38.6400,0.0000,16.5400
non-clone,False,2/8,0,0,FTP_ApacheCommonsNet_Samples.java,PlaySound.java,38.8900,16.1300,44.4400,56.3600,0.0000,25.9700
non-clone,False,10/11,0,0,Fibonacci.java,DownloadWebpage.java,4.3500,0.0000,10.4200,16.8700,0.0000,5.2700
non-clone,False,2/6,0,0,CallMethodUsingReflection.java,CopyDirectoryTree.java,23.7300,12.5000,27.7800,42.0200,0.0000,17.6700
non-clone,False,6/9,0,0,CallMethodUsingReflection.java,CopyFileSamples.java,18.6400,10.9100,26.9200,37.8200,0.0000,15.7200
non-clone,False,8/4,0,0,TransposeMatrix.java,FileChooser.java,6.1500,4.8400,15.4900,22.7300,0.0000,8.2000
non-clone,False,11/8,0,0,CreateRSAKeys.java,ShuffleArrayInPlace.java,8.3300,6.5200,10.6400,17.7100,0.0000,7.2000
non-clone,False,5/11,0,0,ResizeObjectArray.java,CreateJavaProject.java,11.2700,2.8600,21.0500,31.7100,0.0000,11.1500
non-clone,False,2/7,0,0,FileChooser.java,GCD.java,1.9600,1.9200,17.6500,23.6400,0.0000,7.5300
non-clone,False,8/2,0,0,SetUpScrollingGraphicalViewer.java,ExecuteExternalProcessAndReadInput.java,13.8900,2.0400,25.8100,19.4900,0.0000,10.2000
non-clone,False,4/8,0,0,CallMethodUsingReflection.java,SendEMail.java,12.0500,9.5200,19.0800,23.8500,0.0000,10.7500
non-clone,False,2/5,0,0,InstantiateNamedClassUsingReflection.java,WritePDF.java,23.0800,15.3800,30.5600,23.6800,0.0000,15.4500
non-clone,False,8/10,0,0,CallMethodUsingReflection.java,ParseXML2Dom.java,31.9100,13.7300,38.7800,52.1000,0.0000,22.7500
non-clone,False,7/10,0,0,SetUpGraphicalViewerSelectionEventHandler.java,FTP_FTP4J_Samples.java,17.1400,11.1100,28.6000,21.1000,0.0000,12.9900
non-clone,False,4/3,0,0,MD5.java,ConnectToDatabaseJDBC.java,21.2100,8.2000,29.5100,29.8100,0.0000,14.7900
non-clone,False,9/11,0,0,PlaySound.java,FTP_ApacheCommonsNet_Samples.java,38.8900,16.1300,44.4400,56.3600,0.0000,25.9700
non-clone,False,11/8,0,0,ScreenShot.java,ScreenShot.java,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
non-clone,False,7/8,0,0,InstantiateNamedClassUsingReflection.java,GCD.java,6.0600,2.8600,18.9200,32.8900,0.0000,10.1200
non-clone,False,8/6,0,0,OpenFileInDesktopApp.java,WritePDF.java,28.9500,12.8200,38.2400,33.7800,14.2900,23.7300
non-clone,False,3/4,0,0,PrimeFactors.java,CRC32FileChecksum.java,12.9000,7.2700,23.6400,45.8300,0.0000,14.9400
non-clone,False,5/7,0,0,BinarySearch.java,ZipFiles.java,4.1700,1.4100,9.4600,26.3200,0.0000,6.8900
non-clone,False,11/3,0,0,EncryptFile.java,CopyDirectoryTree.java,30.3600,8.6200,34.0000,40.1500,0.0000,18.8500
non-clone,False,5/10,0,0,BubbleSort.java,TransposeMatrix.java,12.9000,8.4700,18.9200,31.0700,N/A,17.8400
non-clone,False,3/9,0,0,FileChooser.java,CopyDirectoryTree.java,22.8100,12.9600,35.4200,30.0000,0.0000,16.8600
non-clone,False,10/3,0,0,CopyDirectoryTree.java,ExtactUsingRegex.java,41.8600,24.3900,47.2200,37.8000,0.0000,25.2100
non-clone,False,5/11,0,0,SetUpScrollingGraphicalViewer.java,ConnectToDatabaseJDBC.java,19.0500,13.5100,27.7800,23.0800,0.0000,13.9000
non-clone,False,4/7,0,0,OpenFileInDesktopApp.java,WritePDF.java,28.9500,12.8200,38.2400,33.7800,14.2900,23.7300
non-clone,False,2/7,0,0,ConnectToDatabaseJDBC.java,XMPPSendMessage.java,18.7500,6.1500,34.6900,31.7300,0.0000,15.2200
non-clone,False,6/3,0,0,ExecuteExternalProcessAndReadInput.java,ExecuteExternalProcessAndReadInput.java,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
non-clone,False,6/5,0,0,CreateJavaProject.java,DBUpdateAndRollback.java,21.6700,14.0400,38.0000,48.7800,0.0000,20.4100
non-clone,False,7/10,0,0,OpenURLInSystemBrowser.java,ShuffleArrayInPlace.java,11.3200,8.0000,18.8700,27.0800,0.0000,10.8800
non-clone,False,11/10,0,0,PrimeFactors.java,ConvertDateFormat.java,27.6600,9.7600,34.0900,26.3900,0.0000,16.3200
non-clone,False,11/3,0,0,SendEMail.java,SendEMail.java,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
non-clone,False,8/7,0,0,ScreenShot.java,CreateJavaProject.java,34.0400,15.7900,41.8600,35.9800,0.0000,21.2800
non-clone,False,2/4,0,0,CopyFileSamples.java,ConnectToDatabaseJDBC.java,28.3000,5.8800,42.5000,32.6900,0.0000,18.2300
non-clone,False,11/7,0,0,TransposeMatrix.java,ExecuteExternalProcessAndReadInput.java,3.3900,0.0000,7.6900,14.4100,0.0000,4.2500
non-clone,False,10/8,0,0,FileChooser.java,PlaySound.java,32.5600,10.0000,38.1000,33.6400,0.0000,19.0500
non-clone,False,3/2,0,0,DBUpdateAndRollback.java,FTP_ApacheCommonsNet_Samples.java,22.2200,7.3200,26.1900,34.5500,0.0000,15.0500
non-clone,False,7/3,0,0,PrimeFactors.java,MD5.java,23.8100,4.9200,36.0700,39.5800,0.0000,17.4000
non-clone,False,2/6,0,0,FileChooser.java,LoadFont.java,39.0200,12.5000,45.2400,32.7300,0.0000,21.5800
non-clone,False,4/7,0,0,ResizeObjectArray.java,CreateJavaProject.java,11.2700,2.8600,21.0500,31.7100,0.0000,11.1500
non-clone,False,8/7,0,0,Fibonacci.java,SendEMail.java,1.5200,0.0000,3.4900,19.2200,0.0000,4.0400
non-clone,False,4/3,0,0,MD5.java,BubbleSort.java,8.1100,7.6900,13.9200,14.5600,0.0000,7.3800
non-clone,False,8/10,0,0,ParseXML2Dom.java,MD5.java,24.0000,3.7700,29.6300,43.7500,0.0000,16.8600
non-clone,False,10/7,0,0,SetUpScrollingGraphicalViewer.java,BinarySearch.java,0.0000,0.0000,2.4400,18.1800,0.0000,3.4400
non-clone,False,2/10,0,0,SetUpScrollingGraphicalViewer.java,PlaySound.java,20.0000,11.1100,40.9100,46.0000,0.0000,19.6700
non-clone,False,2/11,0,0,CallMethodUsingReflection.java,CopyDirectoryTree.java,23.7300,12.5000,27.7800,42.0200,0.0000,17.6700
non-clone,False,3/6,0,0,SetUpGraphicalViewerSelectionEventHandler.java,DeleteFolderRecursively.java,14.2900,3.3300,17.0000,19.5800,0.0000,9.0300
non-clone,False,3/10,0,0,TestPalindrome.java,PlaySound.java,16.6700,7.8900,26.8300,40.9100,0.0000,15.3800
non-clone,False,6/8,0,0,ParseXML2Dom.java,GCD.java,6.0600,2.7800,17.9500,30.0000,0.0000,9.4600
non-clone,False,3/5,0,0,ConnectToDatabaseJDBC.java,GCD.java,10.4200,4.3500,22.2200,28.8500,0.0000,10.9700
non-clone,False,6/2,0,0,CRC32FileChecksum.java,ShuffleArrayInPlace.java,14.5200,15.7900,25.4500,33.3300,0.0000,14.8500
non-clone,False,4/7,0,0,ParseXML2Dom.java,CopyDirectoryTree.java,35.9000,28.5700,50.0000,61.0400,0.0000,29.2500
non-clone,False,10/7,0,0,TestPalindrome.java,DeleteFolderRecursively.java,13.9500,5.2600,23.8100,37.8800,0.0000,13.4800
non-clone,False,11/9,0,0,WritePDF.java,OpenFileInDesktopApp.java,28.9500,12.8200,38.2400,33.7800,14.2900,23.7300
non-clone,False,8/4,0,0,ScreenShot.java,UnZip.java,25.3700,10.6700,36.2100,31.3200,7.6900,19.8200
non-clone,False,11/3,0,0,FTP_FTP4J_Samples.java,ResizeObjectArray.java,11.2900,4.0800,17.7800,45.3600,0.0000,13.0900
non-clone,False,2/7,0,0,WritePDF.java,getMACAddresInStandardForm.java,13.8900,4.1100,14.4900,30.4300,0.0000,10.4900
non-clone,False,9/8,0,0,FileChooser.java,CRC32FileChecksum.java,24.5600,17.8600,38.0000,40.0000,0.0000,20.0700
non-clone,False,8/4,0,0,CRC32FileChecksum.java,ExecuteExternalProcessAndReadInput.java,21.1500,11.2900,29.5500,36.4400,0.0000,16.4100
non-clone,False,2/4,0,0,SetUpGraphicalViewerSelectionEventHandler.java,ExecuteExternalProcessAndReadInput.java,10.2600,0.0000,12.4200,14.2300,0.0000,6.1500
non-clone,False,8/2,0,0,CreateRSAKeys.java,ResizeObjectArray.java,10.0000,6.8200,17.9500,20.6200,0.0000,9.2300
non-clone,False,9/3,0,0,ConvertDateFormat.java,OpenFileInDesktopApp.java,40.6300,13.3300,41.9400,40.0000,0.0000,22.6500
non-clone,False,4/8,0,0,FTP_ApacheCommonsNet_Samples.java,GCD.java,7.1400,6.2500,17.1400,43.6400,0.0000,12.3600
non-clone,False,10/11,0,0,DownloadWebpage.java,CreateJavaProject.java,29.0900,14.2900,42.0000,35.3700,0.0000,20.1200
non-clone,False,4/10,0,0,FileChooser.java,ConvertDateFormat.java,35.5600,10.6400,42.8600,31.8200,0.0000,20.1400
non-clone,False,2/4,0,0,InstantiateNamedClassUsingReflection.java,ZipFiles.java,25.4200,11.6700,29.8200,34.2100,0.0000,16.8500
non-clone,False,8/6,0,0,TransposeMatrix.java,FileChooser.java,6.1500,4.8400,15.4900,22.7300,0.0000,8.2000
non-clone,False,11/9,0,0,Fibonacci.java,WritePDF.java,2.4400,0.0000,5.0000,18.9200,0.0000,4.3900
non-clone,False,10/5,0,0,BubbleSort.java,TransposeMatrix.java,12.9000,8.4700,18.9200,31.0700,N/A,17.8400
non-clone,False,2/6,0,0,ScreenShot.java,ExtactUsingRegex.java,42.1100,22.7300,57.5800,51.2200,0.0000,28.9400
non-clone,False,4/5,0,0,ExtactUsingRegex.java,UnZip.java,20.5500,3.8500,30.6500,30.7700,0.0000,14.3000
non-clone,False,3/9,0,0,CRC32FileChecksum.java,ExecuteExternalProcessAndReadInput.java,21.1500,11.2900,29.5500,36.4400,0.0000,16.4100
non-clone,False,5/8,0,0,DBUpdateAndRollback.java,TestPalindrome.java,14.0400,13.9500,29.4100,31.8200,0.0000,14.8700
non-clone,False,2/3,0,0,InstantiateNamedClassUsingReflection.java,LoadFileIntoByteArray.java,16.9500,6.6700,30.5100,33.0700,0.0000,14.5300
