"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTIONALITY_ID","SIM_BOTH","NAME1","TYPE1","S1","E1","NAME2","TYPE2","S2","E2"
"3422759","16987999","4","0.714285714285714","1676100.java","selected","297","315","861428.java","selected","327","347"
"7377245","18101018","4","0.720930232558139","1791490.java","selected","23","60","1612057.java","selected","26","56"
"12306305","22207779","4","0.863636363636364","2685107.java","selected","416","437","880474.java","selected","604","625"
"17788458","22207779","4","0.869565217391304","223148.java","selected","221","243","880474.java","selected","604","625"
"4889264","22207779","4","0.863636363636364","1208869.java","selected","460","481","880474.java","selected","604","625"
"3058819","17871426","4","0.888888888888889","1952858.java","selected","32","47","2139695.java","selected","18","33"
"20601754","20601756","4","0.739130434782609","2345804.java","selected","119","141","2345804.java","selected","173","191"
"20601756","20601757","4","0.894736842105263","2345804.java","selected","173","191","2345804.java","selected","199","217"
"7130579","7682647","4","0.784431137724551","2224914.java","selected","346","365","682613.java","selected","326","346"
"7682647","10467996","4","0.796407185628742","682613.java","selected","326","346","168944.java","selected","152","172"
"607724","7682647","4","0.754491017964072","93611.java","default","296","315","682613.java","selected","326","346"
"938889","7682647","4","0.754491017964072","100020.java","default","296","315","682613.java","selected","326","346"
"7682647","14778878","4","0.754491017964072","682613.java","selected","326","346","2159413.java","selected","299","318"
"7891900","19944975","4","0.896551724137931","535456.java","selected","54","69","1586915.java","selected","110","126"
"2461169","2668863","4","0.814814814814815","927691.java","selected","790","816","10730.java","selected","1126","1152"
"2461169","2668853","4","0.814814814814815","927691.java","selected","790","816","10730.java","selected","755","781"
"2461169","5751313","4","0.703703703703704","927691.java","selected","790","816","438322.java","selected","865","885"
"2461169","5751314","4","0.703703703703704","927691.java","selected","790","816","438322.java","selected","897","917"
"6432491","19752873","4","0.85","1535796.java","selected","130","149","194229.java","selected","236","255"
"18070589","22303544","4","0.875706214689266","2138232.java","selected","76","98","137393.java","selected","66","86"
"6233042","11066054","4","0.828571428571429","2472858.java","selected","36","70","2705355.java","selected","927","960"
"5148212","11066054","4","0.739316239316239","624984.java","selected","30","69","2705355.java","selected","927","960"
"778875","20080077","4","0.75","17633.java","default","31","61","1603133.java","selected","65","91"
"732800","20080077","4","0.75","76550.java","default","31","61","1603133.java","selected","65","91"
"598994","20080077","4","0.75","41293.java","default","116","146","1603133.java","selected","65","91"
"418257","20080077","4","0.75","92368.java","default","31","61","1603133.java","selected","65","91"
"160739","20080077","4","0.75","70495.java","default","31","61","1603133.java","selected","65","91"
"771802","20080077","4","0.75","119082.java","default","31","61","1603133.java","selected","65","91"
"413620","20080077","4","0.75","74210.java","default","116","146","1603133.java","selected","65","91"
"5856886","20080077","4","0.75","261718.java","selected","40","70","1603133.java","selected","65","91"
"427727","20080077","4","0.75","95696.java","default","31","61","1603133.java","selected","65","91"
"5086587","16378626","4","0.853932584269663","1556510.java","selected","104","114","2151077.java","selected","295","305"
"10689659","16378626","4","0.818181818181818","900945.java","selected","44","54","2151077.java","selected","295","305"
"16378626","19442138","4","0.727272727272727","2151077.java","selected","295","305","2616197.java","selected","52","61"
"6693221","16378626","4","0.727272727272727","2093001.java","selected","105","115","2151077.java","selected","295","305"
"12473411","16378626","4","0.818181818181818","1317500.java","selected","121","131","2151077.java","selected","295","305"
"16378626","20368648","4","0.727272727272727","2151077.java","selected","295","305","1059599.java","selected","79","89"
"3667136","16378626","4","0.818181818181818","106425.java","selected","85","95","2151077.java","selected","295","305"
"16378626","23494305","4","0.818181818181818","2151077.java","selected","295","305","941488.java","selected","297","307"
"10826994","16378626","4","0.727272727272727","2041650.java","selected","50","60","2151077.java","selected","295","305"
"9525318","16378626","4","0.727272727272727","776814.java","selected","79","89","2151077.java","selected","295","305"
"1863214","16378626","4","0.727272727272727","2350542.java","selected","38","47","2151077.java","selected","295","305"
"16378626","21425787","4","0.727272727272727","2151077.java","selected","295","305","1629556.java","selected","365","375"
"16378626","20036910","4","0.833333333333333","2151077.java","selected","295","305","523204.java","selected","83","94"
"16378626","23574216","4","0.818181818181818","2151077.java","selected","295","305","2524777.java","selected","33","43"
"10671994","16378626","4","0.769230769230769","1489853.java","selected","793","805","2151077.java","selected","295","305"
"16378626","22424633","4","0.727272727272727","2151077.java","selected","295","305","406861.java","selected","10","19"
"2668863","12614306","4","0.814814814814815","10730.java","selected","1126","1152","2339370.java","selected","791","817"
"2668853","12614306","4","0.814814814814815","10730.java","selected","755","781","2339370.java","selected","791","817"
"5751313","12614306","4","0.703703703703704","438322.java","selected","865","885","2339370.java","selected","791","817"
"5751314","12614306","4","0.703703703703704","438322.java","selected","897","917","2339370.java","selected","791","817"
"18489832","18611368","4","0.8","2526528.java","selected","238","265","1716483.java","selected","365","394"
"11933797","19549489","4","0.714285714285714","2676233.java","selected","195","201","1013593.java","selected","26","32"
"10685269","11933797","4","0.714285714285714","2279166.java","selected","32","38","2676233.java","selected","195","201"
"11933797","21247844","4","0.714285714285714","2676233.java","selected","195","201","1183848.java","selected","84","90"
"10131427","11933797","4","0.714285714285714","1385816.java","selected","49","55","2676233.java","selected","195","201"
"6527977","11933797","4","0.714285714285714","1152093.java","selected","55","61","2676233.java","selected","195","201"
"1896089","11933797","4","0.714285714285714","2205390.java","selected","47","53","2676233.java","selected","195","201"
"11933797","14702119","4","0.714285714285714","2676233.java","selected","195","201","1627071.java","selected","116","122"
"2575374","11933797","4","0.714285714285714","2256300.java","selected","15","21","2676233.java","selected","195","201"
"11933797","14598566","4","0.714285714285714","2676233.java","selected","195","201","1542784.java","selected","128","134"
"11933797","23058336","4","0.714285714285714","2676233.java","selected","195","201","690424.java","selected","14","20"
"11933797","20019847","4","0.714285714285714","2676233.java","selected","195","201","256068.java","selected","549","555"
"11933797","16098010","4","0.714285714285714","2676233.java","selected","195","201","2687364.java","selected","24","30"
"5297820","11933797","4","0.714285714285714","208660.java","selected","76","82","2676233.java","selected","195","201"
"11933797","20082006","4","0.714285714285714","2676233.java","selected","195","201","1893527.java","selected","47","53"
"4716110","11933797","4","0.714285714285714","1796857.java","selected","36","42","2676233.java","selected","195","201"
"7187035","7187036","4","0.714285714285714","2415883.java","selected","29","49","2415883.java","selected","51","69"
"2867246","10601019","4","0.7","2284904.java","selected","54","62","2077739.java","selected","747","755"
"2867246","10368839","4","0.7","2284904.java","selected","54","62","836722.java","selected","118","126"
"2867246","14879478","4","0.8","2284904.java","selected","54","62","2091393.java","selected","141","149"
"2867246","7458833","4","0.8","2284904.java","selected","54","62","1483889.java","selected","894","902"
"2867246","16924659","4","0.7","2284904.java","selected","54","62","2455851.java","selected","855","863"
"2867246","10337386","4","0.7","2284904.java","selected","54","62","1172615.java","selected","123","131"
"2867246","17791385","4","0.7","2284904.java","selected","54","62","499481.java","selected","849","857"
"2867246","5523389","4","0.7","2284904.java","selected","54","62","1823751.java","selected","50","58"
"2867246","13834118","4","0.7","2284904.java","selected","54","62","591946.java","selected","827","835"
"10893111","15537156","4","0.705882352941176","372744.java","selected","24","39","796324.java","selected","261","274"
"11050195","15537156","4","0.733333333333333","1141869.java","selected","113","125","796324.java","selected","261","274"
"11717079","15537156","4","0.75","1013927.java","selected","837","851","796324.java","selected","261","274"
"3578392","22306604","4","0.75","624024.java","selected","16","33","2505802.java","selected","359","378"
"3578392","13955716","4","0.708333333333333","624024.java","selected","16","33","2582891.java","selected","30","53"
"3578392","13351384","4","0.708333333333333","624024.java","selected","16","33","201950.java","selected","47","70"
"3578392","12524506","4","0.7","624024.java","selected","16","33","2741363.java","selected","237","256"
"2069219","3578392","4","0.708333333333333","1947495.java","selected","44","67","624024.java","selected","16","33"
"3578392","7678253","4","0.75","624024.java","selected","16","33","2147346.java","selected","28","47"
"3585152","10685269","4","0.857142857142857","1079095.java","selected","20","26","2279166.java","selected","32","38"
"153462","947406","4","0.789473684210526","57469.java","default","10","25","56130.java","default","5","18"
"8425181","21781575","4","0.7","344599.java","selected","72","81","222676.java","selected","86","94"
"316912","2467221","4","0.7","34119.java","default","1081","1089","2521981.java","selected","49","57"
"2467221","13927065","4","0.818181818181818","2521981.java","selected","49","57","1364523.java","selected","99","108"
"2467221","23252484","4","0.7","2521981.java","selected","49","57","24364.java","selected","105","112"
"2467221","7006052","4","0.727272727272727","2521981.java","selected","49","57","2300570.java","selected","308","317"
"2467221","14157859","4","0.8","2521981.java","selected","49","57","1371986.java","selected","196","204"
"2467221","7458833","4","0.7","2521981.java","selected","49","57","1483889.java","selected","894","902"
"775447","2467221","4","0.7","63589.java","default","1081","1089","2521981.java","selected","49","57"
"2467221","10337386","4","0.7","2521981.java","selected","49","57","1172615.java","selected","123","131"
"2467221","18600879","4","0.7","2521981.java","selected","49","57","2117277.java","selected","88","95"
"2467221","22221713","4","0.75","2521981.java","selected","49","57","1010374.java","selected","511","521"
"2467221","9592646","4","0.7","2521981.java","selected","49","57","580446.java","selected","7","14"
"2467221","6501291","4","0.727272727272727","2521981.java","selected","49","57","853320.java","selected","48","57"
"2467221","12236729","4","0.7","2521981.java","selected","49","57","382695.java","selected","324","331"
"2467221","18865693","4","0.7","2521981.java","selected","49","57","1194610.java","selected","180","187"
"2467221","2538511","4","0.7","2521981.java","selected","49","57","2260531.java","selected","504","511"
"2467221","20023016","4","0.7","2521981.java","selected","49","57","341629.java","selected","51","59"
"2467221","3318214","4","0.727272727272727","2521981.java","selected","49","57","664690.java","selected","712","721"
"2467221","14341904","4","0.7","2521981.java","selected","49","57","1669355.java","selected","59","66"
"2467221","10878062","4","0.7","2521981.java","selected","49","57","463196.java","selected","251","258"
"8425181","22670948","4","0.7","344599.java","selected","72","81","149408.java","selected","330","339"
"4672830","8071138","4","0.7","563459.java","selected","16","25","1868730.java","selected","67","75"
"11540200","23597499","4","0.782608695652174","161281.java","selected","146","166","95624.java","selected","283","305"
"4612220","20954717","4","0.714285714285714","666871.java","selected","137","149","1318150.java","selected","76","88"
"4612220","13122191","4","0.714285714285714","666871.java","selected","137","149","2154817.java","selected","36","47"
"4612220","16142024","4","0.714285714285714","666871.java","selected","137","149","60460.java","selected","65","77"
"4612220","17477951","4","0.714285714285714","666871.java","selected","137","149","2337215.java","selected","43","54"
"4721547","5869954","4","0.833333333333333","636882.java","selected","10","27","968971.java","selected","42","59"
"3024992","3024993","4","0.727272727272727","2078997.java","selected","284","294","2078997.java","selected","296","306"
"3024981","3024993","4","0.727272727272727","2078997.java","selected","148","158","2078997.java","selected","296","306"
"3024978","3024993","4","0.727272727272727","2078997.java","selected","110","120","2078997.java","selected","296","306"
"15193","20514481","4","0.764705882352941","133782.java","default","314","351","1718200.java","selected","88","128"
"10369570","20514481","4","0.833718244803695","1207917.java","selected","20","62","1718200.java","selected","88","128"
"9265781","20514481","4","0.784313725490196","440442.java","selected","27","64","1718200.java","selected","88","128"
"635006","20514481","4","0.740740740740741","123372.java","default","25","67","1718200.java","selected","88","128"
"20514481","23484507","4","0.725490196078431","1718200.java","selected","88","128","45377.java","selected","105","136"
"11066055","20514481","4","0.859223300970874","2705355.java","selected","962","1003","1718200.java","selected","88","128"
"6419481","20514481","4","0.833718244803695","1142350.java","selected","17","59","1718200.java","selected","88","128"
"670011","20514481","4","0.740740740740741","5352.java","default","25","67","1718200.java","selected","88","128"
"1704751","20514481","4","0.811791383219955","2016846.java","selected","39","81","1718200.java","selected","88","128"
"17534703","20514481","4","0.833718244803695","226776.java","selected","20","62","1718200.java","selected","88","128"
"18293811","20514481","4","0.740740740740741","2237913.java","selected","17","59","1718200.java","selected","88","128"
"7976872","20514481","4","0.833718244803695","1144005.java","selected","142","184","1718200.java","selected","88","128"
"302936","20514481","4","0.714285714285714","110358.java","default","14","58","1718200.java","selected","88","128"
"13325917","20514481","4","0.754716981132076","1819038.java","selected","10","52","1718200.java","selected","88","128"
"5055545","20514481","4","0.725490196078431","39748.java","selected","89","118","1718200.java","selected","88","128"
"13812091","20514481","4","0.843137254901961","293333.java","selected","72","107","1718200.java","selected","88","128"
"8801436","20514481","4","0.705882352941176","2535377.java","selected","103","139","1718200.java","selected","88","128"
"19993993","20514481","4","0.833718244803695","1208371.java","selected","105","147","1718200.java","selected","88","128"
"9109613","20514481","4","0.764705882352941","855185.java","selected","104","142","1718200.java","selected","88","128"
"1048665","20514481","4","0.705882352941176","1720009.java","selected","19","52","1718200.java","selected","88","128"
"20514481","22712288","4","0.764705882352941","1718200.java","selected","88","128","1367404.java","selected","123","161"
"14647876","20514481","4","0.843137254901961","1568102.java","selected","73","108","1718200.java","selected","88","128"
"9499457","20514481","4","0.831408775981524","2685697.java","selected","64","106","1718200.java","selected","88","128"
"1490117","14230405","4","0.714285714285714","812847.java","selected","8","14","1175558.java","selected","37","43"
"14230405","19685311","4","0.857142857142857","1175558.java","selected","37","43","582021.java","selected","48","54"
"7143272","14230405","4","0.714285714285714","520526.java","selected","389","395","1175558.java","selected","37","43"
"10899860","14230405","4","0.857142857142857","1126543.java","selected","107","113","1175558.java","selected","37","43"
"5656506","14230405","4","0.857142857142857","59576.java","selected","93","99","1175558.java","selected","37","43"
"11213172","14230405","4","0.75","1376795.java","selected","134","141","1175558.java","selected","37","43"
"14230405","23066956","4","0.714285714285714","1175558.java","selected","37","43","1087990.java","selected","139","145"
"14230405","21247844","4","0.714285714285714","1175558.java","selected","37","43","1183848.java","selected","84","90"
"10131427","14230405","4","0.714285714285714","1385816.java","selected","49","55","1175558.java","selected","37","43"
"14230405","22434268","4","0.857142857142857","1175558.java","selected","37","43","299629.java","selected","199","205"
"6527977","14230405","4","0.714285714285714","1152093.java","selected","55","61","1175558.java","selected","37","43"
"1896089","14230405","4","0.714285714285714","2205390.java","selected","47","53","1175558.java","selected","37","43"
"3673887","14230405","4","0.714285714285714","2542837.java","selected","44","50","1175558.java","selected","37","43"
"6399107","14230405","4","0.714285714285714","1247433.java","selected","142","148","1175558.java","selected","37","43"
"10318446","14230405","4","0.857142857142857","1571204.java","selected","43","49","1175558.java","selected","37","43"
"14230405","14702119","4","0.714285714285714","1175558.java","selected","37","43","1627071.java","selected","116","122"
"14230405","23658098","4","0.857142857142857","1175558.java","selected","37","43","2566001.java","selected","217","223"
"2575374","14230405","4","0.714285714285714","2256300.java","selected","15","21","1175558.java","selected","37","43"
"6856298","14230405","4","0.75","2227871.java","selected","105","112","1175558.java","selected","37","43"
"11370967","14230405","4","0.857142857142857","2331814.java","selected","67","73","1175558.java","selected","37","43"
"14230405","14598566","4","0.714285714285714","1175558.java","selected","37","43","1542784.java","selected","128","134"
"3672328","14230405","4","0.857142857142857","1623414.java","selected","34","40","1175558.java","selected","37","43"
"14230405","23058336","4","0.714285714285714","1175558.java","selected","37","43","690424.java","selected","14","20"
"1913136","14230405","4","0.714285714285714","2132905.java","selected","72","78","1175558.java","selected","37","43"
"14230405","18613870","4","0.714285714285714","1175558.java","selected","37","43","1408573.java","selected","251","257"
"14230405","15034107","4","0.714285714285714","1175558.java","selected","37","43","2227752.java","selected","18","24"
"14230405","14988339","4","0.857142857142857","1175558.java","selected","37","43","1742081.java","selected","1699","1705"
"14230405","18504192","4","0.714285714285714","1175558.java","selected","37","43","426729.java","selected","43","49"
"14230405","19582152","4","0.857142857142857","1175558.java","selected","37","43","530308.java","selected","111","117"
"14230405","19290859","4","0.857142857142857","1175558.java","selected","37","43","464186.java","selected","27","33"
"14230405","17557289","4","0.857142857142857","1175558.java","selected","37","43","2026703.java","selected","472","478"
"14230405","16706229","4","0.857142857142857","1175558.java","selected","37","43","971300.java","selected","176","182"
"14230405","16098010","4","0.714285714285714","1175558.java","selected","37","43","2687364.java","selected","24","30"
"5297820","14230405","4","0.714285714285714","208660.java","selected","76","82","1175558.java","selected","37","43"
"14230405","20082006","4","0.714285714285714","1175558.java","selected","37","43","1893527.java","selected","47","53"
"14230405","18542300","4","0.857142857142857","1175558.java","selected","37","43","999982.java","selected","18","24"
"9840907","14230405","4","0.714285714285714","1953242.java","selected","48","54","1175558.java","selected","37","43"
"14230405","16166059","4","0.857142857142857","1175558.java","selected","37","43","1002172.java","selected","24","30"
"14230405","21308543","4","0.714285714285714","1175558.java","selected","37","43","2617201.java","selected","204","210"
"8106130","14230405","4","0.714285714285714","2220153.java","selected","87","93","1175558.java","selected","37","43"
"14230405","17857284","4","0.857142857142857","1175558.java","selected","37","43","685601.java","selected","89","95"
"4716110","14230405","4","0.714285714285714","1796857.java","selected","36","42","1175558.java","selected","37","43"
"14168494","14230405","4","0.857142857142857","2037747.java","selected","98","104","1175558.java","selected","37","43"
"14129929","14230405","4","0.857142857142857","2088123.java","selected","40","46","1175558.java","selected","37","43"
"14230405","18457132","4","0.714285714285714","1175558.java","selected","37","43","1600186.java","selected","565","571"
"1613935","9766481","4","0.709677419354839","1451011.java","selected","46","76","1177855.java","selected","99","128"
"9766481","14284540","4","0.701492537313433","1177855.java","selected","99","128","1176675.java","selected","112","137"
"2668863","4623012","4","0.814814814814815","10730.java","selected","1126","1152","375037.java","selected","851","877"
"2668853","4623012","4","0.814814814814815","10730.java","selected","755","781","375037.java","selected","851","877"
"4623012","5751313","4","0.703703703703704","375037.java","selected","851","877","438322.java","selected","865","885"
"4623012","5751314","4","0.703703703703704","375037.java","selected","851","877","438322.java","selected","897","917"
"3613198","7911686","4","0.714285714285714","749046.java","selected","23","34","1613178.java","selected","232","243"
"3078767","3613198","4","0.733333333333333","2239204.java","selected","33","45","749046.java","selected","23","34"
"3613198","23130941","4","0.857142857142857","749046.java","selected","23","34","775655.java","selected","713","722"
"3613198","20128728","4","0.785714285714286","749046.java","selected","23","34","409069.java","selected","77","86"
"3236017","3613198","4","0.714285714285714","1073023.java","selected","458","468","749046.java","selected","23","34"
"3613198","3959503","4","0.733333333333333","749046.java","selected","23","34","1253848.java","selected","33","45"
"3613198","11044947","4","0.857142857142857","749046.java","selected","23","34","2181514.java","selected","120","131"
"3613198","8980221","4","0.733333333333333","749046.java","selected","23","34","214880.java","selected","83","95"
"3613198","22410173","4","0.733333333333333","749046.java","selected","23","34","2383916.java","selected","15","27"
"3613198","15768167","4","0.714285714285714","749046.java","selected","23","34","2354960.java","selected","15","26"
"3613198","17927694","4","0.857142857142857","749046.java","selected","23","34","653187.java","selected","45","56"
"3613198","5822585","4","0.714285714285714","749046.java","selected","23","34","2231976.java","selected","42","53"
"3613198","23294396","4","0.764705882352941","749046.java","selected","23","34","422665.java","selected","8","22"
"3577507","3613198","4","0.857142857142857","1344848.java","selected","9","18","749046.java","selected","23","34"
"3613198","20091126","4","0.866666666666667","749046.java","selected","23","34","2226703.java","selected","68","80"
"17891160","17891162","4","0.81981981981982","1596280.java","selected","101","110","1596280.java","selected","119","128"
"17891160","18492103","4","0.81981981981982","1596280.java","selected","101","110","2407823.java","selected","119","128"
"1158842","1158843","4","0.818181818181818","171489.java","selected","102","132","171489.java","selected","138","166"
"1158840","1158843","4","0.784313725490196","171489.java","selected","39","65","171489.java","selected","138","166"
"1158841","1158843","4","0.759803921568627","171489.java","selected","72","96","171489.java","selected","138","166"
"5832949","11723383","4","0.875","2191248.java","selected","32","39","1633333.java","selected","32","39"
"9261775","18583832","4","0.703703703703704","991052.java","selected","16","38","1353971.java","selected","123","142"
"9261775","20822727","4","0.703703703703704","991052.java","selected","16","38","372915.java","selected","134","155"
"9261775","12973146","4","0.740740740740741","991052.java","selected","16","38","2488131.java","selected","38","63"
"9261775","11358169","4","0.740740740740741","991052.java","selected","16","38","927573.java","selected","96","119"
"884867","912653","4","0.75","18878.java","default","8","35","65526.java","default","8","42"
"2668863","8793826","4","0.814814814814815","10730.java","selected","1126","1152","1607771.java","selected","874","900"
"2668853","8793826","4","0.814814814814815","10730.java","selected","755","781","1607771.java","selected","874","900"
"5751313","8793826","4","0.703703703703704","438322.java","selected","865","885","1607771.java","selected","874","900"
"5751314","8793826","4","0.703703703703704","438322.java","selected","897","917","1607771.java","selected","874","900"
"924033","23247734","4","0.7","74170.java","default","12","20","2025785.java","selected","20","29"
"2668863","18623183","4","0.814814814814815","10730.java","selected","1126","1152","1561076.java","selected","946","972"
"2668853","18623183","4","0.814814814814815","10730.java","selected","755","781","1561076.java","selected","946","972"
"5751313","18623183","4","0.703703703703704","438322.java","selected","865","885","1561076.java","selected","946","972"
"5751314","18623183","4","0.703703703703704","438322.java","selected","897","917","1561076.java","selected","946","972"
