"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTIONALITY_ID","SIM_BOTH","NAME1","TYPE1","S1","E1","NAME2","TYPE2","S2","E2"
"3597316","17385831","4","0.666666666666667","702108.java","selected","45","63","957430.java","selected","483","506"
"4336715","17385831","4","0.625","871757.java","selected","711","729","957430.java","selected","483","506"
"10697587","17385831","4","0.566666666666667","785727.java","selected","438","467","957430.java","selected","483","506"
"657801","17385831","4","0.625","93742.java","default","55","74","957430.java","selected","483","506"
"12903179","17385831","4","0.541666666666667","2358129.java","selected","91","111","957430.java","selected","483","506"
"17385831","18648407","4","0.541666666666667","957430.java","selected","483","506","293134.java","selected","33","51"
"14502142","17385831","4","0.666666666666667","1068957.java","selected","11","29","957430.java","selected","483","506"
"12524506","17385831","4","0.666666666666667","2741363.java","selected","237","256","957430.java","selected","483","506"
"266990","17385831","4","0.666666666666667","78884.java","default","30","48","957430.java","selected","483","506"
"7309170","17385831","4","0.655172413793103","82991.java","selected","33","59","957430.java","selected","483","506"
"11036037","17385831","4","0.516129032258065","2714762.java","selected","211","241","957430.java","selected","483","506"
"11457386","17385831","4","0.541666666666667","2293723.java","selected","62","82","957430.java","selected","483","506"
"6865572","17385831","4","0.541666666666667","2727194.java","selected","129","144","957430.java","selected","483","506"
"10658266","17385831","4","0.541666666666667","215314.java","selected","69","90","957430.java","selected","483","506"
"14896033","17385831","4","0.6","2019311.java","selected","113","135","957430.java","selected","483","506"
"13924908","17385831","4","0.62962962962963","816071.java","selected","43","69","957430.java","selected","483","506"
"17079357","17385831","4","0.653846153846154","2153182.java","selected","84","105","957430.java","selected","483","506"
"17385831","22301096","4","0.625","957430.java","selected","483","506","418831.java","selected","80","100"
"14808281","17385831","4","0.541666666666667","2425328.java","selected","198","213","957430.java","selected","483","506"
"8117216","17385831","4","0.625","1574719.java","selected","145","163","957430.java","selected","483","506"
"13339653","17385831","4","0.535714285714286","561718.java","selected","23","50","957430.java","selected","483","506"
"10348730","17385831","4","0.655172413793103","101825.java","selected","663","691","957430.java","selected","483","506"
"5467907","17385831","4","0.678571428571429","1395872.java","selected","99","126","957430.java","selected","483","506"
"1955681","17385831","4","0.513513513513513","2653115.java","selected","1068","1103","957430.java","selected","483","506"
"13289545","17385831","4","0.625","1435050.java","selected","199","217","957430.java","selected","483","506"
"228212","17385831","4","0.538461538461538","74458.java","default","292","317","957430.java","selected","483","506"
"2857623","17385831","4","0.5","314619.java","selected","62","88","957430.java","selected","483","506"
"17385831","18583832","4","0.5","957430.java","selected","483","506","1353971.java","selected","123","142"
"17385831","19849797","4","0.666666666666667","957430.java","selected","483","506","926926.java","selected","63","81"
"7187035","17385831","4","0.5","2415883.java","selected","29","49","957430.java","selected","483","506"
"3660402","17385831","4","0.588235294117647","135830.java","selected","203","236","957430.java","selected","483","506"
"17385831","22261730","4","0.513513513513513","957430.java","selected","483","506","1110716.java","selected","27","62"
"13111022","17385831","4","0.5","1359688.java","selected","162","180","957430.java","selected","483","506"
"17385831","21177597","4","0.666666666666667","957430.java","selected","483","506","572754.java","selected","19","37"
"17385831","20692111","4","0.5","957430.java","selected","483","506","1300773.java","selected","81","102"
"6305269","17385831","4","0.504716981132076","2031885.java","selected","128","158","957430.java","selected","483","506"
"6171420","17385831","4","0.591954022988506","882365.java","selected","379","402","957430.java","selected","483","506"
"7034031","17385831","4","0.625","2102326.java","selected","637","658","957430.java","selected","483","506"
"9430039","17385831","4","0.5","1785105.java","selected","78","96","957430.java","selected","483","506"
"17385831","22177057","4","0.521929824561403","957430.java","selected","483","506","1336878.java","selected","101","128"
"17385831","22403259","4","0.625","957430.java","selected","483","506","1524798.java","selected","43","61"
"17385831","18536907","4","0.666666666666667","957430.java","selected","483","506","1081859.java","selected","197","212"
"17385831","22998998","4","0.541666666666667","957430.java","selected","483","506","920276.java","selected","362","383"
"11986970","17385831","4","0.625","668466.java","selected","50","68","957430.java","selected","483","506"
"5237257","17385831","4","0.655172413793103","562112.java","selected","102","130","957430.java","selected","483","506"
"10067028","17385831","4","0.625","1831582.java","selected","207","224","957430.java","selected","483","506"
"5138455","17385831","4","0.5","1397044.java","selected","179","199","957430.java","selected","483","506"
"14711051","17385831","4","0.5","42000.java","selected","49","64","957430.java","selected","483","506"
"17385831","19926877","4","0.625","957430.java","selected","483","506","1761827.java","selected","86","102"
"14974844","17385831","4","0.62962962962963","2387239.java","selected","361","387","957430.java","selected","483","506"
"11517213","17385831","4","0.666666666666667","1748547.java","selected","90","112","957430.java","selected","483","506"
"4385640","17385831","4","0.666666666666667","1234284.java","selected","70","88","957430.java","selected","483","506"
"11952735","17385831","4","0.64","2021481.java","selected","443","465","957430.java","selected","483","506"
"17385831","20103762","4","0.52054794520548","957430.java","selected","483","506","1424874.java","selected","775","803"
"1799460","17385831","4","0.555555555555556","35167.java","selected","19","45","957430.java","selected","483","506"
"17385831","18153746","4","0.5","957430.java","selected","483","506","1202173.java","selected","32","63"
"14770723","17385831","4","0.5","2646900.java","selected","50","85","957430.java","selected","483","506"
"17296395","17385831","4","0.539906103286385","1638200.java","selected","119","153","957430.java","selected","483","506"
"17385831","20886787","4","0.5","957430.java","selected","483","506","1049350.java","selected","40","56"
"11519124","17385831","4","0.5","2163009.java","selected","507","530","957430.java","selected","483","506"
"17385831","17415423","4","0.5","957430.java","selected","483","506","1377081.java","selected","65","86"
"7380658","17385831","4","0.541666666666667","2715518.java","selected","122","137","957430.java","selected","483","506"
"14624031","17385831","4","0.666666666666667","87099.java","selected","61","82","957430.java","selected","483","506"
"13616724","17385831","4","0.642857142857143","1568027.java","selected","76","103","957430.java","selected","483","506"
"17385831","18935118","4","0.62962962962963","957430.java","selected","483","506","1047166.java","selected","372","398"
"17385831","20822727","4","0.5","957430.java","selected","483","506","372915.java","selected","134","155"
"17208661","17385831","4","0.569444444444444","680684.java","selected","195","222","957430.java","selected","483","506"
"17385831","20019830","4","0.583333333333333","957430.java","selected","483","506","256068.java","selected","335","356"
"14432775","17385831","4","0.5","920983.java","selected","188","205","957430.java","selected","483","506"
"8437742","17385831","4","0.5","1455534.java","selected","307","322","957430.java","selected","483","506"
"17385831","17573230","4","0.653846153846154","957430.java","selected","483","506","1826423.java","selected","41","66"
"11566433","17385831","4","0.620689655172414","1377251.java","selected","157","185","957430.java","selected","483","506"
"1126225","17385831","4","0.620689655172414","1777463.java","selected","195","223","957430.java","selected","483","506"
"16545678","17385831","4","0.612903225806452","854220.java","selected","56","86","957430.java","selected","483","506"
"14164924","17385831","4","0.541666666666667","168210.java","selected","25","43","957430.java","selected","483","506"
"17385831","23069799","4","0.666666666666667","957430.java","selected","483","506","169032.java","selected","187","205"
"5035872","17385831","4","0.678571428571429","1360584.java","selected","34","61","957430.java","selected","483","506"
"2687277","17385831","4","0.52","598137.java","selected","37","61","957430.java","selected","483","506"
"14736188","17385831","4","0.625","1057320.java","selected","207","224","957430.java","selected","483","506"
"8546232","17385831","4","0.542857142857143","518912.java","selected","124","158","957430.java","selected","483","506"
"9195362","17385831","4","0.576923076923077","199111.java","selected","139","162","957430.java","selected","483","506"
"17385831","18178530","4","0.622950819672131","957430.java","selected","483","506","1454541.java","selected","56","80"
"12971450","17385831","4","0.625","2403960.java","selected","34","49","957430.java","selected","483","506"
"17385831","19247466","4","0.625","957430.java","selected","483","506","693554.java","selected","184","203"
"12682066","17385831","4","0.535714285714286","2315565.java","selected","267","294","957430.java","selected","483","506"
"17385831","20725036","4","0.625","957430.java","selected","483","506","1819337.java","selected","144","162"
"17385831","18741084","4","0.666666666666667","957430.java","selected","483","506","138213.java","selected","35","53"
"12328424","17385831","4","0.625","1791697.java","selected","70","88","957430.java","selected","483","506"
"8000624","17385831","4","0.5","1561696.java","selected","78","96","957430.java","selected","483","506"
"11572565","17385831","4","0.515151515151515","2082994.java","selected","32","62","957430.java","selected","483","506"
"17385831","18349315","4","0.558823529411765","957430.java","selected","483","506","51095.java","selected","62","92"
"3327745","17385831","4","0.5","1401060.java","selected","16","38","957430.java","selected","483","506"
"17385831","22608103","4","0.617647058823529","957430.java","selected","483","506","2374322.java","selected","48","81"
"17385831","23666867","4","0.583333333333333","957430.java","selected","483","506","1115268.java","selected","80","99"
"2687278","17385831","4","0.52","598137.java","selected","63","87","957430.java","selected","483","506"
"11088622","17385831","4","0.541666666666667","181736.java","selected","311","328","957430.java","selected","483","506"
"17097179","17385831","4","0.666666666666667","2364800.java","selected","70","88","957430.java","selected","483","506"
"10478671","17385831","4","0.538461538461538","1035681.java","selected","136","161","957430.java","selected","483","506"
"12229175","17385831","4","0.583333333333333","2485251.java","selected","198","219","957430.java","selected","483","506"
"7713594","17385831","4","0.5","1902462.java","selected","155","175","957430.java","selected","483","506"
"288695","17385831","4","0.538461538461538","134472.java","default","290","315","957430.java","selected","483","506"
"5090669","17385831","4","0.625","388654.java","selected","111","129","957430.java","selected","483","506"
"3419825","17385831","4","0.666666666666667","1921449.java","selected","65","83","957430.java","selected","483","506"
"17385831","20085210","4","0.666666666666667","957430.java","selected","483","506","2556943.java","selected","11","29"
"10391639","17385831","4","0.625","1597770.java","selected","195","215","957430.java","selected","483","506"
"7678253","17385831","4","0.625","2147346.java","selected","28","47","957430.java","selected","483","506"
"9856200","17385831","4","0.571428571428571","2715363.java","selected","24","48","957430.java","selected","483","506"
"16987999","17385831","4","0.5","861428.java","selected","327","347","957430.java","selected","483","506"
"5299276","17385831","4","0.542857142857143","920107.java","selected","101","135","957430.java","selected","483","506"
"17385831","19060603","4","0.541666666666667","957430.java","selected","483","506","1948447.java","selected","147","165"
"17385831","19810820","4","0.583333333333333","957430.java","selected","483","506","834062.java","selected","173","196"
"12670642","17385831","4","0.52054794520548","2525899.java","selected","749","777","957430.java","selected","483","506"
"3874060","17385831","4","0.535087719298246","694246.java","selected","20","56","957430.java","selected","483","506"
"3578392","23053699","4","0.555555555555556","624024.java","selected","16","33","1826187.java","selected","116","139"
"17557354","23053699","4","0.533333333333333","1047383.java","selected","173","199","1826187.java","selected","116","139"
"9766481","23053699","4","0.533333333333333","1177855.java","selected","99","128","1826187.java","selected","116","139"
"8248731","23053699","4","0.542857142857143","1760067.java","selected","423","453","1826187.java","selected","116","139"
"9696025","23053699","4","0.555555555555556","2395221.java","selected","249","273","1826187.java","selected","116","139"
"3229363","23053699","4","0.516129032258065","1719348.java","selected","168","195","1826187.java","selected","116","139"
"22953272","23053699","4","0.5","1066985.java","selected","136","166","1826187.java","selected","116","139"
"8300620","23053699","4","0.518518518518519","93384.java","selected","219","243","1826187.java","selected","116","139"
"13955716","23053699","4","0.592592592592593","2582891.java","selected","30","53","1826187.java","selected","116","139"
"13351384","23053699","4","0.592592592592593","201950.java","selected","47","70","1826187.java","selected","116","139"
"18648407","23053699","4","0.62962962962963","293134.java","selected","33","51","1826187.java","selected","116","139"
"2069219","23053699","4","0.592592592592593","1947495.java","selected","44","67","1826187.java","selected","116","139"
"10658266","23053699","4","0.592592592592593","215314.java","selected","69","90","1826187.java","selected","116","139"
"7524607","23053699","4","0.5","318080.java","selected","74","105","1826187.java","selected","116","139"
"6740469","23053699","4","0.666666666666667","2207987.java","selected","82","105","1826187.java","selected","116","139"
"5467907","23053699","4","0.571428571428571","1395872.java","selected","99","126","1826187.java","selected","116","139"
"4579205","23053699","4","0.518518518518519","2353261.java","selected","49","65","1826187.java","selected","116","139"
"13111022","23053699","4","0.62962962962963","1359688.java","selected","162","180","1826187.java","selected","116","139"
"9632237","23053699","4","0.551724137931034","2482089.java","selected","107","133","1826187.java","selected","116","139"
"6305269","23053699","4","0.516129032258065","2031885.java","selected","128","158","1826187.java","selected","116","139"
"14284540","23053699","4","0.592592592592593","1176675.java","selected","112","137","1826187.java","selected","116","139"
"17439818","23053699","4","0.518518518518519","1780127.java","selected","12","33","1826187.java","selected","116","139"
"19875183","23053699","4","0.518518518518519","503183.java","selected","467","485","1826187.java","selected","116","139"
"9717674","23053699","4","0.545454545454545","1718721.java","selected","82","110","1826187.java","selected","116","139"
"9632240","23053699","4","0.571428571428571","2482089.java","selected","148","174","1826187.java","selected","116","139"
"22423727","23053699","4","0.5","43936.java","selected","302","328","1826187.java","selected","116","139"
"20691789","23053699","4","0.518518518518519","224239.java","selected","22","43","1826187.java","selected","116","139"
"19134229","23053699","4","0.518518518518519","115970.java","selected","33","56","1826187.java","selected","116","139"
"17573230","23053699","4","0.592592592592593","1826423.java","selected","41","66","1826187.java","selected","116","139"
"1126225","23053699","4","0.517241379310345","1777463.java","selected","195","223","1826187.java","selected","116","139"
"5035872","23053699","4","0.571428571428571","1360584.java","selected","34","61","1826187.java","selected","116","139"
"18178530","23053699","4","0.518518518518519","1454541.java","selected","56","80","1826187.java","selected","116","139"
"11088622","23053699","4","0.589285714285714","181736.java","selected","311","328","1826187.java","selected","116","139"
"19900641","23053699","4","0.555555555555556","2075612.java","selected","599","623","1826187.java","selected","116","139"
"7039646","14581601","4","0.666666666666667","417019.java","selected","231","242","2558574.java","selected","570","582"
"153462","7039646","4","0.526315789473684","57469.java","default","10","25","417019.java","selected","231","242"
"3613198","7039646","4","0.571428571428571","749046.java","selected","23","34","417019.java","selected","231","242"
"7039646","11701818","4","0.631578947368421","417019.java","selected","231","242","487627.java","selected","500","514"
"6031248","7039646","4","0.666666666666667","166275.java","selected","159","171","417019.java","selected","231","242"
"2362445","7039646","4","0.571428571428571","1235420.java","selected","78","89","417019.java","selected","231","242"
"3078767","7039646","4","0.666666666666667","2239204.java","selected","33","45","417019.java","selected","231","242"
"7039646","20654105","4","0.571428571428571","417019.java","selected","231","242","699527.java","selected","23","34"
"7039646","23130941","4","0.571428571428571","417019.java","selected","231","242","775655.java","selected","713","722"
"7039646","12222321","4","0.625","417019.java","selected","231","242","439450.java","selected","42","55"
"2825450","7039646","4","0.666666666666667","1434515.java","selected","77","89","417019.java","selected","231","242"
"7039646","16324741","4","0.666666666666667","417019.java","selected","231","242","153582.java","selected","256","268"
"7039646","11130567","4","0.545454545454545","417019.java","selected","231","242","1815227.java","selected","11","27"
"2238218","7039646","4","0.5","592082.java","selected","35","46","417019.java","selected","231","242"
"7039646","20128728","4","0.571428571428571","417019.java","selected","231","242","409069.java","selected","77","86"
"6959224","7039646","4","0.666666666666667","1637296.java","selected","142","154","417019.java","selected","231","242"
"7039646","20432135","4","0.5","417019.java","selected","231","242","40673.java","selected","59","76"
"7039646","20544327","4","0.571428571428571","417019.java","selected","231","242","881437.java","selected","27","38"
"7039646","19868933","4","0.571428571428571","417019.java","selected","231","242","2240414.java","selected","127","138"
"2252378","7039646","4","0.571428571428571","1121084.java","selected","40","51","417019.java","selected","231","242"
"947406","7039646","4","0.588235294117647","56130.java","default","5","18","417019.java","selected","231","242"
"6188784","7039646","4","0.666666666666667","2688879.java","selected","37","49","417019.java","selected","231","242"
"7039646","15461843","4","0.571428571428571","417019.java","selected","231","242","1558659.java","selected","969","980"
"3236017","7039646","4","0.571428571428571","1073023.java","selected","458","468","417019.java","selected","231","242"
"7039646","16529002","4","0.5","417019.java","selected","231","242","157734.java","selected","338","353"
"1663419","7039646","4","0.571428571428571","1236073.java","selected","145","156","417019.java","selected","231","242"
"3959503","7039646","4","0.666666666666667","1253848.java","selected","33","45","417019.java","selected","231","242"
"7039646","12232011","4","0.571428571428571","417019.java","selected","231","242","2564261.java","selected","93","104"
"3239010","7039646","4","0.571428571428571","332157.java","selected","480","491","417019.java","selected","231","242"
"7039646","13783549","4","0.588235294117647","417019.java","selected","231","242","33546.java","selected","639","653"
"7039646","23390255","4","0.571428571428571","417019.java","selected","231","242","1339727.java","selected","21","32"
"7039646","20806023","4","0.571428571428571","417019.java","selected","231","242","2631723.java","selected","112","123"
"4579205","7039646","4","0.631578947368421","2353261.java","selected","49","65","417019.java","selected","231","242"
"7039646","7237618","4","0.571428571428571","417019.java","selected","231","242","197938.java","selected","245","256"
"1477578","7039646","4","0.533333333333333","2180525.java","selected","32","44","417019.java","selected","231","242"
"7039646","17551461","4","0.571428571428571","417019.java","selected","231","242","2027381.java","selected","127","138"
"7039646","18536907","4","0.5625","417019.java","selected","231","242","1081859.java","selected","197","212"
"7039646","14763206","4","0.571428571428571","417019.java","selected","231","242","1303146.java","selected","127","138"
"7039646","11044947","4","0.571428571428571","417019.java","selected","231","242","2181514.java","selected","120","131"
"647710","7039646","4","0.526315789473684","15908.java","default","10","25","417019.java","selected","231","242"
"7039646","13121131","4","0.571428571428571","417019.java","selected","231","242","1574657.java","selected","111","122"
"7039646","21374275","4","0.571428571428571","417019.java","selected","231","242","652645.java","selected","35","46"
"1037968","7039646","4","0.571428571428571","2393609.java","selected","127","138","417019.java","selected","231","242"
"7039646","19926877","4","0.529411764705882","417019.java","selected","231","242","1761827.java","selected","86","102"
"7039646","20310134","4","0.571428571428571","417019.java","selected","231","242","760963.java","selected","29","40"
"7039646","8980221","4","0.666666666666667","417019.java","selected","231","242","214880.java","selected","83","95"
"7039646","23596949","4","0.666666666666667","417019.java","selected","231","242","2211044.java","selected","280","292"
"7039646","11952735","4","0.52","417019.java","selected","231","242","2021481.java","selected","443","465"
"7039646","21824901","4","0.6","417019.java","selected","231","242","2377910.java","selected","12","26"
"555928","7039646","4","0.526315789473684","76928.java","default","10","25","417019.java","selected","231","242"
"7039646","17984312","4","0.571428571428571","417019.java","selected","231","242","91947.java","selected","61","72"
"7039646","14311145","4","0.571428571428571","417019.java","selected","231","242","2575191.java","selected","53","65"
"7039646","22410173","4","0.666666666666667","417019.java","selected","231","242","2383916.java","selected","15","27"
"7039646","11716816","4","0.631205673758865","417019.java","selected","231","242","2205252.java","selected","172","188"
"7039646","9325670","4","0.666666666666667","417019.java","selected","231","242","1262585.java","selected","54","66"
"6319887","7039646","4","0.571428571428571","1011432.java","selected","596","607","417019.java","selected","231","242"
"7039646","11993046","4","0.666666666666667","417019.java","selected","231","242","1752530.java","selected","128","140"
"7039646","22137915","4","0.571428571428571","417019.java","selected","231","242","1480760.java","selected","105","116"
"7039646","14876163","4","0.571428571428571","417019.java","selected","231","242","1221453.java","selected","21","32"
"6191498","7039646","4","0.571428571428571","1094311.java","selected","100","113","417019.java","selected","231","242"
"7039646","15831694","4","0.571428571428571","417019.java","selected","231","242","1372098.java","selected","24","35"
"2418918","7039646","4","0.666666666666667","1632727.java","selected","129","141","417019.java","selected","231","242"
"7039646","15527452","4","0.555555555555556","417019.java","selected","231","242","174244.java","selected","78","93"
"7039646","20870396","4","0.571428571428571","417019.java","selected","231","242","221494.java","selected","39","50"
"7039646","21285620","4","0.571428571428571","417019.java","selected","231","242","1230451.java","selected","283","294"
"978946","7039646","4","0.571428571428571","251951.java","selected","15","26","417019.java","selected","231","242"
"7039646","12971450","4","0.5","417019.java","selected","231","242","2403960.java","selected","34","49"
"7039646","17927694","4","0.571428571428571","417019.java","selected","231","242","653187.java","selected","45","56"
"6980854","7039646","4","0.666666666666667","567178.java","selected","45","57","417019.java","selected","231","242"
"7039646","23613195","4","0.666666666666667","417019.java","selected","231","242","215042.java","selected","58","70"
"7039646","10565544","4","0.642857142857143","417019.java","selected","231","242","2740233.java","selected","48","57"
"7039646","11066056","4","0.571428571428571","417019.java","selected","231","242","2705355.java","selected","1005","1016"
"7039646","9597889","4","0.571428571428571","417019.java","selected","231","242","717736.java","selected","140","153"
"30237","7039646","4","0.526315789473684","110675.java","default","10","25","417019.java","selected","231","242"
"7039646","12728035","4","0.571428571428571","417019.java","selected","231","242","1398143.java","selected","185","196"
"5822585","7039646","4","0.571428571428571","2231976.java","selected","42","53","417019.java","selected","231","242"
"7039646","21457925","4","0.571428571428571","417019.java","selected","231","242","1829489.java","selected","289","300"
"7039646","18371114","4","0.533333333333333","417019.java","selected","231","242","1316166.java","selected","74","88"
"386316","7039646","4","0.526315789473684","110202.java","default","10","25","417019.java","selected","231","242"
"7039646","11088622","4","0.5","417019.java","selected","231","242","181736.java","selected","311","328"
"3577507","7039646","4","0.571428571428571","1344848.java","selected","9","18","417019.java","selected","231","242"
"7039646","20091126","4","0.533333333333333","417019.java","selected","231","242","2226703.java","selected","68","80"
"7039646","13396233","4","0.571428571428571","417019.java","selected","231","242","1023723.java","selected","24","35"
"7039646","9756057","4","0.571428571428571","417019.java","selected","231","242","1538221.java","selected","261","272"
"7039646","13335071","4","0.5","417019.java","selected","231","242","832110.java","selected","49","64"
"1424647","7039646","4","0.666666666666667","2082.java","selected","64","76","417019.java","selected","231","242"
"1769771","7039646","4","0.571428571428571","2295586.java","selected","234","245","417019.java","selected","231","242"
"7039646","17727663","4","0.588235294117647","417019.java","selected","231","242","2034151.java","selected","623","637"
"7039646","14840321","4","0.533333333333333","417019.java","selected","231","242","2054531.java","selected","466","478"
"3108499","7039646","4","0.571428571428571","310688.java","selected","127","138","417019.java","selected","231","242"
"3613198","14581601","4","0.6","749046.java","selected","23","34","2558574.java","selected","570","582"
"11701818","14581601","4","0.578947368421053","487627.java","selected","500","514","2558574.java","selected","570","582"
"2362445","14581601","4","0.6","1235420.java","selected","78","89","2558574.java","selected","570","582"
"4382405","14581601","4","0.647058823529412","1762255.java","selected","228","244","2558574.java","selected","570","582"
"14581601","20654105","4","0.6","2558574.java","selected","570","582","699527.java","selected","23","34"
"14581601","23130941","4","0.6","2558574.java","selected","570","582","775655.java","selected","713","722"
"12222321","14581601","4","0.5","439450.java","selected","42","55","2558574.java","selected","570","582"
"14581601","20128728","4","0.533333333333333","2558574.java","selected","570","582","409069.java","selected","77","86"
"14581601","20544327","4","0.6","2558574.java","selected","570","582","881437.java","selected","27","38"
"14581601","19868933","4","0.533333333333333","2558574.java","selected","570","582","2240414.java","selected","127","138"
"11088628","14581601","4","0.5","181736.java","selected","416","429","2558574.java","selected","570","582"
"2252378","14581601","4","0.533333333333333","1121084.java","selected","40","51","2558574.java","selected","570","582"
"7209394","14581601","4","0.526315789473684","952509.java","selected","21","37","2558574.java","selected","570","582"
"14581601","15461843","4","0.6","2558574.java","selected","570","582","1558659.java","selected","969","980"
"3236017","14581601","4","0.666666666666667","1073023.java","selected","458","468","2558574.java","selected","570","582"
"1663419","14581601","4","0.533333333333333","1236073.java","selected","145","156","2558574.java","selected","570","582"
"12232011","14581601","4","0.6","2564261.java","selected","93","104","2558574.java","selected","570","582"
"3239010","14581601","4","0.6","332157.java","selected","480","491","2558574.java","selected","570","582"
"14581601","23390255","4","0.6","2558574.java","selected","570","582","1339727.java","selected","21","32"
"14581601","20806023","4","0.6","2558574.java","selected","570","582","2631723.java","selected","112","123"
"4579205","14581601","4","0.578947368421053","2353261.java","selected","49","65","2558574.java","selected","570","582"
"14581601","17638222","4","0.625","2558574.java","selected","570","582","1354007.java","selected","158","170"
"7237618","14581601","4","0.6","197938.java","selected","245","256","2558574.java","selected","570","582"
"14581601","17551461","4","0.533333333333333","2558574.java","selected","570","582","2027381.java","selected","127","138"
"14581601","14763206","4","0.533333333333333","2558574.java","selected","570","582","1303146.java","selected","127","138"
"11044947","14581601","4","0.533333333333333","2181514.java","selected","120","131","2558574.java","selected","570","582"
"14581601","17585720","4","0.5","2558574.java","selected","570","582","2347105.java","selected","129","146"
"10067028","14581601","4","0.555555555555556","1831582.java","selected","207","224","2558574.java","selected","570","582"
"13121131","14581601","4","0.6","1574657.java","selected","111","122","2558574.java","selected","570","582"
"14581601","21374275","4","0.533333333333333","2558574.java","selected","570","582","652645.java","selected","35","46"
"1037968","14581601","4","0.533333333333333","2393609.java","selected","127","138","2558574.java","selected","570","582"
"14581601","20310134","4","0.6","2558574.java","selected","570","582","760963.java","selected","29","40"
"14581601","17984312","4","0.6","2558574.java","selected","570","582","91947.java","selected","61","72"
"11716816","14581601","4","0.526315789473684","2205252.java","selected","172","188","2558574.java","selected","570","582"
