schema_version,dataset_id,pair_id,left_path,right_path,left_sha256,right_sha256,expected_type,band,cluster_id,functionality_id,sim_both,bcb_f1,bcb_f2,left_begin,left_end,right_begin,right_end
2.0,bcb-smoke-20260721,MT3_000012,pairs/MT3_000012/LeftInput.java,pairs/MT3_000012/RightInput.java,077e4a2f82711d55570911606de6be4e42e96b4a49b4b191451145b92573d483,0818fd685da9638a923936a4300d1fa602f4a0f4bddf7b891e9f614ea024d4d6,T3,MT3,14,14,0.533333333333333,3516892,20489341,21,31,21,30
2.0,bcb-smoke-20260721,MT3_000013,pairs/MT3_000013/LeftInput.java,pairs/MT3_000013/RightInput.java,49eacd347108595ae143637168605b6b249d8b5b92462c3cff0bcbd28579f32e,abdf8009b980a4d63c04b42b681567825fd10c1330e62c26daed77481bd840d6,T3,MT3,3,3,0.5,13822269,19662493,21,30,21,32
2.0,bcb-smoke-20260721,MT3_000014,pairs/MT3_000014/LeftInput.java,pairs/MT3_000014/RightInput.java,7fdcecbc3db8d558452dc51b87d3396d03c7778b137ab13a5c957b0c3b85492e,e330af37b1219ffae069832bafd2495be218a0929efed3611b88366325bcaa61,T3,MT3,10,10,0.551724137931034,19392399,20937548,21,48,21,44
2.0,bcb-smoke-20260721,MT3_000015,pairs/MT3_000015/LeftInput.java,pairs/MT3_000015/RightInput.java,de3aae1fb85103c404544c31a772c7e4ddd12dcf4b4ba75db47ef7858fb03bc7,1fc5991e2a209ec986400706526a4f229a8c28a4b3200e8038fcf61e7d0948cf,T3,MT3,3,3,0.538461538461538,3532296,10793696,21,33,21,28
2.0,bcb-smoke-20260721,MT3_000016,pairs/MT3_000016/LeftInput.java,pairs/MT3_000016/RightInput.java,e2d31e3d137f8c01ed3748cbee709eb5b589a5620654e3011ce54e4f21a9ecef,68a7bec78e6df3e389ce56891180be8ace57412df2fff4c924e51d50491c7a20,T3,MT3,4,4,0.685185185185185,8801436,19993993,21,57,21,63
2.0,bcb-smoke-20260721,MT3_000017,pairs/MT3_000017/LeftInput.java,pairs/MT3_000017/RightInput.java,87bcb2eddd432dbc1ece9c9e72d72d36134e49976d6d338d116ada4e36a4298a,db8722df8328e5ef7034c1868def1589348b595194c192eb0d0c5ef3d64b757b,T3,MT3,41,41,0.5,14313420,19371116,21,28,21,30
2.0,bcb-smoke-20260721,MT3_000018,pairs/MT3_000018/LeftInput.java,pairs/MT3_000018/RightInput.java,42e114415cbd082623d18f7d9a0a6f37fd903694bb8a86874205ee6d67203478,2679253a40c16139d37e505113a94239f3d973dc16d6095adcc7a8bfc96f1977,T3,MT3,4,4,0.583333333333333,10942052,18142979,21,31,21,31
2.0,bcb-smoke-20260721,MT3_000019,pairs/MT3_000019/LeftInput.java,pairs/MT3_000019/RightInput.java,ad74305ebd9ea6886dbe8e189c812a53b1b8f17b11f6d61610a1d396cb5b587b,9df388d857db63065840471d15ab1cc9489aef4f79390ea91736c12126011e57,T3,MT3,30,30,0.555555555555556,17275229,17729563,21,50,21,55
2.0,bcb-smoke-20260721,NEG_000000,pairs/NEG_000000/LeftInput.java,pairs/NEG_000000/RightInput.java,a8ec38f3e260a79b3162210cd93ef65e93f7554c85b804a91c706825fbe36d67,e2759c21f8b191dc584a150fb49269ed3e02366b2a0cbb1174c0061031e5a20e,NON_CLONE,,4,4,0.428571,12390641,23677117,21,26,21,27
2.0,bcb-smoke-20260721,NEG_000001,pairs/NEG_000001/LeftInput.java,pairs/NEG_000001/RightInput.java,28862e04c85bba6a2e70ed94a652687caa5d6b0a12e9608a4f0969a042336fd7,f04ffbd0be9caa101b52e6b7497ccb8b4bff0710881e47912f92dafdad9baaef,NON_CLONE,,4,4,0.0625,17896304,23677118,21,34,21,27
2.0,bcb-smoke-20260721,NEG_000002,pairs/NEG_000002/LeftInput.java,pairs/NEG_000002/RightInput.java,a06df9f9ea40e763a11331f02dc769c64d6444273fd730a789249b66c7bd5ea4,f04ffbd0be9caa101b52e6b7497ccb8b4bff0710881e47912f92dafdad9baaef,NON_CLONE,,4,4,0.142857,13201612,23677118,21,24,21,27
2.0,bcb-smoke-20260721,NEG_000003,pairs/NEG_000003/LeftInput.java,pairs/NEG_000003/RightInput.java,274e2086bbe539dbfed92a7de51c003c51cf42e2d90719089d6be666fd62e2cf,c2766e7212a0f238ec2e79e243c3788a4df366830cf8e7ff7c295de8383a7acc,NON_CLONE,,4,4,0.111111,932487,23677119,21,25,21,29
2.0,bcb-smoke-20260721,NEG_000004,pairs/NEG_000004/LeftInput.java,pairs/NEG_000004/RightInput.java,b1be5877fdae311abc29f9f242ed49547ff1f45d2d72efbb225910d86642124f,e2759c21f8b191dc584a150fb49269ed3e02366b2a0cbb1174c0061031e5a20e,NON_CLONE,,4,4,0.0769231,19552216,23677117,21,33,21,27
2.0,bcb-smoke-20260721,NEG_000005,pairs/NEG_000005/LeftInput.java,pairs/NEG_000005/RightInput.java,5e05947a0761036e1eac961e7f181103b19acfb1f6e24bd365448da36df441ce,6ea8bfdb1d65d841600df0e103fd1e3c91784d1e10927a1ed1a01dd2d2a05a97,NON_CLONE,,4,4,0.015625,2337121,23677115,21,84,21,23
2.0,bcb-smoke-20260721,NEG_000006,pairs/NEG_000006/LeftInput.java,pairs/NEG_000006/RightInput.java,da64d5ed09b2d580e88f0d751cc728243cf76aaf28b341cc6a1220bf38cd5588,f653f76d4bb948cbd2e6be27bebc269138d72dfb81cf95dfe01aa3919983443f,NON_CLONE,,14,14,0.105263,2550298,23677160,21,36,21,35
2.0,bcb-smoke-20260721,NEG_000007,pairs/NEG_000007/LeftInput.java,pairs/NEG_000007/RightInput.java,571a2bee9d82e9dc1b2b61178715875889d863b1f7f6990cfc1cf871629af86c,f091c12eac98cca4b88ae437b36edb2598a1924e3b811bce27c621119896eaba,NON_CLONE,,7,7,0.0147601,17047449,23677143,21,267,21,37
2.0,bcb-smoke-20260721,NEG_000008,pairs/NEG_000008/LeftInput.java,pairs/NEG_000008/RightInput.java,ffd88dba2ba7ade3af916e14a0958d8b5c10152114c8d9c406e980f56c0c18c8,6ea8bfdb1d65d841600df0e103fd1e3c91784d1e10927a1ed1a01dd2d2a05a97,NON_CLONE,,4,4,0.0833333,1988023,23677115,21,32,21,23
2.0,bcb-smoke-20260721,NEG_000009,pairs/NEG_000009/LeftInput.java,pairs/NEG_000009/RightInput.java,c7bd3c68bf4646e623ffd082b3b4039ce5a5bf6f6ebbaf007b54f197a16d586e,e9ab4df40b8219682ac8c7fdd491c66cce7bdc60c62d7c1e8ed4612a9e892e31,NON_CLONE,,2,2,0.173913,2210050,23677112,21,33,21,42
2.0,bcb-smoke-20260721,NEG_000010,pairs/NEG_000010/LeftInput.java,pairs/NEG_000010/RightInput.java,40e886cd865445eb1f67db9d6a76b8304fda7c9bd2707bbc17a207c39d7f82b7,6ea8bfdb1d65d841600df0e103fd1e3c91784d1e10927a1ed1a01dd2d2a05a97,NON_CLONE,,4,4,0.333333,16471100,23677115,21,23,21,23
2.0,bcb-smoke-20260721,NEG_000011,pairs/NEG_000011/LeftInput.java,pairs/NEG_000011/RightInput.java,0be9bb5800bbee537e23b84fbe9faa1e6c46a82080cac9c2ad379ef4bb57f212,6055ffd425567b11589fa66fe989acce31472dca681f8044c30f42cc3bb75ce0,NON_CLONE,,4,4,0.3,20151678,23677114,21,40,21,39
2.0,bcb-smoke-20260721,NEG_000012,pairs/NEG_000012/LeftInput.java,pairs/NEG_000012/RightInput.java,d5e71d6d1756079b09d281747b6283162b146c2ba2c166f968f20c55f9811727,6055ffd425567b11589fa66fe989acce31472dca681f8044c30f42cc3bb75ce0,NON_CLONE,,4,4,0.142857,4272404,23677114,21,32,21,39
2.0,bcb-smoke-20260721,NEG_000013,pairs/NEG_000013/LeftInput.java,pairs/NEG_000013/RightInput.java,5680385914993cfa8794b84e05864b529e0a74f236205c247cd9d1a78070c339,f04ffbd0be9caa101b52e6b7497ccb8b4bff0710881e47912f92dafdad9baaef,NON_CLONE,,4,4,0.117647,1643764,23677118,21,35,21,27
2.0,bcb-smoke-20260721,NEG_000014,pairs/NEG_000014/LeftInput.java,pairs/NEG_000014/RightInput.java,f90087fdc791727948451324fe19166f8bff7c4b5c7858f0f900363add233895,ae1b2fc784fdab6c8c1888f997d7eca2a3ef257d6197d84e9882b62626696b36,NON_CLONE,,2,2,0.0615385,8279019,23677111,21,83,21,31
2.0,bcb-smoke-20260721,NEG_000015,pairs/NEG_000015/LeftInput.java,pairs/NEG_000015/RightInput.java,b031f2d75e6fd3939bcaa77578de36d69f5ff1e0b3741c033766c7145928767a,c2766e7212a0f238ec2e79e243c3788a4df366830cf8e7ff7c295de8383a7acc,NON_CLONE,,4,4,0.117647,13409325,23677119,21,31,21,29
2.0,bcb-smoke-20260721,NEG_000016,pairs/NEG_000016/LeftInput.java,pairs/NEG_000016/RightInput.java,67ddbb13e8b9bb93276b94d800a6d48f6746837727d4d1309687721fcc56bab7,c2766e7212a0f238ec2e79e243c3788a4df366830cf8e7ff7c295de8383a7acc,NON_CLONE,,4,4,0.111111,6639266,23677119,21,23,21,29
2.0,bcb-smoke-20260721,NEG_000017,pairs/NEG_000017/LeftInput.java,pairs/NEG_000017/RightInput.java,19af33a5e4b19343dbf8eb055198baea7c7117dd7628b5c8f685fd9009a14b66,fc80553069f868ad2676250cadcab7b06fb39b69b860cdb031f33ac98b3275d1,NON_CLONE,,7,7,0.0746269,8379914,23677133,21,73,21,37
2.0,bcb-smoke-20260721,NEG_000018,pairs/NEG_000018/LeftInput.java,pairs/NEG_000018/RightInput.java,bf711e55148801d0c5e71637f67e613f9e28664da72d6f34bd4dd234cec33e85,f327286a3be8423e6e556d43907401028dc20d956dc9b26f17a65a17c854723b,NON_CLONE,,30,30,0.105263,17597858,23677194,21,24,21,49
2.0,bcb-smoke-20260721,NEG_000019,pairs/NEG_000019/LeftInput.java,pairs/NEG_000019/RightInput.java,0cd89850fd3297ae4d8bff9daaee6460b6e62bb4084a7a87534e0432caba7510,e2759c21f8b191dc584a150fb49269ed3e02366b2a0cbb1174c0061031e5a20e,NON_CLONE,,4,4,0.0178571,814602,23677117,21,64,21,27
2.0,bcb-smoke-20260721,NEG_000020,pairs/NEG_000020/LeftInput.java,pairs/NEG_000020/RightInput.java,a34d11010a639f47d24dad7a815c5720e9ba8d66d3d501f883e97dcc245d4602,e8245b95a1a9f2d9efb2f9676e0dd4d8e579846e74e07841bc7e44216c6eae79,NON_CLONE,,2,2,0.104167,5696820,23677113,21,67,21,33
2.0,bcb-smoke-20260721,NEG_000021,pairs/NEG_000021/LeftInput.java,pairs/NEG_000021/RightInput.java,70718604ebe907a876a66683211b41006eb73348269ecef551d9fe2b3f31f5b6,6ea8bfdb1d65d841600df0e103fd1e3c91784d1e10927a1ed1a01dd2d2a05a97,NON_CLONE,,4,4,0.166667,2732842,23677115,21,26,21,23
2.0,bcb-smoke-20260721,NEG_000022,pairs/NEG_000022/LeftInput.java,pairs/NEG_000022/RightInput.java,903221e7d5a059ddcb6a2de513dec43c133edc06a361c4f7518a894d2535cab5,e2759c21f8b191dc584a150fb49269ed3e02366b2a0cbb1174c0061031e5a20e,NON_CLONE,,4,4,0.0714286,9616285,23677117,21,47,21,27
2.0,bcb-smoke-20260721,NEG_000023,pairs/NEG_000023/LeftInput.java,pairs/NEG_000023/RightInput.java,d20facb87702ecac5eb01847c0e6ce3c17b3f92677096864778811fc0d01c963,c2766e7212a0f238ec2e79e243c3788a4df366830cf8e7ff7c295de8383a7acc,NON_CLONE,,4,4,0.166667,7109394,23677119,21,32,21,29
2.0,bcb-smoke-20260721,NEG_000024,pairs/NEG_000024/LeftInput.java,pairs/NEG_000024/RightInput.java,001156cc9aa2532d899418420e76bba083f04b77c33a6cc427f868eeda7c2bad,6ea8bfdb1d65d841600df0e103fd1e3c91784d1e10927a1ed1a01dd2d2a05a97,NON_CLONE,,4,4,0.1,22382073,23677115,21,29,21,23
2.0,bcb-smoke-20260721,NEG_000025,pairs/NEG_000025/LeftInput.java,pairs/NEG_000025/RightInput.java,f01d48d78c004e8c573fc9f1455b51ddc139d65b7e686dd0916fc18044bd5317,6879b031625cf2a24062b5286636c491c7bf0769d8a2ca5e077d64aef8b5d240,NON_CLONE,,4,4,0.181818,3247091,23677116,21,30,21,32
2.0,bcb-smoke-20260721,NEG_000026,pairs/NEG_000026/LeftInput.java,pairs/NEG_000026/RightInput.java,ec92ce1d43263cc110564498b94b1c0df08fb9badcf6c2978241a618bf6a671d,f04ffbd0be9caa101b52e6b7497ccb8b4bff0710881e47912f92dafdad9baaef,NON_CLONE,,4,4,0.0681818,9435151,23677118,21,63,21,27
2.0,bcb-smoke-20260721,NEG_000027,pairs/NEG_000027/LeftInput.java,pairs/NEG_000027/RightInput.java,08b7d531a63c6f1578783652291ae49cbe491ea0645834fbafffa71a0a84d86c,6055ffd425567b11589fa66fe989acce31472dca681f8044c30f42cc3bb75ce0,NON_CLONE,,4,4,0.0714286,12054462,23677114,21,23,21,39
2.0,bcb-smoke-20260721,NEG_000028,pairs/NEG_000028/LeftInput.java,pairs/NEG_000028/RightInput.java,f77ce5635d10bec7e5d8e3d1838e7a9f9e64fc0239c90c169db607afc7ca7153,f04ffbd0be9caa101b52e6b7497ccb8b4bff0710881e47912f92dafdad9baaef,NON_CLONE,,4,4,0.375,19319426,23677118,21,28,21,27
2.0,bcb-smoke-20260721,NEG_000029,pairs/NEG_000029/LeftInput.java,pairs/NEG_000029/RightInput.java,9104315e5979e94c6f400a2689dfb02da4f62495ae15d99a02360bec58cb4be3,e8245b95a1a9f2d9efb2f9676e0dd4d8e579846e74e07841bc7e44216c6eae79,NON_CLONE,,2,2,0.25,20336343,23677113,21,38,21,33
2.0,bcb-smoke-20260721,NEG_000030,pairs/NEG_000030/LeftInput.java,pairs/NEG_000030/RightInput.java,19f6ee4f1968a6be32b9f88397417b5f84d810777ef156f0ca95098444679dff,e2759c21f8b191dc584a150fb49269ed3e02366b2a0cbb1174c0061031e5a20e,NON_CLONE,,4,4,0.285714,4727619,23677117,21,27,21,27
2.0,bcb-smoke-20260721,NEG_000031,pairs/NEG_000031/LeftInput.java,pairs/NEG_000031/RightInput.java,48c7d2381ddf24fc74f1144bfda3f8f9e992685e87ffefb65c205c560d1bb7c7,073008555b0bf7886924de546ebc960b5a0185d2fdecc4a071f4f6b2f4b9c806,NON_CLONE,,14,14,0.166667,21926623,23677161,21,30,21,34
2.0,bcb-smoke-20260721,NEG_000032,pairs/NEG_000032/LeftInput.java,pairs/NEG_000032/RightInput.java,5c0e0d6c21e2bc5888fa95191200bd46a3e8a7892cd8a1080c349c4d528f1672,6055ffd425567b11589fa66fe989acce31472dca681f8044c30f42cc3bb75ce0,NON_CLONE,,4,4,0.142857,18772087,23677114,21,28,21,39
2.0,bcb-smoke-20260721,NEG_000033,pairs/NEG_000033/LeftInput.java,pairs/NEG_000033/RightInput.java,1381e65b8cc9337fd39e6921ef94b564d519a2ef277151842dabeb05a6366178,f653f76d4bb948cbd2e6be27bebc269138d72dfb81cf95dfe01aa3919983443f,NON_CLONE,,14,14,0.08,20130073,23677160,21,42,21,35
2.0,bcb-smoke-20260721,NEG_000034,pairs/NEG_000034/LeftInput.java,pairs/NEG_000034/RightInput.java,d26dd6ea9c2db118cbc3e5b858e4fadc589e1f445b1e6b6f0089e8e80d2d5d3b,6ea8bfdb1d65d841600df0e103fd1e3c91784d1e10927a1ed1a01dd2d2a05a97,NON_CLONE,,4,4,0.0285714,494346,23677115,21,53,21,23
2.0,bcb-smoke-20260721,NEG_000035,pairs/NEG_000035/LeftInput.java,pairs/NEG_000035/RightInput.java,a44331bba3f87671326a08e4d78884d926de091734ebc17f8dab6e082e847458,6879b031625cf2a24062b5286636c491c7bf0769d8a2ca5e077d64aef8b5d240,NON_CLONE,,4,4,0.333333,17494160,23677116,21,41,21,32
2.0,bcb-smoke-20260721,NEG_000036,pairs/NEG_000036/LeftInput.java,pairs/NEG_000036/RightInput.java,ab08b8370342556ea358f6e18b915218cc3f0bca5aa01c838ce141fbdfba7966,f653f76d4bb948cbd2e6be27bebc269138d72dfb81cf95dfe01aa3919983443f,NON_CLONE,,14,14,0.133333,17132631,23677160,21,35,21,35
2.0,bcb-smoke-20260721,NEG_000037,pairs/NEG_000037/LeftInput.java,pairs/NEG_000037/RightInput.java,a216e6bb8487e5ff90b56ba28ed187ac88e5afa6497475a4eef8f1b629b9edb1,6055ffd425567b11589fa66fe989acce31472dca681f8044c30f42cc3bb75ce0,NON_CLONE,,4,4,0.0148515,18604818,23677114,21,219,21,39
2.0,bcb-smoke-20260721,NEG_000038,pairs/NEG_000038/LeftInput.java,pairs/NEG_000038/RightInput.java,c17a4ef2e833769ac0ec4f656d4ea73a4445ca814f1488d8a69836f8bf2a91e2,6055ffd425567b11589fa66fe989acce31472dca681f8044c30f42cc3bb75ce0,NON_CLONE,,4,4,0.142857,8838041,23677114,21,41,21,39
2.0,bcb-smoke-20260721,NEG_000039,pairs/NEG_000039/LeftInput.java,pairs/NEG_000039/RightInput.java,40944bb6bcc9ccdb2b4b7eb5c816b75f38dc1163eab8eea42c5456e982b7327a,c2766e7212a0f238ec2e79e243c3788a4df366830cf8e7ff7c295de8383a7acc,NON_CLONE,,4,4,0.333333,6443347,23677119,21,27,21,29
2.0,bcb-smoke-20260721,ST3_000000,pairs/ST3_000000/LeftInput.java,pairs/ST3_000000/RightInput.java,e589d03c116d4ac78b0157ae2406e35d71d9462a36166b53de0206c90b7c4f8c,5cfdf49b95744ed3dc7e0dcd33a30d953429108c4bd43703573c8556e88c8b54,T3,ST3,4,4,0.857142857142857,1706023,5744493,21,38,21,37
2.0,bcb-smoke-20260721,ST3_000001,pairs/ST3_000001/LeftInput.java,pairs/ST3_000001/RightInput.java,3644e1693dd1268d0c938c0799c7c1c66eca587283e6003e0330432f3ac60909,5cb18138652c8fe2875336049f40b48370640831ca21153b3f4efcb521301af1,T3,ST3,2,2,0.851063829787234,333109,488614,21,44,21,42
2.0,bcb-smoke-20260721,ST3_000002,pairs/ST3_000002/LeftInput.java,pairs/ST3_000002/RightInput.java,ce1011653701085fdeee1e57a039bd713934b760177cc4a626ac294dd0edcc02,62d429f5c0c4058804149948e676bfb4b68d53634647e20e38498813954c00a8,T3,ST3,7,7,0.722222222222222,7227330,23677141,21,37,21,37
2.0,bcb-smoke-20260721,ST3_000003,pairs/ST3_000003/LeftInput.java,pairs/ST3_000003/RightInput.java,99b29a3c2d2d6739d572d196248bf864210fdf5a05e715fd419a475953d203ec,90e7d32eba6e51d1587943e22430a38511827311beadabb35dcc80729b648c5e,T3,ST3,2,2,0.851063829787234,665420,832234,21,42,21,44
2.0,bcb-smoke-20260721,ST3_000004,pairs/ST3_000004/LeftInput.java,pairs/ST3_000004/RightInput.java,3644e1693dd1268d0c938c0799c7c1c66eca587283e6003e0330432f3ac60909,5cb18138652c8fe2875336049f40b48370640831ca21153b3f4efcb521301af1,T3,ST3,2,2,0.851063829787234,196392,323161,21,44,21,42
2.0,bcb-smoke-20260721,ST3_000005,pairs/ST3_000005/LeftInput.java,pairs/ST3_000005/RightInput.java,167afffcd021e5e310eb023cf5cce34c8b2c6005c3c1ac76ddbda0763ff48730,9aaabf4d65c851f24ff60878c86e1311af1a283a2325bdce40834213e9373596,T3,ST3,10,10,0.884955752212389,1423646,19423749,21,41,21,40
2.0,bcb-smoke-20260721,ST3_000006,pairs/ST3_000006/LeftInput.java,pairs/ST3_000006/RightInput.java,eb964b4de4d839bf5136c89861955b1fb04bd1d8e3c2aad035dad9b757e08e16,507f6fb5c82590df80d4d378cda5c2aa6f7b2cb909b2c7b8cb6ecc5d116d456a,T3,ST3,4,4,0.714285714285714,5656506,10131427,21,27,21,27
2.0,bcb-smoke-20260721,ST3_000007,pairs/ST3_000007/LeftInput.java,pairs/ST3_000007/RightInput.java,df61e2170db548b8fc09f9e7c3eed1cf6c9f19860d022fa5f2f0387b510ba9be,7deb92e2eff503102dd2c16caaacfb63ae513e8a15a104a42867fb9ad9c158f0,T3,ST3,10,10,0.736842105263158,6371603,6371607,21,58,21,56
2.0,bcb-smoke-20260721,ST3_000008,pairs/ST3_000008/LeftInput.java,pairs/ST3_000008/RightInput.java,548e5145e9db8f2a822114da62f555e1d5f4c091cf54ef05b7168f6db47d6e3a,01a5133f5b062d250135e05485a1bee7b0bce4e4529ed2859c2de02c2722ffd3,T3,ST3,10,10,0.833333333333333,12739583,12739584,21,66,21,70
2.0,bcb-smoke-20260721,ST3_000009,pairs/ST3_000009/LeftInput.java,pairs/ST3_000009/RightInput.java,d60b53c53f8401c6f6c3d4f74ac0431c4da6acd403ece4352996d2c5c4810da9,6a7b2d070a97a85ed468c2b15225f8a9bfffd4a929cd9d288f836e3cb19c38af,T3,ST3,4,4,0.727272727272727,6501291,7458833,21,30,21,29
2.0,bcb-smoke-20260721,ST3_000010,pairs/ST3_000010/LeftInput.java,pairs/ST3_000010/RightInput.java,15fa70db73f66a7575670f18857f5e231b2e6c7d13df4a0f91d3d539ac928ae5,187dc72e9b10a2aaee2456995e2a8dc4007311898c85346362013b9d3b3e4cfa,T3,ST3,39,39,0.8125,1308760,2026298,21,33,21,35
2.0,bcb-smoke-20260721,ST3_000011,pairs/ST3_000011/LeftInput.java,pairs/ST3_000011/RightInput.java,3644e1693dd1268d0c938c0799c7c1c66eca587283e6003e0330432f3ac60909,5cb18138652c8fe2875336049f40b48370640831ca21153b3f4efcb521301af1,T3,ST3,2,2,0.851063829787234,108845,906241,21,44,21,42
2.0,bcb-smoke-20260721,ST3_000012,pairs/ST3_000012/LeftInput.java,pairs/ST3_000012/RightInput.java,66a5244b370be07fb1b9f5d18f594576233b7e7ea71bea7d91dc3be881f7d137,9a7cbeff8da2e5f260774370a79da81ea84252448e2418a3af47dba998cb273b,T3,ST3,4,4,0.857142857142857,5297820,17857284,21,27,21,27
2.0,bcb-smoke-20260721,ST3_000013,pairs/ST3_000013/LeftInput.java,pairs/ST3_000013/RightInput.java,8f08712f77640bcc08cbab2b69f4576b501141b290bdaba28f1d8f3ea340a189,e8e170da26a812c5d63d452b124cff4ea1a9c90a46693f8ffe61219514fd401e,T3,ST3,4,4,0.714285714285714,11370967,18542300,21,27,21,27
2.0,bcb-smoke-20260721,ST3_000014,pairs/ST3_000014/LeftInput.java,pairs/ST3_000014/RightInput.java,61c1dd122b25fe05d92dd3d1ddfefc177b0da8567be24da87f2b219d5b21d7c5,2688a31078b0c69dd9c5ee0857c2a85c1d8c78fa4121705bed183cc6c9e01685,T3,ST3,41,41,0.75,2307487,20063253,21,28,21,28
2.0,bcb-smoke-20260721,ST3_000015,pairs/ST3_000015/LeftInput.java,pairs/ST3_000015/RightInput.java,60fdbef50462d7a868cf5ba8e5fb7e666586b8e45da680751e279099e1d26e00,04d834ad39affd7d354a28f085177b8bcd8fff4176d31b19dfad56f45e560ee8,T3,ST3,27,27,0.894736842105263,36494,347560,21,38,21,38
2.0,bcb-smoke-20260721,ST3_000016,pairs/ST3_000016/LeftInput.java,pairs/ST3_000016/RightInput.java,4ef03c1648a0d6e2305c17eac1dbac2b6ed98c7f3404dc231dc12cf88eee600e,cc7a336ed0cf924d6b9c9f75b7b577895ed8acd0dc3764b427f38eaedcc1b640,T3,ST3,7,7,0.882352941176471,23677136,23677140,21,37,21,37
