pair_id,ref_index,kind,expected,operator,status,candidates,matched,predicted_type,type_correct,coverage,precision,iou
R00007,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.75,0.5
R00008,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2727,0.2727
R00008,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00008,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2857,0.25
R00008,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,1.0,0.7143
R00009,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.4286,0.4286
R00009,1,MUTATION,T1,t1_add_eol_comment,ok,1,False,,False,0.0,0.0,0.0
R00009,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.3,0.2308
R00009,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.3,0.2308
R00010,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.5,0.5
R00010,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.4545,0.4167
R00010,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8,0.3636,0.3333
R00010,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1818,0.1667
R00011,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8889,0.4706,0.4444
R00011,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00011,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1429,0.1333
R00011,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.625,0.3571,0.2941
R00012,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.5556,0.5556
R00012,1,MUTATION,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.0769,0.0769
R00012,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.2308,0.2143
R00012,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2308,0.1875
R00013,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2941,0.2941
R00013,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00013,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00013,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6364,1.0,0.6364
R00014,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.4167,0.4167
R00014,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00014,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00014,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5714,0.4444
R00015,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.6,0.6
R00015,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,1.0,0.6,0.6
R00015,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2,0.1818
R00015,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2,0.1818
R00016,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.45,0.45
R00016,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00016,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5455,0.8571,0.5
R00016,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.375,0.2143
R00017,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.7419,0.7419
R00017,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00017,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00017,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.2174,0.1923
R00018,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.3529,0.3529
R00018,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00018,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.25,0.2222
R00018,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00019,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.4783,0.4783
R00019,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.7273,0.4444,0.381
R00019,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8333,0.2778,0.2632
R00019,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.625,0.2778,0.2381
R00020,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.5789,0.5789
R00020,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8182,0.6,0.5294
R00020,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1333,0.125
R00020,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5714,0.2667,0.2222
R00021,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,False,,False,0.5,0.3,0.2308
R00021,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00021,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.6,0.375
R00021,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.8,0.5714
R00022,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.8182,0.8182
R00022,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00022,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.2,0.1429
R00022,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.25,0.1667
R00023,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.375,0.375
R00023,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00023,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00023,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6,0.4615
R00024,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,0.8571,0.2857,0.2727
R00024,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00024,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.1765,0.1667
R00024,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6923,0.5294,0.4286
R00025,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.6,0.6
R00025,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00025,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5,0.4
R00025,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00026,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.4706,0.4706
R00026,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00026,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7778,0.875,0.7
R00026,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.2857,0.2222
R00027,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.5833,0.5833
R00027,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00027,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00027,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3529,0.3
R00028,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2941,0.2941
R00028,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00028,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00028,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5455,0.8571,0.5
R00029,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.6364,0.6364
R00029,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0909,0.0909
R00029,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1818,0.1667
R00029,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.1818,0.1538
R00030,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.2609,0.2609
R00030,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0455,0.0455
R00030,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.0909,0.087
R00030,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8235,0.6364,0.56
R00031,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.3846,0.3846
R00031,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00031,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00031,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,0.5556,0.4545
R00032,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,0.8333,0.1852,0.1786
R00032,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00032,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00032,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5455,0.3333,0.2609
R00033,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.2308,0.2308
R00033,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,1.0,0.2609,0.2609
R00033,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.087,0.0833
R00033,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.087,0.0833
R00034,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.4,0.4
R00034,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00034,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.4286,0.375
R00034,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6923,0.6923,0.5294
R00035,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.375,0.375
R00035,1,MUTATION,T2,t2_rename_local,ok,3,True,T2,True,0.8,1.0,0.8
R00035,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8333,1.0,0.8333
R00035,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,1.0,0.5
R00036,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,0.8571,0.6,0.5455
R00036,1,MUTATION,T1,t1_add_eol_comment,ok,1,False,,False,0.0,0.0,0.0
R00036,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.25,0.2222
R00036,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.25,0.2222
R00037,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,False,,False,0.0769,0.0769,0.04
R00037,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00037,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00037,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.8,0.5714
R00038,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.2857,0.2857
R00038,1,MUTATION,T1,t1_add_eol_comment,ok,1,False,,False,0.0,0.0,0.0
R00038,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.1905,0.2353,0.1176
R00038,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.3333,0.0588,0.0526
R00039,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.4286,0.4286
R00039,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00039,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6,0.5
R00039,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5,0.4
R00040,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.2727,0.2727
R00040,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00040,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1176,0.1111
R00040,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.5882,0.4545
R00041,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.3636,0.3636
R00041,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00041,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7778,0.7778,0.6364
R00041,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00042,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.4286,0.4286
R00042,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.4167,0.3846
R00042,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8,0.3333,0.3077
R00042,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.25,0.2143
R00043,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.3696,0.3696
R00043,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00043,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7619,0.4211,0.3721
R00043,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5833,0.1842,0.1628
R00044,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.7333,0.7333
R00044,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00044,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00044,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.2222,0.1818
R00045,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.8095,0.8095
R00045,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00045,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.75,0.5
R00045,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.0833,0.0714
R00046,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.3333,0.3333
R00046,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.3333,0.3125
R00046,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.2,0.1875
R00046,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.4,0.3333
R00047,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,0.8333,0.4167,0.3846
R00047,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00047,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00047,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00048,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.875,0.875
R00048,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.4348,0.7692,0.3846
R00048,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1538,0.1429
R00048,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.3333,0.0769,0.0667
R00049,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.6429,0.6429
R00049,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00049,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.25,0.2308
R00049,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1667,0.1538
R00050,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8571,0.5,0.4615
R00050,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00050,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.25,0.2308
R00050,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.25,0.2143
R00051,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.5333,0.5333
R00051,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00051,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.5,0.4444
R00051,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,1.0,0.5
R00052,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.3438,0.3438
R00052,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00052,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00052,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.7895,0.625
R00053,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.3158,0.3158
R00053,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.3571,0.3333
R00053,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.3333,0.0714,0.0625
R00053,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6154,0.5714,0.4211
R00054,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.2083,0.2083
R00054,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00054,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7647,0.8125,0.65
R00054,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,1.0,0.5
R00055,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,0.9091,0.4545,0.4348
R00055,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0625,0.0625
R00055,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.125,0.1111
R00055,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.375,0.2727
R00056,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.4,0.4
R00056,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0714,0.0714
R00056,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1429,0.1333
R00056,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.4286,0.375
R00057,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8571,0.3529,0.3333
R00057,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00057,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1429,0.1333
R00057,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7,0.5,0.4118
R00058,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.5,0.5
R00058,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00058,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00058,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.4,0.2857
R00059,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,2,True,T3,True,1.0,0.2,0.2
R00059,1,MUTATION,T3,t3_delete_statement,ok,5,True,T2,False,1.0,1.0,1.0
R00059,2,UNTOUCHED,T1,none,ok,5,True,T1,True,0.0667,0.2,0.0526
R00059,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.625,0.3571,0.2941
R00060,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.64,0.64
R00060,1,MUTATION,T2,t2_rename_local,ok,7,True,T1,False,0.4286,1.0,0.4286
R00060,2,UNTOUCHED,T1,none,ok,7,True,T1,True,0.75,0.8571,0.6667
R00060,3,UNTOUCHED,T1,none,ok,7,True,T1,True,0.6667,0.3333,0.2857
R00061,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.4,0.4
R00061,1,MUTATION,T2,t2_rename_local,ok,5,True,T1,False,0.5,1.0,0.5
R00061,2,UNTOUCHED,T1,none,ok,5,True,T1,True,0.3333,1.0,0.3333
R00061,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.6667,0.8571,0.6
R00062,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.5556,0.5556
R00062,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,0.4286,1.0,0.4286
R00062,2,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.75,0.6
R00062,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.5,1.0,0.5
R00063,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.5,0.5
R00063,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00063,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00063,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.3333,0.25
R00064,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.2857,0.2857
R00064,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00064,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00064,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.12,0.1154
R00065,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,0.875,0.7,0.6364
R00065,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00065,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.5,0.3333
R00065,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.25,0.1667
R00066,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.6667,0.6667
R00066,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00066,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.5,0.4
R00066,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.3636,0.3333
R00067,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.5,0.5
R00067,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0667,0.0667
R00067,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8333,0.3333,0.3125
R00067,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2,0.1667
R00068,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2308,0.2308
R00068,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00068,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.6667,0.5714
R00068,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,1.0,0.5
R00069,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.6667,0.6667
R00069,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.75,0.6,0.5
R00069,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2667,0.2353
R00069,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1333,0.125
R00070,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.4286,0.4286
R00070,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,1.0,0.5,0.5
R00070,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1667,0.1538
