pair_id,ref_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00008,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,13,6,14
R00008,1,MUTATION,T1,t1_add_block_comment,,,12,12
R00008,2,UNTOUCHED,T1,none,3,5,3,5
R00008,3,UNTOUCHED,T1,none,14,24,15,25
R00009,0,CLONE_INTERVAL,T2,t2_rename_local_x3,8,15,8,15
R00009,1,MUTATION,T2,t2_rename_local_x3,10,13,10,13
R00009,2,UNTOUCHED,T1,none,3,7,3,7
R00009,3,UNTOUCHED,T1,none,16,26,16,26
R00010,0,CLONE_INTERVAL,T1,t1_add_eol_comment,12,17,12,17
R00010,1,MUTATION,T1,t1_add_eol_comment,14,14,14,14
R00010,2,UNTOUCHED,T1,none,3,11,3,11
R00010,3,UNTOUCHED,T1,none,18,32,18,32
R00011,0,CLONE_INTERVAL,T3,t3_delete_statement,8,16,8,15
R00011,1,MUTATION,T3,t3_delete_statement,10,10,,
R00011,2,UNTOUCHED,T1,none,4,7,4,7
R00011,3,UNTOUCHED,T1,none,17,20,16,19
R00012,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,14,7,14
R00012,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00012,2,UNTOUCHED,T1,none,4,6,4,6
R00012,3,UNTOUCHED,T1,none,15,22,15,22
R00013,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,17,6,17
R00013,1,MUTATION,T1,t1_add_eol_comment,7,7,7,7
R00013,2,UNTOUCHED,T1,none,3,5,3,5
R00013,3,UNTOUCHED,T1,none,18,20,18,20
R00014,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00014,1,MUTATION,T1,t1_add_blank_line,,,12,12
R00014,2,UNTOUCHED,T1,none,3,6,3,6
R00014,3,UNTOUCHED,T1,none,13,15,14,16
R00015,0,CLONE_INTERVAL,T1,t1_add_blank_line,78,83,78,84
R00015,1,MUTATION,T1,t1_add_blank_line,,,81,81
R00015,2,UNTOUCHED,T1,none,73,77,73,77
R00015,3,UNTOUCHED,T1,none,84,93,85,94
R00016,0,CLONE_INTERVAL,T2,t2_rename_local_x2,11,18,11,18
R00016,1,MUTATION,T2,t2_rename_local_x2,11,11,11,11
R00016,1,MUTATION,T2,t2_rename_local_x2,14,17,14,17
R00016,2,UNTOUCHED,T1,none,7,10,7,10
R00016,3,UNTOUCHED,T1,none,19,24,19,24
R00017,0,CLONE_INTERVAL,T1,t1_add_eol_comment,11,25,11,25
R00017,1,MUTATION,T1,t1_add_eol_comment,21,21,21,21
R00017,2,UNTOUCHED,T1,none,3,10,3,10
R00017,3,UNTOUCHED,T1,none,26,31,26,31
R00018,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,15,9,16
R00018,1,MUTATION,T1,t1_add_blank_line,,,13,13
R00018,2,UNTOUCHED,T1,none,3,8,3,8
R00018,3,UNTOUCHED,T1,none,16,23,17,24
R00019,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,11,6,11
R00019,1,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00019,2,UNTOUCHED,T1,none,3,5,3,5
R00019,3,UNTOUCHED,T1,none,12,21,12,21
R00020,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,12,6,12
R00020,1,MUTATION,T2,t2_change_int_literal,8,8,8,8
R00020,2,UNTOUCHED,T1,none,3,5,3,5
R00020,3,UNTOUCHED,T1,none,13,27,13,27
R00021,0,CLONE_INTERVAL,T2,t2_rename_local_x1,23,28,23,28
R00021,1,MUTATION,T2,t2_rename_local_x1,24,25,24,25
R00021,2,UNTOUCHED,T1,none,20,22,20,22
R00021,3,UNTOUCHED,T1,none,29,40,29,40
R00022,0,CLONE_INTERVAL,T1,t1_add_blank_line,15,20,15,21
R00022,1,MUTATION,T1,t1_add_blank_line,,,20,20
R00022,2,UNTOUCHED,T1,none,3,14,3,14
R00022,3,UNTOUCHED,T1,none,21,27,22,28
R00023,0,CLONE_INTERVAL,T1,t1_add_blank_line,10,15,10,16
R00023,1,MUTATION,T1,t1_add_blank_line,,,11,11
R00023,2,UNTOUCHED,T1,none,7,9,7,9
R00023,3,UNTOUCHED,T1,none,16,28,17,29
R00024,0,CLONE_INTERVAL,T1,t1_reindent,9,18,9,18
R00024,1,MUTATION,T1,t1_reindent,9,18,9,18
R00024,2,UNTOUCHED,T1,none,3,8,3,8
R00024,3,UNTOUCHED,T1,none,19,24,19,24
R00025,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,19,8,19
R00025,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00025,2,UNTOUCHED,T1,none,3,7,3,7
R00025,3,UNTOUCHED,T1,none,20,26,20,26
R00026,0,CLONE_INTERVAL,T2,t2_rename_local_x1,9,17,9,17
R00026,1,MUTATION,T2,t2_rename_local_x1,12,13,12,13
R00026,2,UNTOUCHED,T1,none,3,8,3,8
R00026,3,UNTOUCHED,T1,none,18,23,18,23
R00027,0,CLONE_INTERVAL,T2,t2_rename_local_x3,11,18,11,18
R00027,1,MUTATION,T2,t2_rename_local_x3,11,12,11,12
R00027,1,MUTATION,T2,t2_rename_local_x3,14,15,14,15
R00027,2,UNTOUCHED,T1,none,7,10,7,10
R00027,3,UNTOUCHED,T1,none,19,21,19,21
R00028,0,CLONE_INTERVAL,T3,t3_insert_statement,6,12,6,13
R00028,1,MUTATION,T3,t3_insert_statement,,,8,8
R00028,2,UNTOUCHED,T1,none,3,5,3,5
R00028,3,UNTOUCHED,T1,none,13,18,14,19
R00029,0,CLONE_INTERVAL,T1,t1_reindent,7,14,7,14
R00029,1,MUTATION,T1,t1_reindent,7,14,7,14
R00029,2,UNTOUCHED,T1,none,3,6,3,6
R00029,3,UNTOUCHED,T1,none,15,20,15,20
R00030,0,CLONE_INTERVAL,T2,t2_change_string_literal,136,142,136,142
R00030,1,MUTATION,T2,t2_change_string_literal,139,139,139,139
R00030,2,UNTOUCHED,T1,none,133,135,133,135
R00030,3,UNTOUCHED,T1,none,143,153,143,153
R00031,0,CLONE_INTERVAL,T3,t3_insert_statement,6,31,6,32
R00031,1,MUTATION,T3,t3_insert_statement,,,7,7
R00031,2,UNTOUCHED,T1,none,3,5,3,5
R00031,3,UNTOUCHED,T1,none,32,34,33,35
R00032,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00032,1,MUTATION,T3,t3_insert_statement,,,7,7
R00032,2,UNTOUCHED,T1,none,3,5,3,5
R00032,3,UNTOUCHED,T1,none,12,23,13,24
R00033,0,CLONE_INTERVAL,T1,t1_add_blank_line,13,18,13,19
R00033,1,MUTATION,T1,t1_add_blank_line,,,16,16
R00033,2,UNTOUCHED,T1,none,3,12,3,12
R00033,3,UNTOUCHED,T1,none,19,29,20,30
R00034,0,CLONE_INTERVAL,T2,t2_rename_local_x1,13,18,13,18
R00034,1,MUTATION,T2,t2_rename_local_x1,14,15,14,15
R00034,2,UNTOUCHED,T1,none,8,12,8,12
R00034,3,UNTOUCHED,T1,none,19,27,19,27
R00035,0,CLONE_INTERVAL,T2,t2_rename_local_x2,6,13,6,13
R00035,1,MUTATION,T2,t2_rename_local_x2,6,6,6,6
R00035,1,MUTATION,T2,t2_rename_local_x2,9,12,9,12
R00035,2,UNTOUCHED,T1,none,3,5,3,5
R00035,3,UNTOUCHED,T1,none,14,17,14,17
R00036,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,20,8,22
R00036,1,MUTATION,T3,t3_wrap_statement,,,8,8
R00036,2,UNTOUCHED,T1,none,3,7,3,7
R00036,3,UNTOUCHED,T1,none,21,24,23,26
R00037,0,CLONE_INTERVAL,T1,t1_reindent,16,22,16,22
R00037,1,MUTATION,T1,t1_reindent,16,22,16,22
R00037,2,UNTOUCHED,T1,none,3,15,3,15
R00037,3,UNTOUCHED,T1,none,23,29,23,29
R00038,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,14,6,14
R00038,1,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00038,2,UNTOUCHED,T1,none,3,5,3,5
R00038,3,UNTOUCHED,T1,none,15,23,15,23
R00039,0,CLONE_INTERVAL,T2,t2_change_int_literal,14,19,14,19
R00039,1,MUTATION,T2,t2_change_int_literal,17,17,17,17
R00039,2,UNTOUCHED,T1,none,3,13,3,13
R00039,3,UNTOUCHED,T1,none,20,22,20,22
R00040,0,CLONE_INTERVAL,T1,t1_add_blank_line,8,13,8,14
R00040,1,MUTATION,T1,t1_add_blank_line,,,13,13
R00040,2,UNTOUCHED,T1,none,3,7,3,7
R00040,3,UNTOUCHED,T1,none,14,58,15,59
R00041,0,CLONE_INTERVAL,T1,t1_reindent,17,23,17,23
R00041,1,MUTATION,T1,t1_reindent,17,23,17,23
R00041,2,UNTOUCHED,T1,none,9,16,9,16
R00041,3,UNTOUCHED,T1,none,24,26,24,26
R00042,0,CLONE_INTERVAL,T3,t3_wrap_statement,12,34,12,36
R00042,1,MUTATION,T3,t3_wrap_statement,,,12,12
R00042,2,UNTOUCHED,T1,none,3,11,3,11
R00042,3,UNTOUCHED,T1,none,35,56,37,58
R00043,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,7,11
R00043,1,MUTATION,T3,t3_delete_statement,12,12,,
R00043,2,UNTOUCHED,T1,none,3,6,3,6
R00043,3,UNTOUCHED,T1,none,13,28,12,27
R00044,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,13,7,13
R00044,1,MUTATION,T2,t2_change_string_literal,9,9,9,9
R00044,2,UNTOUCHED,T1,none,3,6,3,6
R00044,3,UNTOUCHED,T1,none,14,16,14,16
R00045,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00045,1,MUTATION,T1,t1_add_block_comment,,,11,11
R00045,2,UNTOUCHED,T1,none,3,5,3,5
R00045,3,UNTOUCHED,T1,none,12,14,13,15
R00046,0,CLONE_INTERVAL,T1,t1_reindent,31,36,31,36
R00046,1,MUTATION,T1,t1_reindent,31,36,31,36
R00046,2,UNTOUCHED,T1,none,28,30,28,30
R00046,3,UNTOUCHED,T1,none,37,47,37,47
R00047,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,17,9,17
R00047,1,MUTATION,T1,t1_add_eol_comment,14,14,14,14
R00047,2,UNTOUCHED,T1,none,3,8,3,8
R00047,3,UNTOUCHED,T1,none,18,21,18,21
R00048,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,13,8,15
R00048,1,MUTATION,T3,t3_wrap_statement,,,8,8
R00048,2,UNTOUCHED,T1,none,3,7,3,7
R00048,3,UNTOUCHED,T1,none,14,17,16,19
R00049,0,CLONE_INTERVAL,T1,t1_reindent,9,14,9,14
R00049,1,MUTATION,T1,t1_reindent,9,14,9,14
R00049,2,UNTOUCHED,T1,none,3,8,3,8
R00049,3,UNTOUCHED,T1,none,15,20,15,20
R00050,0,CLONE_INTERVAL,T2,t2_rename_local_x1,10,18,10,18
R00050,1,MUTATION,T2,t2_rename_local_x1,10,10,10,10
R00050,1,MUTATION,T2,t2_rename_local_x1,16,17,16,17
R00050,2,UNTOUCHED,T1,none,3,9,3,9
R00050,3,UNTOUCHED,T1,none,19,32,19,32
R00051,0,CLONE_INTERVAL,T2,t2_change_int_literal,36,41,36,41
R00051,1,MUTATION,T2,t2_change_int_literal,36,36,36,36
R00051,2,UNTOUCHED,T1,none,32,35,32,35
R00051,3,UNTOUCHED,T1,none,42,44,42,44
R00052,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,13,8,13
R00052,1,MUTATION,T2,t2_change_int_literal,8,8,8,8
R00052,2,UNTOUCHED,T1,none,3,7,3,7
R00052,3,UNTOUCHED,T1,none,14,19,14,19
R00053,0,CLONE_INTERVAL,T3,t3_delete_statement,11,16,11,15
R00053,1,MUTATION,T3,t3_delete_statement,16,16,,
R00053,2,UNTOUCHED,T1,none,3,10,3,10
R00053,3,UNTOUCHED,T1,none,17,45,16,44
R00054,0,CLONE_INTERVAL,T3,t3_insert_statement,9,20,9,21
R00054,1,MUTATION,T3,t3_insert_statement,,,14,14
R00054,2,UNTOUCHED,T1,none,5,8,5,8
R00054,3,UNTOUCHED,T1,none,21,31,22,32
R00055,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00055,1,MUTATION,T1,t1_reindent,7,12,7,12
R00055,2,UNTOUCHED,T1,none,4,6,4,6
R00055,3,UNTOUCHED,T1,none,13,23,13,23
R00056,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,15,6,16
R00056,1,MUTATION,T1,t1_add_block_comment,,,10,10
R00056,2,UNTOUCHED,T1,none,3,5,3,5
R00056,3,UNTOUCHED,T1,none,16,20,17,21
R00057,0,CLONE_INTERVAL,T3,t3_insert_statement,6,14,6,15
R00057,1,MUTATION,T3,t3_insert_statement,,,7,7
R00057,2,UNTOUCHED,T1,none,3,5,3,5
R00057,3,UNTOUCHED,T1,none,15,17,16,18
R00058,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,15,6,17
R00058,1,MUTATION,T3,t3_wrap_statement,,,10,10
R00058,2,UNTOUCHED,T1,none,3,5,3,5
R00058,3,UNTOUCHED,T1,none,16,18,18,20
R00059,0,CLONE_INTERVAL,T2,t2_change_int_literal,17,23,17,23
R00059,1,MUTATION,T2,t2_change_int_literal,20,20,20,20
R00059,2,UNTOUCHED,T1,none,5,16,5,16
R00059,3,UNTOUCHED,T1,none,24,26,24,26
R00060,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,15,6,15
R00060,1,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00060,2,UNTOUCHED,T1,none,3,5,3,5
R00060,3,UNTOUCHED,T1,none,16,21,16,21
R00061,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,14,9,15
R00061,1,MUTATION,T1,t1_add_blank_line,,,13,13
R00061,2,UNTOUCHED,T1,none,6,8,6,8
R00061,3,UNTOUCHED,T1,none,15,22,16,23
R00062,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,15,9,15
R00062,1,MUTATION,T1,t1_add_eol_comment,14,14,14,14
R00062,2,UNTOUCHED,T1,none,3,8,3,8
R00062,3,UNTOUCHED,T1,none,16,23,16,23
R00063,0,CLONE_INTERVAL,T3,t3_wrap_statement,12,17,12,19
R00063,1,MUTATION,T3,t3_wrap_statement,,,13,13
R00063,2,UNTOUCHED,T1,none,6,11,6,11
R00063,3,UNTOUCHED,T1,none,18,23,20,25
R00064,0,CLONE_INTERVAL,T3,t3_insert_statement,6,21,6,22
R00064,1,MUTATION,T3,t3_insert_statement,,,7,7
R00064,2,UNTOUCHED,T1,none,3,5,3,5
R00064,3,UNTOUCHED,T1,none,22,24,23,25
R00065,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,14,7,14
R00065,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00065,2,UNTOUCHED,T1,none,3,6,3,6
R00065,3,UNTOUCHED,T1,none,15,17,15,17
R00066,0,CLONE_INTERVAL,T2,t2_change_int_literal,190,195,190,195
R00066,1,MUTATION,T2,t2_change_int_literal,191,191,191,191
R00066,2,UNTOUCHED,T1,none,187,189,187,189
R00066,3,UNTOUCHED,T1,none,196,204,196,204
R00067,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,12,6,14
R00067,1,MUTATION,T3,t3_wrap_statement,,,7,7
R00067,2,UNTOUCHED,T1,none,3,5,3,5
R00067,3,UNTOUCHED,T1,none,13,19,15,21
R00068,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00068,1,MUTATION,T3,t3_delete_statement,6,6,,
R00068,2,UNTOUCHED,T1,none,3,5,3,5
R00068,3,UNTOUCHED,T1,none,12,27,11,26
R00069,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00069,1,MUTATION,T1,t1_add_block_comment,,,8,8
R00069,2,UNTOUCHED,T1,none,3,5,3,5
R00069,3,UNTOUCHED,T1,none,12,15,13,16
R00070,0,CLONE_INTERVAL,T2,t2_change_int_literal,11,16,11,16
R00070,1,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00070,2,UNTOUCHED,T1,none,6,10,6,10
R00070,3,UNTOUCHED,T1,none,17,24,17,24
R00071,0,CLONE_INTERVAL,T2,t2_rename_local_x2,8,13,8,13
R00071,1,MUTATION,T2,t2_rename_local_x2,8,9,8,9
R00071,2,UNTOUCHED,T1,none,3,7,3,7
R00071,3,UNTOUCHED,T1,none,14,39,14,39
R00072,0,CLONE_INTERVAL,T1,t1_reindent,6,13,6,13
R00072,1,MUTATION,T1,t1_reindent,6,13,6,13
R00072,2,UNTOUCHED,T1,none,3,5,3,5
R00072,3,UNTOUCHED,T1,none,14,20,14,20
R00073,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,15,7,15
R00073,1,MUTATION,T2,t2_change_int_literal,8,8,8,8
R00073,2,UNTOUCHED,T1,none,3,6,3,6
R00073,3,UNTOUCHED,T1,none,16,27,16,27
R00074,0,CLONE_INTERVAL,T1,t1_add_block_comment,11,18,11,19
R00074,1,MUTATION,T1,t1_add_block_comment,,,12,12
R00074,2,UNTOUCHED,T1,none,6,10,6,10
R00074,3,UNTOUCHED,T1,none,19,24,20,25
R00075,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,13,6,15
R00075,1,MUTATION,T3,t3_wrap_statement,,,6,6
R00075,2,UNTOUCHED,T1,none,3,5,3,5
R00075,3,UNTOUCHED,T1,none,14,21,16,23
R00076,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00076,1,MUTATION,T1,t1_add_block_comment,,,9,9
R00076,2,UNTOUCHED,T1,none,3,5,3,5
R00076,3,UNTOUCHED,T1,none,12,23,13,24
R00077,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,6,10
R00077,1,MUTATION,T3,t3_delete_statement,13,13,,
R00077,2,UNTOUCHED,T1,none,5,7,3,5
R00077,3,UNTOUCHED,T1,none,14,19,11,16
R00078,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,38,9,38
R00078,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00078,2,UNTOUCHED,T1,none,3,8,3,8
R00078,3,UNTOUCHED,T1,none,39,43,39,43
R00079,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00079,1,MUTATION,T1,t1_add_blank_line,,,9,9
R00079,2,UNTOUCHED,T1,none,3,5,3,5
R00079,3,UNTOUCHED,T1,none,12,26,13,27
R00080,0,CLONE_INTERVAL,T1,t1_reindent,7,16,7,16
R00080,1,MUTATION,T1,t1_reindent,7,16,7,16
R00080,2,UNTOUCHED,T1,none,3,6,3,6
R00080,3,UNTOUCHED,T1,none,17,19,17,19
R00081,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,17,6,18
R00081,1,MUTATION,T1,t1_add_blank_line,,,12,12
R00081,2,UNTOUCHED,T1,none,3,5,3,5
R00081,3,UNTOUCHED,T1,none,18,25,19,26
R00082,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,14,9,14
R00082,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00082,2,UNTOUCHED,T1,none,3,8,3,8
R00082,3,UNTOUCHED,T1,none,15,30,15,30
R00083,0,CLONE_INTERVAL,T2,t2_rename_local_x2,7,14,7,14
R00083,1,MUTATION,T2,t2_rename_local_x2,7,7,7,7
R00083,1,MUTATION,T2,t2_rename_local_x2,9,11,9,11
R00083,2,UNTOUCHED,T1,none,3,6,3,6
R00083,3,UNTOUCHED,T1,none,15,17,15,17
R00084,0,CLONE_INTERVAL,T3,t3_delete_statement,7,13,7,12
R00084,1,MUTATION,T3,t3_delete_statement,8,8,,
R00084,2,UNTOUCHED,T1,none,4,6,4,6
R00084,3,UNTOUCHED,T1,none,14,19,13,18
R00085,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,12,6,12
R00085,1,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00085,2,UNTOUCHED,T1,none,3,5,3,5
R00085,3,UNTOUCHED,T1,none,13,20,13,20
R00086,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,11,6,11
R00086,1,MUTATION,T2,t2_rename_local_x1,7,8,7,8
R00086,2,UNTOUCHED,T1,none,3,5,3,5
R00086,3,UNTOUCHED,T1,none,12,17,12,17
R00087,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,22,9,23
R00087,1,MUTATION,T1,t1_add_blank_line,,,19,19
R00087,2,UNTOUCHED,T1,none,3,8,3,8
R00087,3,UNTOUCHED,T1,none,23,25,24,26
R00088,0,CLONE_INTERVAL,T3,t3_wrap_statement,10,15,10,19
R00088,1,MUTATION,T3,t3_wrap_statement,,,13,13
R00088,2,UNTOUCHED,T1,none,7,9,7,9
R00088,3,UNTOUCHED,T1,none,18,21,20,23
R00089,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,17,6,17
R00089,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00089,2,UNTOUCHED,T1,none,3,5,3,5
R00089,3,UNTOUCHED,T1,none,18,43,18,43
R00090,0,CLONE_INTERVAL,T2,t2_change_string_literal,16,21,16,21
R00090,1,MUTATION,T2,t2_change_string_literal,18,18,18,18
R00090,2,UNTOUCHED,T1,none,3,15,3,15
R00090,3,UNTOUCHED,T1,none,22,24,22,24
R00091,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,11,6,13
R00091,1,MUTATION,T3,t3_wrap_statement,,,8,8
R00091,2,UNTOUCHED,T1,none,3,5,3,5
R00091,3,UNTOUCHED,T1,none,12,22,14,24
R00092,0,CLONE_INTERVAL,T2,t2_rename_local_x1,13,18,13,18
R00092,1,MUTATION,T2,t2_rename_local_x1,13,14,13,14
R00092,2,UNTOUCHED,T1,none,10,12,10,12
R00092,3,UNTOUCHED,T1,none,19,22,19,22
R00093,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00093,1,MUTATION,T1,t1_add_block_comment,,,8,8
R00093,2,UNTOUCHED,T1,none,3,5,3,5
R00093,3,UNTOUCHED,T1,none,12,19,13,20
R00094,0,CLONE_INTERVAL,T2,t2_change_string_literal,11,18,11,18
R00094,1,MUTATION,T2,t2_change_string_literal,12,12,12,12
R00094,2,UNTOUCHED,T1,none,3,10,3,10
R00094,3,UNTOUCHED,T1,none,19,22,19,22
R00095,0,CLONE_INTERVAL,T3,t3_insert_statement,9,20,9,20
R00095,1,MUTATION,T3,t3_insert_statement,,,21,21
R00095,2,UNTOUCHED,T1,none,3,8,3,8
R00095,3,UNTOUCHED,T1,none,21,26,22,27
R00096,0,CLONE_INTERVAL,T1,t1_add_block_comment,8,13,8,14
R00096,1,MUTATION,T1,t1_add_block_comment,,,12,12
R00096,2,UNTOUCHED,T1,none,5,7,5,7
R00096,3,UNTOUCHED,T1,none,14,22,15,23
R00097,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00097,1,MUTATION,T3,t3_delete_statement,11,11,,
R00097,2,UNTOUCHED,T1,none,3,5,3,5
R00097,3,UNTOUCHED,T1,none,12,14,11,13
R00098,0,CLONE_INTERVAL,T1,t1_add_eol_comment,14,28,14,28
R00098,1,MUTATION,T1,t1_add_eol_comment,25,25,25,25
R00098,2,UNTOUCHED,T1,none,3,13,3,13
R00098,3,UNTOUCHED,T1,none,29,33,29,33
R00099,0,CLONE_INTERVAL,T3,t3_delete_statement,9,14,9,13
R00099,1,MUTATION,T3,t3_delete_statement,10,10,,
R00099,2,UNTOUCHED,T1,none,3,8,3,8
R00099,3,UNTOUCHED,T1,none,15,43,14,42
R00100,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,8,12
R00100,1,MUTATION,T3,t3_delete_statement,10,10,,
R00100,2,UNTOUCHED,T1,none,5,7,5,7
R00100,3,UNTOUCHED,T1,none,14,16,13,15
R00101,0,CLONE_INTERVAL,T2,t2_change_int_literal,57,64,57,64
R00101,1,MUTATION,T2,t2_change_int_literal,60,60,60,60
R00101,2,UNTOUCHED,T1,none,54,56,54,56
R00101,3,UNTOUCHED,T1,none,65,88,65,88
R00102,0,CLONE_INTERVAL,T3,t3_insert_statement,12,18,12,19
R00102,1,MUTATION,T3,t3_insert_statement,,,16,16
R00102,2,UNTOUCHED,T1,none,3,11,3,11
R00102,3,UNTOUCHED,T1,none,19,53,20,54
R00103,0,CLONE_INTERVAL,T3,t3_insert_statement,17,27,17,27
R00103,1,MUTATION,T3,t3_insert_statement,,,28,28
R00103,2,UNTOUCHED,T1,none,5,16,5,16
R00103,3,UNTOUCHED,T1,none,28,32,29,33
R00104,0,CLONE_INTERVAL,T3,t3_insert_statement,6,13,6,14
R00104,1,MUTATION,T3,t3_insert_statement,,,7,7
R00104,2,UNTOUCHED,T1,none,3,5,3,5
R00104,3,UNTOUCHED,T1,none,14,17,15,18
R00105,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,17,6,18
R00105,1,MUTATION,T1,t1_add_blank_line,,,9,9
R00105,2,UNTOUCHED,T1,none,3,5,3,5
R00105,3,UNTOUCHED,T1,none,18,23,19,24
R00106,0,CLONE_INTERVAL,T2,t2_rename_local_x1,14,20,14,20
R00106,1,MUTATION,T2,t2_rename_local_x1,14,14,14,14
R00106,1,MUTATION,T2,t2_rename_local_x1,17,17,17,17
R00106,2,UNTOUCHED,T1,none,3,13,3,13
R00106,3,UNTOUCHED,T1,none,21,26,21,26
R00107,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00107,1,MUTATION,T1,t1_add_eol_comment,6,6,6,6
R00107,2,UNTOUCHED,T1,none,3,5,3,5
R00107,3,UNTOUCHED,T1,none,12,16,12,16
