pair_id,ref_index,kind,expected,operator,status,candidates,matched,predicted_type,type_correct,coverage,precision,iou
R00039,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8,0.1905,0.1818
R00039,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.1429,0.1364
R00040,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.5,0.5
R00040,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,1.0,0.4615,0.4615
R00040,1,MUTATION,T1,t1_reindent,ok,1,False,,False,0.0,0.0,0.0
R00040,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8,0.3077,0.2857
R00040,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.2308,0.1875
R00041,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.4444,0.4444
R00041,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00041,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.875,0.5385,0.5
R00041,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00042,0,CLONE_INTERVAL,T3,t3_insert_statement,ok,1,True,T3,True,1.0,0.2857,0.2857
R00042,1,MUTATION,T3,t3_insert_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00042,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.5,0.25
R00042,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.25,0.2222
R00043,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,0.875,0.3684,0.35
R00043,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00043,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.6,0.5
R00043,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5833,0.6364,0.4375
R00044,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8571,0.5455,0.5
R00044,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00044,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1818,0.1667
R00044,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.2727,0.25
R00045,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.5,0.5
R00045,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00045,1,MUTATION,T2,t2_rename_local,ok,5,True,T2,True,1.0,1.0,1.0
R00045,2,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.75,0.6
R00045,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,1.0,0.75
R00046,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.6765,0.6765
R00046,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00046,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8333,0.2083,0.2
R00046,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5714,0.1667,0.1481
R00047,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.5,0.5
R00047,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00047,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00047,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.75,0.5
R00048,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.4167,0.4167
R00048,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00048,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00048,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00049,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.4,0.4
R00049,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00049,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00049,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,0.5556,0.4545
R00050,0,CLONE_INTERVAL,T2,t2_rename_local,ok,1,True,T2,True,1.0,0.6364,0.6364
R00050,1,MUTATION,T2,t2_rename_local,ok,3,True,T2,True,1.0,1.0,1.0
R00050,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00050,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00051,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.3158,0.3158
R00051,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.3571,0.3333
R00051,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1429,0.1333
R00051,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5833,0.5,0.3684
R00052,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.4,0.4
R00052,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00052,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00052,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.625,0.4545
R00053,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.6579,0.6579
R00053,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00053,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8571,0.75,0.6667
R00053,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.2381,0.2083
R00054,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,0.8333,0.2778,0.2632
R00054,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00054,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.6667,0.5
R00054,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.75,0.6
R00055,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.3158,0.3158
R00055,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.8333,0.3333,0.3125
R00055,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1333,0.125
R00055,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.5333,0.4211
R00056,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.7541,0.7541
R00056,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00056,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.625,0.5556,0.4167
R00056,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.129,0.1143
R00057,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.1714,0.1714
R00057,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00057,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.3,0.2727
R00057,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5556,0.2778,0.2273
R00058,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,1.0,0.4375,0.4375
R00058,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00058,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00058,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.8,0.4444
R00059,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.5926,0.5926
R00059,1,MUTATION,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.0476,0.0476
R00059,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.75,0.1429,0.1364
R00059,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.2857,0.25
R00060,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,1.0,0.5909,0.5909
R00060,1,MUTATION,T2,t2_change_string_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00060,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7273,0.6667,0.5333
R00060,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.3333,0.0417,0.0385
R00061,0,CLONE_INTERVAL,T1,t1_reindent,ok,2,True,T1,True,1.0,0.3529,0.3529
R00061,1,MUTATION,T1,t1_reindent,ok,2,True,T1,True,0.8333,0.3333,0.3125
R00061,2,UNTOUCHED,T1,none,ok,2,True,T1,True,0.5,0.2,0.1667
R00061,3,UNTOUCHED,T1,none,ok,2,True,T1,True,0.7778,0.4667,0.4118
R00062,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.4,0.4
R00062,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00062,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.4,0.3333
R00062,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2857,0.25
R00063,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,0.3333,0.3333
R00063,1,MUTATION,T2,t2_change_int_literal,ok,5,True,T2,True,1.0,1.0,1.0
R00063,2,UNTOUCHED,T1,none,ok,5,True,T1,True,0.75,0.6,0.5
R00063,3,UNTOUCHED,T1,none,ok,5,True,T1,True,0.7,0.7778,0.5833
R00064,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,0.8571,0.2069,0.2
R00064,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00064,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.0833,0.0769
R00064,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7273,0.6667,0.5333
R00065,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.4483,0.4483
R00065,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00065,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,1.0,0.75
R00065,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6429,0.5,0.3913
R00066,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,0.8571,0.2222,0.2143
R00066,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00066,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.2,0.1818
R00066,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.25,0.0769,0.0625
R00067,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,2,True,T1,True,1.0,0.15,0.15
R00067,1,MUTATION,T1,t1_add_block_comment,ok,2,False,,False,0.0,0.0,0.0
R00067,2,UNTOUCHED,T1,none,ok,2,True,T1,True,0.625,0.1724,0.1562
R00067,3,UNTOUCHED,T1,none,ok,2,True,T1,True,0.4444,0.1379,0.1176
R00068,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,0.8,0.5,0.4444
R00068,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00068,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.3333,0.2857
R00068,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,1.0,0.6667
R00069,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.1132,0.1132
