pair_id,ref_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00006,1,MUTATION,T3,t3_insert_statement,,,11,11
R00006,2,CLONE_INTERVAL,T1,t1_add_blank_line,15,21,16,23
R00006,3,MUTATION,T1,t1_add_blank_line,,,19,19
R00006,4,UNTOUCHED,T1,none,3,5,3,5
R00006,5,UNTOUCHED,T1,none,12,14,13,15
R00006,6,UNTOUCHED,T1,none,22,31,24,33
R00007,0,CLONE_INTERVAL,T2,t2_change_int_literal,24,29,24,29
R00007,1,MUTATION,T2,t2_change_int_literal,24,24,24,24
R00007,2,CLONE_INTERVAL,T3,t3_delete_statement,47,52,47,51
R00007,3,MUTATION,T3,t3_delete_statement,52,52,,
R00007,4,UNTOUCHED,T1,none,21,23,21,23
R00007,5,UNTOUCHED,T1,none,30,42,30,42
R00007,6,UNTOUCHED,T1,none,44,46,44,46
R00007,7,UNTOUCHED,T1,none,53,55,52,54
R00008,0,CLONE_INTERVAL,T1,t1_add_block_comment,8,14,8,15
R00008,1,MUTATION,T1,t1_add_block_comment,,,14,14
R00008,2,CLONE_INTERVAL,T2,t2_change_string_literal,29,34,30,35
R00008,3,MUTATION,T2,t2_change_string_literal,30,30,31,31
R00008,4,UNTOUCHED,T1,none,4,7,4,7
R00008,5,UNTOUCHED,T1,none,15,24,16,25
R00008,6,UNTOUCHED,T1,none,26,28,27,29
R00008,7,UNTOUCHED,T1,none,35,38,36,39
R00009,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,13,8,15
R00009,1,MUTATION,T3,t3_wrap_statement,10,11,10,13
R00009,2,CLONE_INTERVAL,T1,t1_reindent,17,27,19,29
R00009,3,MUTATION,T1,t1_reindent,17,27,19,29
R00009,4,UNTOUCHED,T1,none,5,7,5,7
R00009,5,UNTOUCHED,T1,none,14,16,16,18
R00009,6,UNTOUCHED,T1,none,28,32,30,34
R00010,0,CLONE_INTERVAL,T1,t1_add_eol_comment,49,56,49,56
R00010,1,MUTATION,T1,t1_add_eol_comment,53,53,53,53
R00010,2,CLONE_INTERVAL,T2,t2_rename_local_x3,226,236,226,236
R00010,3,MUTATION,T2,t2_rename_local_x3,226,235,226,235
R00010,4,UNTOUCHED,T1,none,46,48,46,48
R00010,5,UNTOUCHED,T1,none,57,67,57,67
R00010,6,UNTOUCHED,T1,none,222,225,222,225
R00010,7,UNTOUCHED,T1,none,237,239,237,239
R00011,0,CLONE_INTERVAL,T3,t3_insert_statement,6,12,6,13
R00011,1,MUTATION,T3,t3_insert_statement,,,7,7
R00011,2,CLONE_INTERVAL,T1,t1_add_blank_line,19,24,20,26
R00011,3,MUTATION,T1,t1_add_blank_line,,,24,24
R00011,4,UNTOUCHED,T1,none,3,5,3,5
R00011,5,UNTOUCHED,T1,none,13,18,14,19
R00011,6,UNTOUCHED,T1,none,25,32,27,34
R00012,0,CLONE_INTERVAL,T2,t2_change_int_literal,101,115,101,115
R00012,1,MUTATION,T2,t2_change_int_literal,101,101,101,101
R00012,2,CLONE_INTERVAL,T3,t3_delete_statement,152,157,152,156
R00012,3,MUTATION,T3,t3_delete_statement,157,157,,
R00012,4,UNTOUCHED,T1,none,98,100,98,100
R00012,5,UNTOUCHED,T1,none,116,121,116,121
R00012,6,UNTOUCHED,T1,none,149,151,149,151
R00012,7,UNTOUCHED,T1,none,158,163,157,162
R00013,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,27,9,28
R00013,1,MUTATION,T1,t1_add_block_comment,,,11,11
R00013,2,CLONE_INTERVAL,T2,t2_change_string_literal,33,42,34,43
R00013,3,MUTATION,T2,t2_change_string_literal,35,35,36,36
R00013,4,UNTOUCHED,T1,none,3,8,3,8
R00013,5,UNTOUCHED,T1,none,28,32,29,33
R00013,6,UNTOUCHED,T1,none,43,48,44,49
R00014,0,CLONE_INTERVAL,T3,t3_wrap_statement,13,21,13,23
R00014,1,MUTATION,T3,t3_wrap_statement,15,19,15,21
R00014,2,CLONE_INTERVAL,T1,t1_reindent,98,104,100,106
R00014,3,MUTATION,T1,t1_reindent,98,104,100,106
R00014,4,UNTOUCHED,T1,none,5,12,5,12
R00014,5,UNTOUCHED,T1,none,22,26,24,28
R00014,6,UNTOUCHED,T1,none,91,97,93,99
R00014,7,UNTOUCHED,T1,none,105,116,107,118
R00015,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00015,1,MUTATION,T1,t1_add_eol_comment,6,6,6,6
R00015,2,CLONE_INTERVAL,T2,t2_rename_local_x2,22,40,22,40
R00015,3,MUTATION,T2,t2_rename_local_x2,22,36,22,36
R00015,4,UNTOUCHED,T1,none,3,5,3,5
R00015,5,UNTOUCHED,T1,none,12,16,12,16
R00015,6,UNTOUCHED,T1,none,18,21,18,21
R00015,7,UNTOUCHED,T1,none,41,45,41,45
R00016,0,CLONE_INTERVAL,T3,t3_insert_statement,29,35,29,36
R00016,1,MUTATION,T3,t3_insert_statement,,,30,30
R00016,2,CLONE_INTERVAL,T1,t1_add_blank_line,43,50,44,52
R00016,3,MUTATION,T1,t1_add_blank_line,,,50,50
R00016,4,UNTOUCHED,T1,none,25,28,25,28
R00016,5,UNTOUCHED,T1,none,36,38,37,39
R00016,6,UNTOUCHED,T1,none,40,42,41,43
R00016,7,UNTOUCHED,T1,none,51,53,53,55
R00017,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,13,8,13
R00017,1,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00017,2,CLONE_INTERVAL,T3,t3_delete_statement,24,31,24,30
R00017,3,MUTATION,T3,t3_delete_statement,24,24,,
R00017,4,UNTOUCHED,T1,none,3,7,3,7
R00017,5,UNTOUCHED,T1,none,14,23,14,23
R00017,6,UNTOUCHED,T1,none,32,35,31,34
R00018,0,CLONE_INTERVAL,T1,t1_add_block_comment,7,16,7,17
R00018,1,MUTATION,T1,t1_add_block_comment,,,13,13
R00018,2,CLONE_INTERVAL,T2,t2_change_string_literal,49,55,50,56
R00018,3,MUTATION,T2,t2_change_string_literal,49,49,50,50
R00018,4,UNTOUCHED,T1,none,3,6,3,6
R00018,5,UNTOUCHED,T1,none,17,48,18,49
R00018,6,UNTOUCHED,T1,none,56,63,57,64
R00019,0,CLONE_INTERVAL,T3,t3_wrap_statement,156,161,156,163
R00019,1,MUTATION,T3,t3_wrap_statement,157,157,157,159
R00019,2,CLONE_INTERVAL,T1,t1_reindent,175,180,177,182
R00019,3,MUTATION,T1,t1_reindent,175,180,177,182
R00019,4,UNTOUCHED,T1,none,153,155,153,155
R00019,5,UNTOUCHED,T1,none,162,170,164,172
R00019,6,UNTOUCHED,T1,none,172,174,174,176
R00019,7,UNTOUCHED,T1,none,181,189,183,191
R00020,0,CLONE_INTERVAL,T1,t1_add_eol_comment,56,62,56,62
R00020,1,MUTATION,T1,t1_add_eol_comment,62,62,62,62
R00020,2,CLONE_INTERVAL,T2,t2_rename_local_x1,159,165,159,165
R00020,3,MUTATION,T2,t2_rename_local_x1,159,165,159,165
R00020,4,UNTOUCHED,T1,none,52,55,52,55
R00020,5,UNTOUCHED,T1,none,63,73,63,73
R00020,6,UNTOUCHED,T1,none,155,158,155,158
R00020,7,UNTOUCHED,T1,none,166,171,166,171
R00021,0,CLONE_INTERVAL,T3,t3_insert_statement,9,14,9,15
R00021,1,MUTATION,T3,t3_insert_statement,,,10,10
R00021,2,CLONE_INTERVAL,T1,t1_add_blank_line,46,53,47,55
R00021,3,MUTATION,T1,t1_add_blank_line,,,52,52
R00021,4,UNTOUCHED,T1,none,6,8,6,8
R00021,5,UNTOUCHED,T1,none,15,17,16,18
R00021,6,UNTOUCHED,T1,none,43,45,44,46
R00021,7,UNTOUCHED,T1,none,54,58,56,60
R00022,0,CLONE_INTERVAL,T2,t2_change_int_literal,30,115,30,115
R00022,1,MUTATION,T2,t2_change_int_literal,30,30,30,30
R00022,2,CLONE_INTERVAL,T3,t3_delete_statement,125,130,125,129
R00022,3,MUTATION,T3,t3_delete_statement,125,125,,
R00022,4,UNTOUCHED,T1,none,27,29,27,29
R00022,5,UNTOUCHED,T1,none,116,124,116,124
R00022,6,UNTOUCHED,T1,none,131,143,130,142
R00023,0,CLONE_INTERVAL,T1,t1_add_block_comment,11,16,11,17
R00023,1,MUTATION,T1,t1_add_block_comment,,,14,14
R00023,2,CLONE_INTERVAL,T2,t2_change_string_literal,22,28,23,29
R00023,3,MUTATION,T2,t2_change_string_literal,23,23,24,24
R00023,4,UNTOUCHED,T1,none,3,10,3,10
R00023,5,UNTOUCHED,T1,none,17,21,18,22
R00023,6,UNTOUCHED,T1,none,29,36,30,37
R00024,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,14
R00024,1,MUTATION,T3,t3_wrap_statement,9,9,9,11
R00024,2,CLONE_INTERVAL,T1,t1_reindent,23,29,25,31
R00024,3,MUTATION,T1,t1_reindent,23,29,25,31
R00024,4,UNTOUCHED,T1,none,4,6,4,6
R00024,5,UNTOUCHED,T1,none,13,15,15,17
R00024,6,UNTOUCHED,T1,none,20,22,22,24
R00024,7,UNTOUCHED,T1,none,30,45,32,47
R00025,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,14,8,14
R00025,1,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00025,2,CLONE_INTERVAL,T2,t2_rename_local_x1,27,37,27,37
R00025,3,MUTATION,T2,t2_rename_local_x1,34,35,34,35
R00025,4,UNTOUCHED,T1,none,3,7,3,7
R00025,5,UNTOUCHED,T1,none,15,22,15,22
R00025,6,UNTOUCHED,T1,none,24,26,24,26
R00025,7,UNTOUCHED,T1,none,38,44,38,44
R00026,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00026,1,MUTATION,T3,t3_insert_statement,,,11,11
R00026,2,CLONE_INTERVAL,T1,t1_add_blank_line,23,29,24,31
R00026,3,MUTATION,T1,t1_add_blank_line,,,30,30
R00026,4,UNTOUCHED,T1,none,3,5,3,5
R00026,5,UNTOUCHED,T1,none,12,22,13,23
R00026,6,UNTOUCHED,T1,none,30,33,32,35
R00027,0,CLONE_INTERVAL,T2,t2_change_int_literal,14,19,14,19
R00027,1,MUTATION,T2,t2_change_int_literal,14,14,14,14
R00027,2,CLONE_INTERVAL,T3,t3_delete_statement,26,36,26,35
R00027,3,MUTATION,T3,t3_delete_statement,30,30,,
R00027,4,UNTOUCHED,T1,none,3,13,3,13
R00027,5,UNTOUCHED,T1,none,20,25,20,25
R00027,6,UNTOUCHED,T1,none,37,44,36,43
R00028,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,13,6,14
R00028,1,MUTATION,T1,t1_add_block_comment,,,12,12
R00028,2,CLONE_INTERVAL,T2,t2_change_string_literal,18,25,19,26
R00028,3,MUTATION,T2,t2_change_string_literal,19,19,20,20
R00028,4,UNTOUCHED,T1,none,3,5,3,5
R00028,5,UNTOUCHED,T1,none,14,17,15,18
R00028,6,UNTOUCHED,T1,none,26,42,27,43
R00029,0,CLONE_INTERVAL,T3,t3_wrap_statement,9,16,9,18
R00029,1,MUTATION,T3,t3_wrap_statement,14,15,14,17
R00029,2,CLONE_INTERVAL,T1,t1_reindent,26,31,28,33
R00029,3,MUTATION,T1,t1_reindent,26,31,28,33
R00029,4,UNTOUCHED,T1,none,3,8,3,8
R00029,5,UNTOUCHED,T1,none,17,25,19,27
R00029,6,UNTOUCHED,T1,none,32,52,34,54
R00030,0,CLONE_INTERVAL,T1,t1_add_eol_comment,98,106,98,106
R00030,1,MUTATION,T1,t1_add_eol_comment,100,100,100,100
R00030,2,CLONE_INTERVAL,T2,t2_rename_local_x1,111,121,111,121
R00030,3,MUTATION,T2,t2_rename_local_x1,113,117,113,117
R00030,4,UNTOUCHED,T1,none,93,97,93,97
R00030,5,UNTOUCHED,T1,none,107,110,107,110
R00030,6,UNTOUCHED,T1,none,122,129,122,129
R00031,0,CLONE_INTERVAL,T3,t3_insert_statement,10,24,10,25
R00031,1,MUTATION,T3,t3_insert_statement,,,11,11
R00031,2,CLONE_INTERVAL,T1,t1_add_blank_line,105,111,106,113
R00031,3,MUTATION,T1,t1_add_blank_line,,,107,107
R00031,4,UNTOUCHED,T1,none,4,9,4,9
R00031,5,UNTOUCHED,T1,none,25,27,26,28
R00031,6,UNTOUCHED,T1,none,98,104,99,105
R00031,7,UNTOUCHED,T1,none,112,123,114,125
R00032,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,16,8,16
R00032,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00032,2,CLONE_INTERVAL,T3,t3_delete_statement,40,46,40,45
R00032,3,MUTATION,T3,t3_delete_statement,44,44,,
R00032,4,UNTOUCHED,T1,none,5,7,5,7
R00032,5,UNTOUCHED,T1,none,17,25,17,25
R00032,6,UNTOUCHED,T1,none,31,39,31,39
R00032,7,UNTOUCHED,T1,none,47,49,46,48
R00033,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,14,9,15
R00033,1,MUTATION,T1,t1_add_block_comment,,,10,10
R00033,2,CLONE_INTERVAL,T2,t2_change_string_literal,19,24,20,25
R00033,3,MUTATION,T2,t2_change_string_literal,22,22,23,23
R00033,4,UNTOUCHED,T1,none,3,8,3,8
R00033,5,UNTOUCHED,T1,none,15,18,16,19
R00033,6,UNTOUCHED,T1,none,25,27,26,28
R00034,0,CLONE_INTERVAL,T3,t3_wrap_statement,59,64,59,66
R00034,1,MUTATION,T3,t3_wrap_statement,59,62,59,64
R00034,2,CLONE_INTERVAL,T1,t1_reindent,78,84,80,86
R00034,3,MUTATION,T1,t1_reindent,78,84,80,86
R00034,4,UNTOUCHED,T1,none,16,58,16,58
R00034,5,UNTOUCHED,T1,none,65,72,67,74
R00034,6,UNTOUCHED,T1,none,74,77,76,79
R00034,7,UNTOUCHED,T1,none,85,92,87,94
R00035,0,CLONE_INTERVAL,T1,t1_add_eol_comment,13,18,13,18
R00035,1,MUTATION,T1,t1_add_eol_comment,17,17,17,17
R00035,2,CLONE_INTERVAL,T2,t2_rename_local_x1,25,30,25,30
R00035,3,MUTATION,T2,t2_rename_local_x1,26,28,26,28
R00035,4,UNTOUCHED,T1,none,5,12,5,12
R00035,5,UNTOUCHED,T1,none,19,24,19,24
R00035,6,UNTOUCHED,T1,none,31,35,31,35
R00036,0,CLONE_INTERVAL,T3,t3_insert_statement,12,18,12,19
R00036,1,MUTATION,T3,t3_insert_statement,,,15,15
R00036,2,CLONE_INTERVAL,T1,t1_add_blank_line,80,85,81,87
R00036,3,MUTATION,T1,t1_add_blank_line,,,84,84
R00036,4,UNTOUCHED,T1,none,9,11,9,11
R00036,5,UNTOUCHED,T1,none,19,22,20,23
R00036,6,UNTOUCHED,T1,none,77,79,78,80
R00036,7,UNTOUCHED,T1,none,86,93,88,95
R00037,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,13,7,12
R00037,1,MUTATION,T2,t2_change_int_literal,13,13,12,12
R00037,2,CLONE_INTERVAL,T3,t3_delete_statement,19,27,18,25
R00037,3,MUTATION,T3,t3_delete_statement,19,19,,
R00037,4,UNTOUCHED,T1,none,4,7,3,6
R00037,5,UNTOUCHED,T1,none,14,18,13,17
R00037,6,UNTOUCHED,T1,none,28,30,26,28
R00038,0,CLONE_INTERVAL,T1,t1_add_block_comment,22,29,22,30
R00038,1,MUTATION,T1,t1_add_block_comment,,,28,28
R00038,2,CLONE_INTERVAL,T2,t2_change_string_literal,40,52,41,53
R00038,3,MUTATION,T2,t2_change_string_literal,43,43,44,44
R00038,4,UNTOUCHED,T1,none,3,21,3,21
R00038,5,UNTOUCHED,T1,none,30,39,31,40
R00038,6,UNTOUCHED,T1,none,53,60,54,61
R00039,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,14
R00039,1,MUTATION,T3,t3_wrap_statement,9,11,9,13
R00039,2,CLONE_INTERVAL,T1,t1_reindent,26,31,28,33
R00039,3,MUTATION,T1,t1_reindent,26,31,28,33
R00039,4,UNTOUCHED,T1,none,3,6,3,6
R00039,5,UNTOUCHED,T1,none,13,25,15,27
R00039,6,UNTOUCHED,T1,none,32,34,34,36
R00040,0,CLONE_INTERVAL,T1,t1_add_eol_comment,20,27,20,27
R00040,1,MUTATION,T1,t1_add_eol_comment,20,20,20,20
R00040,2,CLONE_INTERVAL,T2,t2_rename_local_x2,31,40,31,40
R00040,3,MUTATION,T2,t2_rename_local_x2,31,36,31,36
R00040,4,UNTOUCHED,T1,none,5,19,5,19
R00040,5,UNTOUCHED,T1,none,28,30,28,30
R00040,6,UNTOUCHED,T1,none,41,43,41,43
R00041,0,CLONE_INTERVAL,T3,t3_insert_statement,6,14,6,15
R00041,1,MUTATION,T3,t3_insert_statement,,,9,9
R00041,2,CLONE_INTERVAL,T1,t1_add_blank_line,22,29,23,31
R00041,3,MUTATION,T1,t1_add_blank_line,,,29,29
R00041,4,UNTOUCHED,T1,none,3,5,3,5
R00041,5,UNTOUCHED,T1,none,15,21,16,22
R00041,6,UNTOUCHED,T1,none,30,42,32,44
R00042,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,33,9,33
R00042,1,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00042,2,CLONE_INTERVAL,T3,t3_delete_statement,48,53,48,52
R00042,3,MUTATION,T3,t3_delete_statement,49,49,,
R00042,4,UNTOUCHED,T1,none,5,8,5,8
R00042,5,UNTOUCHED,T1,none,34,47,34,47
R00042,6,UNTOUCHED,T1,none,54,80,53,79
R00043,0,CLONE_INTERVAL,T1,t1_add_block_comment,82,88,82,89
R00043,1,MUTATION,T1,t1_add_block_comment,,,83,83
R00043,2,CLONE_INTERVAL,T2,t2_change_string_literal,147,161,148,162
R00043,3,MUTATION,T2,t2_change_string_literal,153,153,154,154
R00043,4,UNTOUCHED,T1,none,79,81,79,81
R00043,5,UNTOUCHED,T1,none,89,102,90,103
R00043,6,UNTOUCHED,T1,none,142,146,143,147
R00043,7,UNTOUCHED,T1,none,162,164,163,165
R00044,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,11,6,14
R00044,1,MUTATION,T3,t3_wrap_statement,10,11,10,14
R00044,2,CLONE_INTERVAL,T1,t1_reindent,19,26,21,28
R00044,3,MUTATION,T1,t1_reindent,19,26,21,28
R00044,4,UNTOUCHED,T1,none,3,5,3,5
R00044,5,UNTOUCHED,T1,none,13,18,15,20
R00044,6,UNTOUCHED,T1,none,27,33,29,35
R00045,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,25,8,25
R00045,1,MUTATION,T1,t1_add_eol_comment,24,24,24,24
R00045,2,CLONE_INTERVAL,T2,t2_rename_local_x1,35,41,35,41
R00045,3,MUTATION,T2,t2_rename_local_x1,35,38,35,38
R00045,4,UNTOUCHED,T1,none,3,7,3,7
R00045,5,UNTOUCHED,T1,none,26,28,26,28
R00045,6,UNTOUCHED,T1,none,30,34,30,34
R00045,7,UNTOUCHED,T1,none,42,47,42,47
R00046,0,CLONE_INTERVAL,T3,t3_insert_statement,98,113,98,114
R00046,1,MUTATION,T3,t3_insert_statement,,,102,102
R00046,2,CLONE_INTERVAL,T1,t1_add_blank_line,224,229,225,231
R00046,3,MUTATION,T1,t1_add_blank_line,,,228,228
R00046,4,UNTOUCHED,T1,none,92,97,92,97
R00046,5,UNTOUCHED,T1,none,114,130,115,131
R00046,6,UNTOUCHED,T1,none,221,223,222,224
R00046,7,UNTOUCHED,T1,none,230,239,232,241
R00047,0,CLONE_INTERVAL,T2,t2_change_int_literal,15,20,15,20
R00047,1,MUTATION,T2,t2_change_int_literal,17,17,17,17
R00047,2,CLONE_INTERVAL,T3,t3_delete_statement,35,40,21,25
R00047,3,MUTATION,T3,t3_delete_statement,35,35,,
R00047,4,UNTOUCHED,T1,none,3,14,3,14
R00047,5,UNTOUCHED,T1,none,41,43,26,28
R00048,0,CLONE_INTERVAL,T1,t1_add_block_comment,11,30,11,31
R00048,1,MUTATION,T1,t1_add_block_comment,,,20,20
R00048,2,CLONE_INTERVAL,T2,t2_change_string_literal,36,45,37,46
R00048,3,MUTATION,T2,t2_change_string_literal,38,38,39,39
R00048,4,UNTOUCHED,T1,none,5,10,5,10
R00048,5,UNTOUCHED,T1,none,31,35,32,36
R00048,6,UNTOUCHED,T1,none,46,51,47,52
R00049,0,CLONE_INTERVAL,T3,t3_wrap_statement,36,41,36,43
R00049,1,MUTATION,T3,t3_wrap_statement,37,39,37,41
R00049,2,CLONE_INTERVAL,T1,t1_reindent,165,171,167,173
R00049,3,MUTATION,T1,t1_reindent,165,171,167,173
R00049,4,UNTOUCHED,T1,none,21,35,21,35
R00049,5,UNTOUCHED,T1,none,42,46,44,48
R00049,6,UNTOUCHED,T1,none,161,164,163,166
R00049,7,UNTOUCHED,T1,none,172,186,174,188
R00050,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,14,9,14
R00050,1,MUTATION,T1,t1_add_eol_comment,11,11,11,11
R00050,2,CLONE_INTERVAL,T2,t2_rename_local_x1,24,38,24,38
R00050,3,MUTATION,T2,t2_rename_local_x1,33,35,33,35
R00050,4,UNTOUCHED,T1,none,5,8,5,8
R00050,5,UNTOUCHED,T1,none,15,23,15,23
R00050,6,UNTOUCHED,T1,none,39,47,39,47
R00051,0,CLONE_INTERVAL,T3,t3_insert_statement,6,19,6,20
R00051,1,MUTATION,T3,t3_insert_statement,,,7,7
R00051,2,CLONE_INTERVAL,T1,t1_add_blank_line,34,49,35,51
R00051,3,MUTATION,T1,t1_add_blank_line,,,36,36
R00051,4,UNTOUCHED,T1,none,3,5,3,5
R00051,5,UNTOUCHED,T1,none,20,25,21,26
R00051,6,UNTOUCHED,T1,none,27,33,28,34
R00051,7,UNTOUCHED,T1,none,50,52,52,54
R00052,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,14,8,14
R00052,1,MUTATION,T2,t2_change_int_literal,8,8,8,8
R00052,2,CLONE_INTERVAL,T3,t3_delete_statement,23,28,23,27
R00052,3,MUTATION,T3,t3_delete_statement,23,23,,
R00052,4,UNTOUCHED,T1,none,3,7,3,7
R00052,5,UNTOUCHED,T1,none,15,22,15,22
R00052,6,UNTOUCHED,T1,none,29,44,28,43
R00053,0,CLONE_INTERVAL,T1,t1_add_block_comment,8,13,8,14
R00053,1,MUTATION,T1,t1_add_block_comment,,,9,9
R00053,2,CLONE_INTERVAL,T2,t2_change_string_literal,33,40,34,41
R00053,3,MUTATION,T2,t2_change_string_literal,35,35,36,36
R00053,4,UNTOUCHED,T1,none,3,7,3,7
R00053,5,UNTOUCHED,T1,none,14,32,15,33
R00053,6,UNTOUCHED,T1,none,41,48,42,49
R00054,0,CLONE_INTERVAL,T3,t3_wrap_statement,12,19,12,21
R00054,1,MUTATION,T3,t3_wrap_statement,16,18,16,20
R00054,2,CLONE_INTERVAL,T1,t1_reindent,24,30,26,32
R00054,3,MUTATION,T1,t1_reindent,24,30,26,32
R00054,4,UNTOUCHED,T1,none,9,11,9,11
R00054,5,UNTOUCHED,T1,none,20,23,22,25
R00054,6,UNTOUCHED,T1,none,31,36,33,38
R00055,0,CLONE_INTERVAL,T1,t1_add_eol_comment,135,141,135,141
R00055,1,MUTATION,T1,t1_add_eol_comment,137,137,137,137
R00055,2,CLONE_INTERVAL,T2,t2_rename_local_x1,150,155,150,155
R00055,3,MUTATION,T2,t2_rename_local_x1,152,154,152,154
R00055,4,UNTOUCHED,T1,none,132,134,132,134
R00055,5,UNTOUCHED,T1,none,142,145,142,145
R00055,6,UNTOUCHED,T1,none,147,149,147,149
R00055,7,UNTOUCHED,T1,none,156,167,156,167
R00056,0,CLONE_INTERVAL,T3,t3_insert_statement,75,80,75,80
R00056,1,MUTATION,T3,t3_insert_statement,,,81,81
R00056,2,CLONE_INTERVAL,T1,t1_add_blank_line,170,187,171,189
R00056,3,MUTATION,T1,t1_add_blank_line,,,185,185
R00056,4,UNTOUCHED,T1,none,70,74,70,74
R00056,5,UNTOUCHED,T1,none,81,90,82,91
R00056,6,UNTOUCHED,T1,none,167,169,168,170
R00056,7,UNTOUCHED,T1,none,188,192,190,194
R00057,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,12,7,12
R00057,1,MUTATION,T2,t2_change_int_literal,7,7,8,8
R00057,2,CLONE_INTERVAL,T3,t3_delete_statement,33,40,33,39
R00057,3,MUTATION,T3,t3_delete_statement,33,33,,
R00057,4,UNTOUCHED,T1,none,3,6,3,6
R00057,5,UNTOUCHED,T1,none,13,25,13,25
R00057,6,UNTOUCHED,T1,none,27,32,27,32
R00057,7,UNTOUCHED,T1,none,41,46,40,45
R00058,0,CLONE_INTERVAL,T1,t1_add_block_comment,10,15,10,16
R00058,1,MUTATION,T1,t1_add_block_comment,,,13,13
R00058,2,CLONE_INTERVAL,T2,t2_change_string_literal,19,26,20,27
R00058,3,MUTATION,T2,t2_change_string_literal,20,20,21,21
R00058,4,UNTOUCHED,T1,none,7,9,7,9
